filter,rho,mse
DiagSF,8.0,0.3816731160564735
DiagSF,64.0,0.1532935398542807
DiagSF,16.0,0.29652859365287837
DiagSF,128.0,0.33314504226181896
DiagSF,4.0,0.48133925146008566
DiagSF,32.0,0.2210234871995847
DiagSF,256.0,NaN
BlockSF,1.0,0.7154751258295473
BlockSF,8.0,0.376617457229463
BlockSF,32.0,0.22685890138922457
BlockSF,4.0,0.5115599906601478
BlockSF,64.0,0.2549617497410219
BlockSF,128.0,0.16723326640349703
BlockSF,16.0,0.28644038994333104
BlockSF,256.0,NaN
FullSF,1.0,0.7373634560753097
FullSF,8.0,0.38808756673526373
FullSF,16.0,0.3003155648357652
FullSF,64.0,0.17241014636096377
FullSF,4.0,0.4956765505450299
FullSF,32.0,0.19681162738918642
FullSF,128.0,0.21506087208537564
FullSF,256.0,NaN
DiagSF,2.0,0.6244407335489917
DiagSF,16.0,0.29955643894639555
DiagSF,32.0,0.21481104968254033
DiagSF,8.0,0.39040655156039666
DiagSF,4.0,0.4921564928602839
DiagSF,128.0,0.15959687716614032
DiagSF,64.0,0.19048692300596634
DiagSF,1.0,0.7063947929723936
DiagSF,256.0,NaN
BlockSF,32.0,0.21568369458106465
BlockSF,1.0,0.7279167788956763
BlockSF,8.0,0.4168028641160354
BlockSF,4.0,0.49497351101383374
BlockSF,16.0,0.3209274681205567
BlockSF,128.0,0.20684848409615966
BlockSF,64.0,0.21357315490434634
BlockSF,256.0,NaN
FullSF,8.0,0.3752414941526871
FullSF,32.0,0.23482115475472742
FullSF,4.0,0.49715437297347487
FullSF,128.0,0.14267890837867978
FullSF,64.0,0.22652362480649477
FullSF,16.0,0.2780018747952937
FullSF,1.0,0.7434591065594078
FullSF,256.0,NaN
DiagSF,2.0,0.6062624400707289
DiagSF,32.0,0.26336181516578133
DiagSF,16.0,0.3058850327959694
DiagSF,4.0,0.49390301870171716
DiagSF,8.0,0.37808811774288625
DiagSF,64.0,0.1957031937421072
DiagSF,128.0,0.22283918418912424
DiagSF,1.0,0.7075723480596949
DiagSF,256.0,1.0542266646594749e246
BlockSF,16.0,0.30602143090594763
BlockSF,32.0,0.2339439703239482
BlockSF,1.0,0.7499659308331464
BlockSF,64.0,0.20983246384927368
BlockSF,128.0,0.23053840658633806
BlockSF,8.0,0.3770082288523286
BlockSF,256.0,NaN
BlockSF,4.0,0.4953115620116281
FullSF,64.0,0.1663018224173692
FullSF,32.0,0.2195949844242319
FullSF,128.0,0.1256135871344055
FullSF,16.0,0.2868024285933337
FullSF,8.0,0.3804691681121884
FullSF,1.0,0.7215543945391379
FullSF,4.0,0.4850964184498831
FullSF,256.0,NaN
DiagSF,2.0,0.612959674347307
DiagSF,1.0,0.7688998698585365
DiagSF,64.0,0.21555861177824762
DiagSF,16.0,0.2860672048260701
DiagSF,256.0,Inf
DiagSF,128.0,0.262429041549798
DiagSF,32.0,0.22453952420723786
DiagSF,8.0,0.38328110123316445
DiagSF,4.0,0.4867380817337433
BlockSF,1.0,0.7309563392963051
BlockSF,64.0,0.12832107286729938
BlockSF,16.0,0.2908756322717168
BlockSF,256.0,NaN
BlockSF,32.0,0.231911827104316
BlockSF,128.0,0.237334456303299
BlockSF,8.0,0.38775802789482183
BlockSF,4.0,0.4888865373551009
FullSF,1.0,0.733374386255559
FullSF,16.0,0.29266315175470525
FullSF,32.0,0.22149861209070978
FullSF,256.0,NaN
FullSF,64.0,0.1578715790736157
FullSF,128.0,0.13616413160400442
FullSF,8.0,0.4037182713080615
FullSF,4.0,0.5029014742891899
DiagSF,2.0,0.6030398297350984
DiagSF,256.0,4.4824756460996416e39
DiagSF,64.0,0.18955897055019155
DiagSF,1.0,0.7425911269008576
DiagSF,16.0,0.31815453239373187
DiagSF,4.0,0.491392932727766
DiagSF,8.0,0.37978057727696296
DiagSF,128.0,0.3076246902751984
DiagSF,32.0,0.24030732913112765
BlockSF,1.0,0.7404188270507703
BlockSF,64.0,0.18303117109854683
BlockSF,128.0,0.18098382141037142
BlockSF,32.0,0.23037029773952933
BlockSF,256.0,NaN
BlockSF,8.0,0.40130079119441386
BlockSF,16.0,0.2844917514525679
BlockSF,4.0,0.4936637014319689
FullSF,1.0,0.7202946230513841
FullSF,256.0,NaN
FullSF,128.0,0.2578791093491181
FullSF,64.0,0.1476112478768623
FullSF,4.0,0.48948776816933093
FullSF,8.0,0.3699190733289762
FullSF,16.0,0.2534447603615435
FullSF,32.0,0.18134994090305032
DiagSF,2.0,0.6066773816377274
DiagSF,1.0,0.7420171052202464
DiagSF,16.0,0.3025199945633872
DiagSF,4.0,0.4888051771326545
DiagSF,128.0,0.19029929892195374
DiagSF,64.0,0.2038142522281048
DiagSF,32.0,0.2194368589453125
DiagSF,8.0,0.397469838687635
DiagSF,256.0,4.2433389413980983e24
BlockSF,16.0,0.3013820539025372
BlockSF,1.0,0.719139524916013
BlockSF,4.0,0.4939108110665644
BlockSF,32.0,0.2160821832739499
BlockSF,128.0,0.1638540686638813
BlockSF,64.0,0.15150985315869206
BlockSF,256.0,NaN
BlockSF,8.0,0.39231658671775227
FullSF,1.0,0.7553868898236227
FullSF,16.0,0.2723404213322584
FullSF,4.0,0.4681421971978604
FullSF,32.0,0.21344665102861188
FullSF,8.0,0.38942994845584217
FullSF,64.0,0.17160963054708253
FullSF,128.0,0.20635707929890312
FullSF,256.0,NaN
DiagSF,2.0,0.6161143234814724
BlockSF,2.0,0.6049889406588402
DiagSF,1.0,0.7138674916406502
DiagSF,32.0,0.2265350568951139
DiagSF,16.0,0.3097800006783637
DiagSF,8.0,0.39255166742657216
DiagSF,4.0,0.4964644987340728
DiagSF,64.0,0.1760039510295809
DiagSF,128.0,0.2981474106050265
DiagSF,256.0,NaN
BlockSF,1.0,0.7375542643542885
BlockSF,32.0,0.2546967246038719
BlockSF,16.0,0.277607285174903
BlockSF,4.0,0.49603030504046447
BlockSF,8.0,0.3870143106755117
BlockSF,64.0,0.15414318755371564
BlockSF,128.0,0.30481336575222284
BlockSF,256.0,5.593709061458826e59
FullSF,1.0,0.7339627496515373
FullSF,32.0,0.21795736727437598
FullSF,16.0,0.2490643473683136
FullSF,64.0,0.12547294498883613
FullSF,8.0,0.38640251533397063
FullSF,4.0,0.49229778539311736
FullSF,128.0,0.11346057108450318
FullSF,256.0,NaN
DiagSF,2.0,0.6039954197900191
BlockSF,2.0,0.6035252040877986
DiagSF,1.0,0.7156934623895662
DiagSF,8.0,0.40337370628351915
DiagSF,32.0,0.24753016676288583
DiagSF,16.0,0.2840989878264731
DiagSF,4.0,0.49434439162337707
DiagSF,256.0,1.6507115494937966e55
DiagSF,128.0,0.18157552161793653
DiagSF,64.0,0.237603579350443
BlockSF,1.0,0.7214335007506327
BlockSF,8.0,0.40951263138829375
BlockSF,32.0,0.19465337789151535
BlockSF,16.0,0.27088047602432314
BlockSF,4.0,0.484031140050177
BlockSF,128.0,0.21854610253561108
BlockSF,64.0,0.12692093768735666
BlockSF,256.0,NaN
FullSF,1.0,0.7350623963861248
FullSF,8.0,0.3668240352102747
FullSF,4.0,0.48345405474799935
FullSF,32.0,0.1840094344545862
FullSF,16.0,0.2612582395773678
FullSF,256.0,NaN
FullSF,128.0,0.18245973717174555
FullSF,64.0,0.150251079183492
DiagSF,2.0,0.6065449459648887
BlockSF,2.0,0.6175271376615799
DiagSF,32.0,0.2223428111995154
DiagSF,4.0,0.5131816522591609
DiagSF,8.0,0.40821428292337797
DiagSF,16.0,0.30360361748059556
DiagSF,64.0,0.1939318622568982
DiagSF,128.0,0.16945748862297927
DiagSF,1.0,0.7085593952219668
DiagSF,256.0,NaN
BlockSF,1.0,0.7231425774399735
BlockSF,4.0,0.5077335439972651
BlockSF,8.0,0.39012928125687174
BlockSF,16.0,0.2895277132078446
BlockSF,32.0,0.21571733328194898
BlockSF,64.0,0.16925456681261636
BlockSF,128.0,0.17832867671219677
BlockSF,256.0,NaN
FullSF,16.0,0.3288154450896634
FullSF,64.0,0.1476241765855474
FullSF,4.0,0.49712775795906117
FullSF,1.0,0.7229803128324178
FullSF,128.0,0.09471493799581315
FullSF,32.0,0.19854788794124373
FullSF,8.0,0.376910302662064
FullSF,256.0,0.10509633084562525
DiagSF,2.0,0.6163008207833847
DiagSF,8.0,0.371458560347754
DiagSF,4.0,0.4793014614299556
DiagSF,64.0,0.15785747726444224
DiagSF,16.0,0.2931684649673607
DiagSF,32.0,0.2486469309842685
DiagSF,1.0,0.7241765682705757
DiagSF,128.0,0.307805353746625
DiagSF,256.0,NaN
BlockSF,1.0,0.7369313793090834
BlockSF,8.0,0.37329982695604425
BlockSF,4.0,0.49067186814203373
BlockSF,32.0,0.22582272354049304
BlockSF,16.0,0.2648774979644768
BlockSF,64.0,0.2196160107452618
BlockSF,128.0,0.14239003435267503
BlockSF,256.0,NaN
FullSF,16.0,0.2998491477441682
FullSF,4.0,0.5022808067546889
FullSF,128.0,0.13708701249953703
FullSF,64.0,0.17879159500690903
FullSF,1.0,0.6913392780606835
FullSF,32.0,0.23663437141281246
FullSF,8.0,0.3700735852503859
FullSF,256.0,NaN
DiagSF,2.0,0.6007022085702007
BlockSF,2.0,0.6289409455316833
DiagSF,4.0,0.47774345519936584
DiagSF,8.0,0.39117304219878096
DiagSF,16.0,0.314653678198748
DiagSF,32.0,0.24390984144137223
DiagSF,128.0,0.27688982896978487
DiagSF,1.0,0.7194220198304706
DiagSF,256.0,NaN
DiagSF,64.0,0.2564351180269306
BlockSF,128.0,0.14796863132390228
BlockSF,1.0,0.7182649174625049
BlockSF,8.0,0.3844401117326419
BlockSF,4.0,0.48567038040280247
BlockSF,16.0,0.30595759988187887
BlockSF,32.0,0.23652380150367056
BlockSF,256.0,4.482471047596064e19
BlockSF,64.0,0.15746976686976188
FullSF,128.0,0.16471173785236354
FullSF,32.0,0.220377099937556
FullSF,8.0,0.39589133704075175
FullSF,1.0,0.6982037821690283
FullSF,16.0,0.30653385555331003
FullSF,4.0,0.49032343823991176
FullSF,256.0,NaN
FullSF,64.0,0.17681601549206843
DiagSF,2.0,0.6131912201364603
BlockSF,2.0,0.6149226895715365
DiagSF,8.0,0.3877711645642485
DiagSF,16.0,0.291650086697365
DiagSF,32.0,0.2680147132086677
DiagSF,128.0,0.2889620196967153
DiagSF,1.0,0.7501560075418078
DiagSF,64.0,0.2594414933617084
DiagSF,256.0,1.9520701955632096e67
DiagSF,4.0,0.507269928899883
BlockSF,1.0,0.7289160628441577
BlockSF,32.0,0.24419232735715649
BlockSF,8.0,0.3934791016495455
BlockSF,128.0,0.18036663204873674
BlockSF,64.0,0.17375954469208557
BlockSF,16.0,0.313048652986319
BlockSF,4.0,0.5104120405721876
BlockSF,256.0,NaN
FullSF,32.0,0.2086093616455646
FullSF,16.0,0.2676831690580101
FullSF,1.0,0.7188009887531401
FullSF,128.0,0.11974281909280379
FullSF,256.0,NaN
FullSF,8.0,0.39305120911223324
FullSF,64.0,0.20131703067478163
FullSF,4.0,0.5062218703752022
DiagSF,2.0,0.6127905617763763
BlockSF,2.0,0.6235916226662139
DiagSF,16.0,0.29122605323153244
DiagSF,8.0,0.3891028646987606
DiagSF,32.0,0.2675191893566468
DiagSF,64.0,0.19414100514889282
DiagSF,4.0,0.4892175184157117
DiagSF,128.0,0.22907392685559466
DiagSF,1.0,0.7398986126325541
DiagSF,256.0,NaN
BlockSF,1.0,0.7420242255779035
BlockSF,32.0,0.22263609602954704
BlockSF,64.0,0.1366561877185286
BlockSF,8.0,0.3842382536943759
BlockSF,128.0,0.10871160311509885
BlockSF,4.0,0.5045382963651005
BlockSF,16.0,0.3030797150296449
BlockSF,256.0,NaN
FullSF,64.0,0.19583474175811208
FullSF,32.0,0.1992878918423072
FullSF,4.0,0.5080481539522278
FullSF,1.0,0.7052824382448701
FullSF,128.0,0.11998290620762404
FullSF,8.0,0.38676009340395795
FullSF,256.0,0.2013324081226832
FullSF,16.0,0.2843405967322557
DiagSF,2.0,0.6057845348995903
DiagSF,1.0,0.7167244158948332
DiagSF,4.0,0.5043805980553016
DiagSF,256.0,NaN
DiagSF,128.0,0.2720625079069666
DiagSF,16.0,0.2711379418744058
DiagSF,64.0,0.22513515038589282
DiagSF,32.0,0.22289694589147657
DiagSF,8.0,0.4121702072115443
BlockSF,1.0,0.6968350790395822
BlockSF,16.0,0.292681478515606
BlockSF,4.0,0.5038736784437765
BlockSF,128.0,0.2297162792645427
BlockSF,32.0,0.24298255450695466
BlockSF,64.0,0.16397158896853825
BlockSF,8.0,0.3832836506174696
BlockSF,256.0,NaN
FullSF,4.0,0.48404764910208953
FullSF,16.0,0.2756862359720199
FullSF,1.0,0.7478344577812583
FullSF,64.0,0.15758573315634877
FullSF,128.0,0.0824161464761876
FullSF,32.0,0.17135782416300843
FullSF,8.0,0.37326292049023463
FullSF,256.0,NaN
DiagSF,2.0,0.6089476240254514
DiagSF,128.0,0.21968859034734775
DiagSF,1.0,0.7060873283812258
DiagSF,256.0,NaN
DiagSF,32.0,0.21124732769832535
DiagSF,16.0,0.30534185630390065
DiagSF,8.0,0.40828492722430776
DiagSF,4.0,0.4884783159951779
DiagSF,64.0,0.24984117355215724
BlockSF,128.0,0.14102658636060178
BlockSF,16.0,0.2772474656219015
BlockSF,32.0,0.2492205752929284
BlockSF,256.0,NaN
BlockSF,1.0,0.7259392054788447
BlockSF,8.0,0.3830172275029682
BlockSF,4.0,0.5015628634121017
BlockSF,64.0,0.21141456129841696
FullSF,1.0,0.7516107550122051
FullSF,128.0,0.10808340663127558
FullSF,16.0,0.271229010666874
FullSF,8.0,0.3885406615968298
FullSF,32.0,0.2127237611038685
FullSF,4.0,0.48714910387217714
FullSF,256.0,0.21771760743756108
FullSF,64.0,0.12396306911086082
DiagSF,2.0,0.6047936841401779
DiagSF,4.0,0.5024203432096005
DiagSF,16.0,0.29250081071598594
DiagSF,32.0,0.22459478344641942
DiagSF,8.0,0.38659712777294913
DiagSF,128.0,0.2679065053800629
DiagSF,256.0,4.069801160976609e95
DiagSF,64.0,0.16001937427658464
DiagSF,1.0,0.7301267857726916
BlockSF,256.0,NaN
BlockSF,1.0,0.7391354608078585
BlockSF,32.0,0.22654092677663856
BlockSF,8.0,0.38683030599625357
BlockSF,16.0,0.3002028014739957
BlockSF,128.0,0.15621663277620226
BlockSF,4.0,0.4963322045931953
BlockSF,64.0,0.22209996645993266
FullSF,32.0,0.21620907350768057
FullSF,8.0,0.37579861956158483
FullSF,16.0,0.31752700385528176
FullSF,256.0,NaN
FullSF,128.0,0.14645253185796792
FullSF,1.0,0.7081332365394861
FullSF,4.0,0.49366172334309977
FullSF,64.0,0.20779913820210777
DiagSF,2.0,0.6138742363112561
BlockSF,2.0,0.5933185910912028
DiagSF,128.0,0.28447185689041454
DiagSF,8.0,0.38749101939885755
DiagSF,4.0,0.4999280029780703
DiagSF,32.0,0.2089315005997498
DiagSF,16.0,0.29129131198402436
DiagSF,1.0,0.7124830899451863
DiagSF,256.0,NaN
DiagSF,64.0,0.2075819291987907
BlockSF,1.0,0.7293812874002746
BlockSF,32.0,0.24507912722570324
BlockSF,16.0,0.2919665664074933
BlockSF,4.0,0.5198245443331817
BlockSF,128.0,0.1985002411006727
BlockSF,8.0,0.38652398357519274
BlockSF,256.0,NaN
BlockSF,64.0,0.18479495166248683
FullSF,32.0,0.19962028891307135
FullSF,16.0,0.28192560988658233
FullSF,4.0,0.49437104164257467
FullSF,1.0,0.7352228713073572
FullSF,128.0,0.1439229848961008
FullSF,256.0,NaN
FullSF,8.0,0.38545575492705114
FullSF,64.0,0.198566769454548
DiagSF,2.0,0.6292257079825403
BlockSF,2.0,0.601009005266525
DiagSF,1.0,0.7276269146239357
DiagSF,4.0,0.5084260291208972
DiagSF,128.0,0.26156583295076474
DiagSF,32.0,0.20833300853662998
DiagSF,64.0,0.1937417888841574
DiagSF,256.0,NaN
DiagSF,8.0,0.3686078857359227
DiagSF,16.0,0.31837213575530865
BlockSF,1.0,0.7329511088830436
BlockSF,4.0,0.51076599968934
BlockSF,64.0,0.2131967666055816
BlockSF,128.0,0.18377478739503408
BlockSF,8.0,0.3743464239546424
BlockSF,32.0,0.23374399688342395
BlockSF,256.0,NaN
BlockSF,16.0,0.3088006829467545
FullSF,1.0,0.7084057983971824
FullSF,4.0,0.48869098992695986
FullSF,128.0,0.15703678732532322
FullSF,8.0,0.38448948642553415
FullSF,32.0,0.18297545146734356
FullSF,256.0,NaN
FullSF,64.0,0.18312157515655486
FullSF,16.0,0.26350450149473603
DiagSF,2.0,0.62537017461601
DiagSF,16.0,0.29164112105942963
DiagSF,64.0,0.22604674289266347
DiagSF,8.0,0.375879858745369
DiagSF,4.0,0.5133010708797069
DiagSF,32.0,0.22592432196887707
DiagSF,128.0,0.23177005935256903
DiagSF,1.0,0.7275940012367278
DiagSF,256.0,NaN
BlockSF,8.0,0.3831524475860009
BlockSF,64.0,0.2656051170280912
BlockSF,4.0,0.5017090184753771
BlockSF,16.0,0.27899442924731066
BlockSF,1.0,0.7464298594118817
BlockSF,32.0,0.21153648658763768
BlockSF,128.0,0.23241881753131632
BlockSF,256.0,NaN
FullSF,8.0,0.3898745059935956
FullSF,4.0,0.5060031593844732
FullSF,32.0,0.18197895172131057
FullSF,128.0,0.1196269042736664
FullSF,16.0,0.2814404091147414
FullSF,1.0,0.7541455799303365
FullSF,64.0,0.20071769902931294
FullSF,256.0,NaN
DiagSF,2.0,0.6058578266110195
DiagSF,4.0,0.5025436925195549
DiagSF,16.0,0.3137460034815913
DiagSF,8.0,0.38900088178943276
DiagSF,64.0,0.24664746382848893
DiagSF,32.0,0.2107060250022349
DiagSF,1.0,0.7121239252973035
DiagSF,128.0,0.24957067648422612
DiagSF,256.0,NaN
BlockSF,1.0,0.7392458509314522
BlockSF,16.0,0.28201393963983584
BlockSF,8.0,0.39348644140385053
BlockSF,4.0,0.490307658735296
BlockSF,64.0,0.21469258914997794
BlockSF,32.0,0.2508384205053727
BlockSF,128.0,0.141200346209146
BlockSF,256.0,NaN
FullSF,16.0,0.290778302077262
FullSF,8.0,0.3803616399734239
FullSF,64.0,0.22121155519354285
FullSF,1.0,0.7354275667280016
FullSF,4.0,0.4917216822818872
FullSF,32.0,0.2316430672833008
FullSF,128.0,0.11273826884563112
FullSF,256.0,NaN
DiagSF,2.0,0.61523705796575
BlockSF,2.0,0.604224874153425
DiagSF,128.0,0.26053530412659853
DiagSF,16.0,0.31304745618879565
DiagSF,4.0,0.497805980505507
DiagSF,32.0,0.22938300618268068
DiagSF,64.0,0.1990047889266344
DiagSF,1.0,0.7324979060688385
DiagSF,8.0,0.3906678284731032
DiagSF,256.0,3.212043883362927e111
BlockSF,1.0,0.7150326494827033
BlockSF,16.0,0.27172295529162277
BlockSF,128.0,0.1636094853098839
BlockSF,32.0,0.2375366107171966
BlockSF,4.0,0.4987435644773013
BlockSF,64.0,0.18514465811184502
BlockSF,8.0,0.3877051031953283
BlockSF,256.0,NaN
FullSF,16.0,0.26216061449358846
FullSF,32.0,0.23336230913664405
FullSF,1.0,0.733023493484971
FullSF,8.0,0.3837441018418315
FullSF,4.0,0.48201460171761235
FullSF,64.0,0.1652774980206887
FullSF,128.0,0.10739828405637665
FullSF,256.0,NaN
DiagSF,2.0,0.6054535378423198
BlockSF,2.0,0.614060328641176
DiagSF,64.0,0.21793982962501698
DiagSF,16.0,0.26030899670563723
DiagSF,8.0,0.3951809637026974
DiagSF,32.0,0.2166286309853375
DiagSF,128.0,0.1947608335460164
DiagSF,1.0,0.7354084217919443
DiagSF,256.0,NaN
DiagSF,4.0,0.49850077364777334
BlockSF,1.0,0.7323255695307811
BlockSF,16.0,0.291755486619813
BlockSF,32.0,0.19450432831366382
BlockSF,8.0,0.3789980234378137
BlockSF,128.0,0.26927643679947966
BlockSF,64.0,0.2003043883325744
BlockSF,4.0,0.503584557384735
BlockSF,256.0,NaN
FullSF,32.0,0.21437735024741517
FullSF,8.0,0.37939614661988136
FullSF,128.0,0.1389141549822862
FullSF,4.0,0.49710084276651123
FullSF,16.0,0.28882570872289826
FullSF,1.0,0.7476378792293192
FullSF,256.0,6.850610343616572e250
FullSF,64.0,0.182936459521475
DiagSF,2.0,0.619076749921715
DiagSF,4.0,0.5085009944555355
DiagSF,1.0,0.7256059186050577
DiagSF,32.0,0.24911182137941656
DiagSF,16.0,0.29443560597840224
DiagSF,128.0,0.236440469630715
DiagSF,64.0,0.20795036292602098
DiagSF,8.0,0.3834979567981666
DiagSF,256.0,NaN
BlockSF,4.0,0.5030124577233644
BlockSF,1.0,0.7276931394338173
BlockSF,16.0,0.2729104400112807
BlockSF,32.0,0.21248206912859804
BlockSF,8.0,0.4059091836133341
BlockSF,64.0,0.18658488912537402
BlockSF,128.0,0.21159246862313635
BlockSF,256.0,NaN
FullSF,16.0,0.2755722439791595
FullSF,1.0,0.7273807797328501
FullSF,4.0,0.49027814628543703
FullSF,32.0,0.17949864897822443
FullSF,8.0,0.3740659832899932
FullSF,64.0,0.1736981273386314
FullSF,128.0,0.11592640909965547
FullSF,256.0,0.27291134317118104
DiagSF,2.0,0.6089367537376827
BlockSF,2.0,0.618460159970088
DiagSF,1.0,0.7333796557983587
DiagSF,16.0,0.30917772242097585
DiagSF,32.0,0.24315070780502301
DiagSF,256.0,NaN
DiagSF,64.0,0.17047351954367912
DiagSF,4.0,0.47524366492871567
DiagSF,8.0,0.3823832321057622
DiagSF,128.0,0.22582400069826436
BlockSF,16.0,0.29346822692998076
BlockSF,1.0,0.7333999807224839
BlockSF,32.0,0.23519978654270915
BlockSF,4.0,0.49472630933066325
BlockSF,64.0,0.16937340876055207
BlockSF,8.0,0.37834636740809363
BlockSF,256.0,NaN
BlockSF,128.0,0.11142657969241374
FullSF,1.0,0.7726304647097708
FullSF,16.0,0.3015812298171394
FullSF,32.0,0.19499677188006542
FullSF,64.0,0.1535486002637216
FullSF,8.0,0.382993128420631
FullSF,4.0,0.49779693312815837
FullSF,128.0,0.15265390836114445
FullSF,256.0,NaN
DiagSF,2.0,0.6350375106164622
BlockSF,2.0,0.609652194158721
DiagSF,8.0,0.39115185756935517
DiagSF,1.0,0.7510841679032847
DiagSF,16.0,0.30102452305571503
DiagSF,4.0,0.5042236520797473
DiagSF,128.0,0.2679560623018712
DiagSF,64.0,0.3008639311741175
DiagSF,32.0,0.23458757630405966
DiagSF,256.0,NaN
BlockSF,1.0,0.7306935123136777
BlockSF,8.0,0.3913604221768529
BlockSF,16.0,0.30680343757806705
BlockSF,4.0,0.49427590078794265
BlockSF,128.0,0.12636251828062597
BlockSF,64.0,0.2518151001219153
BlockSF,32.0,0.20886825152515506
BlockSF,256.0,NaN
FullSF,1.0,0.7190702406678915
FullSF,8.0,0.39721597853237534
FullSF,4.0,0.4987962001374709
FullSF,128.0,0.1803021930068682
FullSF,16.0,0.2764687549361727
FullSF,64.0,0.15810289642457867
FullSF,32.0,0.17896818680325666
FullSF,256.0,NaN
DiagSF,2.0,0.6218137052729574
BlockSF,2.0,0.6091033913768483
DiagSF,4.0,0.49406425528438114
DiagSF,8.0,0.39147896731047793
DiagSF,16.0,0.2738925081818577
DiagSF,32.0,0.2370001242384448
DiagSF,64.0,0.23520651610896276
DiagSF,128.0,0.3271982121860644
DiagSF,256.0,NaN
DiagSF,1.0,0.7237895284080734
BlockSF,4.0,0.5241738389476795
BlockSF,8.0,0.3893077231815994
BlockSF,64.0,0.17690642064884773
BlockSF,16.0,0.29499157264981946
BlockSF,256.0,NaN
BlockSF,1.0,0.705058231494699
BlockSF,32.0,0.203125878275206
BlockSF,128.0,0.17681601052188053
FullSF,16.0,0.2981990962446694
FullSF,8.0,0.37918393759420044
FullSF,64.0,0.1521365628267005
FullSF,32.0,0.1959657794081245
FullSF,128.0,0.1414839238087963
FullSF,1.0,0.720907030629464
FullSF,4.0,0.4999702901879834
FullSF,256.0,NaN
DiagSF,2.0,0.610081987884109
BlockSF,2.0,0.6081018619371256
DiagSF,4.0,0.48131249973144763
DiagSF,128.0,0.1576579726906
DiagSF,16.0,0.2962055511019472
DiagSF,8.0,0.4038245886029832
DiagSF,64.0,0.1949757701947298
DiagSF,32.0,0.2717085042783157
DiagSF,256.0,3.2852807171862946e167
DiagSF,1.0,0.7371913135962508
BlockSF,1.0,0.7394327333974999
BlockSF,8.0,0.37676658546346914
BlockSF,128.0,0.1608479237369323
BlockSF,64.0,0.21733005809510922
BlockSF,4.0,0.5006219065504482
BlockSF,16.0,0.3155420256503305
BlockSF,32.0,0.21214627768958488
BlockSF,256.0,NaN
FullSF,8.0,0.4171634766869271
FullSF,64.0,0.19265660700682846
FullSF,16.0,0.28706986909004734
FullSF,32.0,0.22194433920092335
FullSF,4.0,0.49942653129453923
FullSF,128.0,0.13690206684940148
FullSF,1.0,0.7073294557452832
FullSF,256.0,NaN
DiagSF,2.0,0.6081877701410998
BlockSF,2.0,0.6275465999387314
DiagSF,16.0,0.3022768459290237
DiagSF,32.0,0.22892745391659577
DiagSF,8.0,0.40211343085489054
DiagSF,4.0,0.49407578783679884
DiagSF,64.0,0.19759005002721175
DiagSF,128.0,0.20156875113461745
DiagSF,1.0,0.7290000272738171
DiagSF,256.0,NaN
BlockSF,32.0,0.21250818342105607
BlockSF,16.0,0.3295345798175617
BlockSF,8.0,0.373804350248394
BlockSF,64.0,0.1670866382199953
BlockSF,4.0,0.49262683569928895
BlockSF,128.0,0.2395321911921048
BlockSF,1.0,0.7410162066203448
BlockSF,256.0,NaN
FullSF,64.0,0.1901478057386717
FullSF,32.0,0.2115826137025105
FullSF,8.0,0.3741915221304271
FullSF,16.0,0.2771579808881912
FullSF,128.0,0.20159971086867495
FullSF,4.0,0.4893111318998321
FullSF,1.0,0.7429837740913544
FullSF,256.0,0.09700822604246233
DiagSF,2.0,0.6109018582976578
BlockSF,2.0,0.6033817628372775
DiagSF,4.0,0.5091863312906435
DiagSF,16.0,0.31936680908328435
DiagSF,8.0,0.3893810006476286
DiagSF,32.0,0.24807269571854448
DiagSF,128.0,0.30576953236876336
DiagSF,64.0,0.23786793029205602
DiagSF,1.0,0.703329586957024
DiagSF,256.0,8.947119174169012e40
BlockSF,32.0,0.2176050583110744
BlockSF,4.0,0.4882619583498884
BlockSF,16.0,0.3143278026436911
BlockSF,128.0,0.10751754877065789
BlockSF,8.0,0.37948104077121436
BlockSF,1.0,0.7450069778332391
BlockSF,64.0,0.20660360847795073
BlockSF,256.0,NaN
FullSF,128.0,0.20560113234113928
FullSF,4.0,0.5078158467154139
FullSF,16.0,0.321825329662998
FullSF,8.0,0.38341036003855783
FullSF,64.0,0.14535537203774387
FullSF,32.0,0.22115345957238722
FullSF,1.0,0.7313647473947543
FullSF,256.0,NaN
DiagSF,2.0,0.5962575509356376
BlockSF,2.0,0.5930827589958675
DiagSF,256.0,NaN
DiagSF,1.0,0.7134515440568485
DiagSF,64.0,0.21955569755461588
DiagSF,128.0,0.19751933639428473
DiagSF,4.0,0.5038939993342473
DiagSF,32.0,0.2341755703823341
DiagSF,8.0,0.38704260986148165
DiagSF,16.0,0.3134638066266155
BlockSF,1.0,0.748228145971135
BlockSF,128.0,0.09633203512195766
BlockSF,256.0,NaN
BlockSF,64.0,0.17117171439519865
BlockSF,4.0,0.49349177208933326
BlockSF,8.0,0.39189072587968227
BlockSF,32.0,0.20473043397690482
BlockSF,16.0,0.3016368139033537
FullSF,1.0,0.7075538516011746
FullSF,64.0,0.11846785704927476
FullSF,128.0,0.16159849527281173
FullSF,256.0,NaN
FullSF,4.0,0.4913523162778621
FullSF,32.0,0.18241689755921633
FullSF,8.0,0.39325728175142644
FullSF,16.0,0.3069974932866191
DiagSF,2.0,0.616530828477369
DiagSF,256.0,NaN
DiagSF,16.0,0.2999536866386918
DiagSF,128.0,0.2587896777896064
DiagSF,1.0,0.7066567349040619
