filter,eta,sparse_input,beta,dim,mse
GradientRule,0.03125,true,0.1,1024,0.997341625861823
GradientRule,0.03125,false,0.00625,2048,0.9864462446889409
GradientRule,0.03125,true,0.1,2048,1.0127493442558955
GradientRule,0.015625,false,0.1,8,0.662177035509677
GradientRule,0.015625,true,0.1,8,0.7043865390419605
GradientRule,0.015625,false,0.05,32,0.8555141386374998
GradientRule,0.015625,false,0.07071067811865475,16,0.7887789964611137
GradientRule,0.015625,true,0.1,32,1.0401020012287367
GradientRule,0.015625,false,0.035355339059327376,64,0.9491490471772062
GradientRule,0.015625,true,0.1,16,0.932885403202925
GradientRule,0.015625,true,0.1,64,0.9945021030252252
GradientRule,0.015625,false,0.025,128,0.9362267252163494
GradientRule,0.015625,true,0.1,128,0.9882043661012965
GradientRule,0.015625,false,0.017677669529663688,256,0.9811153230083627
GradientRule,0.015625,true,0.1,256,0.9683523725137018
GradientRule,0.015625,false,0.0125,512,1.0127235823813547
GradientRule,0.015625,true,0.1,512,0.9866201171110764
GradientRule,0.015625,false,0.008838834764831844,1024,0.9997559843251883
GradientRule,0.015625,true,0.1,1024,0.9897895351212906
GradientRule,0.015625,false,0.00625,2048,0.9912537029498087
GradientRule,0.015625,true,0.1,2048,0.9927382184317786
GradientRule,0.0078125,false,0.1,8,0.7515354261249111
GradientRule,0.0078125,true,0.1,8,0.6882442868285502
GradientRule,0.0078125,false,0.05,32,1.000514192129676
GradientRule,0.0078125,false,0.07071067811865475,16,0.795876051098399
GradientRule,0.0078125,true,0.1,32,0.9299751081415796
GradientRule,0.0078125,false,0.035355339059327376,64,0.9752970094680674
GradientRule,0.0078125,true,0.1,16,0.9098802116320676
GradientRule,0.0078125,true,0.1,64,0.9890990178121472
GradientRule,0.0078125,false,0.025,128,0.9736122555941116
GradientRule,0.0078125,true,0.1,128,0.98926766351215
GradientRule,0.0078125,false,0.017677669529663688,256,0.9661649648980115
GradientRule,0.0078125,true,0.1,256,1.0136142799098362
GradientRule,0.0078125,false,0.0125,512,0.9726102895806901
GradientRule,0.0078125,true,0.1,512,1.00708721027406
GradientRule,0.0078125,false,0.008838834764831844,1024,0.9913150239599803
GradientRule,0.0078125,true,0.1,1024,1.0169210328159204
GradientRule,0.0078125,false,0.00625,2048,0.999869453488294
GradientRule,0.0078125,true,0.1,2048,0.9987561904639182
GradientRule,0.00390625,false,0.1,8,0.8898561695771214
GradientRule,0.00390625,true,0.1,8,0.8155395396138113
GradientRule,0.00390625,false,0.05,32,0.9323076945096556
GradientRule,0.00390625,false,0.07071067811865475,16,0.934359344045828
GradientRule,0.00390625,false,0.035355339059327376,64,0.9973376684648074
GradientRule,0.00390625,true,0.1,32,0.9581790659465371
GradientRule,0.00390625,true,0.1,16,0.884913211265664
GradientRule,0.00390625,true,0.1,64,0.9988544127338244
GradientRule,0.00390625,false,0.025,128,1.0048499387805765
GradientRule,0.00390625,true,0.1,128,0.9808286451463347
GradientRule,0.00390625,false,0.017677669529663688,256,1.003997637083218
GradientRule,0.00390625,true,0.1,256,1.002225395209968
GradientRule,0.00390625,false,0.0125,512,1.007482196881942
GradientRule,0.00390625,true,0.1,512,0.9834659891250237
GradientRule,0.00390625,false,0.008838834764831844,1024,0.9864570357006652
GradientRule,0.00390625,true,0.1,1024,1.0014995122502393
GradientRule,0.00390625,false,0.00625,2048,0.9916657134720291
GradientRule,0.00390625,true,0.1,2048,0.9947536984452799
GradientRule,0.001953125,false,0.1,8,1.1290458548580875
GradientRule,0.001953125,true,0.1,8,0.8669465820145957
GradientRule,0.001953125,false,0.05,32,1.031813071047127
GradientRule,0.001953125,false,0.07071067811865475,16,1.0027957154926759
GradientRule,0.001953125,true,0.1,32,0.9615480780556536
GradientRule,0.001953125,false,0.035355339059327376,64,0.971876214369895
GradientRule,0.001953125,true,0.1,16,0.9294399497673439
GradientRule,0.001953125,true,0.1,64,0.9746217103338686
GradientRule,0.001953125,false,0.025,128,1.0156896034930274
GradientRule,0.001953125,true,0.1,128,0.989979932317019
GradientRule,0.001953125,false,0.017677669529663688,256,0.9634990741070717
GradientRule,0.001953125,true,0.1,256,0.9730791160435612
GradientRule,0.001953125,false,0.0125,512,1.0059695194770868
GradientRule,0.001953125,true,0.1,512,1.0094074437023333
GradientRule,0.001953125,false,0.008838834764831844,1024,0.9896942821299163
GradientRule,0.001953125,true,0.1,1024,0.9968844370639303
GradientRule,0.001953125,false,0.00625,2048,0.9980566568639209
GradientRule,0.001953125,true,0.1,2048,1.006661417852468
GradientRule,1.0,false,0.1,8,0.5598745516314755
GradientRule,1.0,true,0.1,8,0.5410444749620924
GradientRule,1.0,false,0.05,32,0.6446832573369142
GradientRule,1.0,false,0.07071067811865475,16,0.6057706087002415
GradientRule,1.0,true,0.1,32,1.437572749345367
GradientRule,1.0,false,0.035355339059327376,64,0.8245898014364619
GradientRule,1.0,true,0.1,16,0.7486147272490715
GradientRule,1.0,true,0.1,64,2.38775019621239
GradientRule,1.0,false,0.025,128,0.9495212197761546
GradientRule,1.0,true,0.1,128,2.73975910467692
GradientRule,1.0,false,0.017677669529663688,256,1.117393982007568
GradientRule,1.0,true,0.1,256,2.3296583972431675
GradientRule,1.0,false,0.0125,512,1.268125670668174
GradientRule,1.0,true,0.1,512,1.9495256363893514
GradientRule,1.0,false,0.008838834764831844,1024,1.354554931495524
GradientRule,1.0,true,0.1,1024,1.263025462047852
GradientRule,1.0,false,0.00625,2048,1.3739693427899011
GradientRule,1.0,true,0.1,2048,1.0665043360208477
GradientRule,0.5,false,0.1,8,0.33086190924297054
GradientRule,0.5,true,0.1,8,0.3207436045073581
GradientRule,0.5,false,0.05,32,0.5277732973055571
GradientRule,0.5,false,0.07071067811865475,16,0.4249167938615267
GradientRule,0.5,true,0.1,32,1.2335751294182216
GradientRule,0.5,false,0.035355339059327376,64,0.6600602628437643
GradientRule,0.5,true,0.1,16,0.6649597509441348
GradientRule,0.5,true,0.1,64,1.8254418896332045
GradientRule,0.5,false,0.025,128,0.8561808716351275
GradientRule,0.5,true,0.1,128,1.8924426346131304
GradientRule,0.5,false,0.017677669529663688,256,1.0255308252211477
GradientRule,0.5,true,0.1,256,1.5715377612967873
GradientRule,0.5,false,0.0125,512,1.1123554926372994
GradientRule,0.5,true,0.1,512,1.3913196328161463
GradientRule,0.5,false,0.008838834764831844,1024,1.1575877545252518
GradientRule,0.5,true,0.1,1024,1.063743572817531
GradientRule,0.5,false,0.00625,2048,1.1417578493530975
GradientRule,0.5,true,0.1,2048,1.0109285692814338
GradientRule,0.25,false,0.1,8,0.2823095221628509
GradientRule,0.25,true,0.1,8,0.280206249821918
GradientRule,0.25,false,0.05,32,0.5454933806041364
GradientRule,0.25,false,0.07071067811865475,16,0.4135534184095453
GradientRule,0.25,true,0.1,32,1.1062696486860069
GradientRule,0.25,true,0.1,16,0.6455764644939886
GradientRule,0.25,false,0.035355339059327376,64,0.7703621211560312
GradientRule,0.25,true,0.1,64,1.4570716597400348
GradientRule,0.25,false,0.025,128,0.8613878027208006
GradientRule,0.25,true,0.1,128,1.3814940449487711
GradientRule,0.25,false,0.017677669529663688,256,1.0247205861405615
GradientRule,0.25,true,0.1,256,1.4497920438277843
GradientRule,0.25,false,0.0125,512,1.0452540153738352
GradientRule,0.25,true,0.1,512,1.0652523601548487
GradientRule,0.25,false,0.008838834764831844,1024,1.0484752825993828
GradientRule,0.25,true,0.1,1024,1.0083902979768506
GradientRule,0.25,false,0.00625,2048,1.027316832923492
GradientRule,0.25,true,0.1,2048,0.9925197594301488
GradientRule,0.125,false,0.1,8,0.28814624443229164
GradientRule,0.125,true,0.1,8,0.35583709115718537
GradientRule,0.125,false,0.05,32,0.605822295263444
GradientRule,0.125,false,0.07071067811865475,16,0.43785721553664964
GradientRule,0.125,true,0.1,32,1.0636461123950212
GradientRule,0.125,true,0.1,16,0.6969174551193649
GradientRule,0.125,false,0.035355339059327376,64,0.8505626543036191
GradientRule,0.125,true,0.1,64,1.1695197014613101
GradientRule,0.125,false,0.025,128,0.9585136296153979
GradientRule,0.125,true,0.1,128,1.21320600481206
GradientRule,0.125,false,0.017677669529663688,256,0.9643489732833537
GradientRule,0.125,true,0.1,256,1.1390970455115854
GradientRule,0.125,false,0.0125,512,0.9852153255334087
GradientRule,0.125,true,0.1,512,1.01309871667553
GradientRule,0.125,false,0.008838834764831844,1024,1.0086306501650253
GradientRule,0.125,true,0.1,1024,0.9910471676984288
GradientRule,0.125,false,0.00625,2048,1.0001617278792432
GradientRule,0.125,true,0.1,2048,0.9985119120717898
GradientRule,0.0625,false,0.1,8,0.33539471739868126
GradientRule,0.0625,true,0.1,8,0.37978115971340015
GradientRule,0.0625,false,0.05,32,0.8065560474875861
GradientRule,0.0625,false,0.07071067811865475,16,0.6033228399087528
GradientRule,0.0625,true,0.1,32,1.0036168588256837
GradientRule,0.0625,false,0.035355339059327376,64,0.8663507426772009
GradientRule,0.0625,true,0.1,16,0.7236443949097437
GradientRule,0.0625,true,0.1,64,1.148261533285194
GradientRule,0.0625,false,0.025,128,0.9288061716019888
GradientRule,0.0625,true,0.1,128,1.1306670886960286
GradientRule,0.0625,false,0.017677669529663688,256,0.9771518397298987
GradientRule,0.0625,true,0.1,256,1.080668731690495
GradientRule,0.0625,false,0.0125,512,0.995443361983787
GradientRule,0.0625,true,0.1,512,1.021185453738999
GradientRule,0.0625,false,0.008838834764831844,1024,1.0039880153655687
GradientRule,0.0625,true,0.1,1024,0.9879040481054011
GradientRule,0.0625,false,0.00625,2048,0.9906241915669477
GradientRule,0.0625,true,0.1,2048,0.9945480224834887
GradientRule,0.03125,false,0.1,8,0.5740484926745054
GradientRule,0.03125,true,0.1,8,0.4947585590198997
GradientRule,0.03125,false,0.05,32,0.8961465939792379
GradientRule,0.03125,false,0.07071067811865475,16,0.7062386758430351
GradientRule,0.03125,true,0.1,32,0.9864766536858876
GradientRule,0.03125,false,0.035355339059327376,64,0.9409386298291799
GradientRule,0.03125,true,0.1,16,0.760398642693187
GradientRule,0.03125,true,0.1,64,1.0407556974142953
GradientRule,0.03125,false,0.025,128,0.9633929183102936
GradientRule,0.03125,true,0.1,128,0.9879499442245864
GradientRule,0.03125,false,0.017677669529663688,256,0.9629757492574343
GradientRule,0.03125,true,0.1,256,0.996261817243724
GradientRule,0.03125,false,0.0125,512,0.9627405836696484
GradientRule,0.03125,true,0.1,512,0.990264612542565
GradientRule,0.03125,false,0.008838834764831844,1024,1.0071816656569026
GradientRule,0.03125,true,0.1,1024,0.9828947933602663
GradientRule,0.03125,false,0.00625,2048,0.9903757734760484
GradientRule,0.03125,true,0.1,2048,0.9920900399840641
GradientRule,0.015625,false,0.1,8,0.5855712402735225
GradientRule,0.015625,true,0.1,8,0.7046598172748847
GradientRule,0.015625,false,0.05,32,0.833101965216771
GradientRule,0.015625,false,0.07071067811865475,16,0.850034640831348
GradientRule,0.015625,true,0.1,32,0.9120700974809661
GradientRule,0.015625,false,0.035355339059327376,64,0.9776354849428734
GradientRule,0.015625,true,0.1,16,0.9854042131827813
GradientRule,0.015625,true,0.1,64,1.0442136052209114
GradientRule,0.015625,false,0.025,128,1.0178419647451844
GradientRule,0.015625,true,0.1,128,1.0359459187135245
GradientRule,0.015625,false,0.017677669529663688,256,0.9998318220179685
GradientRule,0.015625,true,0.1,256,1.0164496434761947
GradientRule,0.015625,false,0.0125,512,1.0057197581363861
GradientRule,0.015625,true,0.1,512,0.9902765884352637
GradientRule,0.015625,false,0.008838834764831844,1024,1.0028757860292066
GradientRule,0.015625,true,0.1,1024,1.0107156993531143
GradientRule,0.015625,false,0.00625,2048,0.9905806420171678
GradientRule,0.015625,true,0.1,2048,0.9942190932474666
GradientRule,0.0078125,false,0.1,8,0.7423640937104518
GradientRule,0.0078125,true,0.1,8,0.8251456073914899
GradientRule,0.0078125,false,0.05,32,0.9160877992517398
GradientRule,0.0078125,false,0.07071067811865475,16,0.8138368284865958
GradientRule,0.0078125,true,0.1,32,0.9766429619986318
GradientRule,0.0078125,true,0.1,16,0.8459757808993111
GradientRule,0.0078125,false,0.035355339059327376,64,0.9138897136321497
GradientRule,0.0078125,true,0.1,64,1.0681561671170419
GradientRule,0.0078125,false,0.025,128,0.9675699619228936
GradientRule,0.0078125,true,0.1,128,0.9502349996708749
GradientRule,0.0078125,false,0.017677669529663688,256,0.9956100683690192
GradientRule,0.0078125,true,0.1,256,0.9633378189231712
GradientRule,0.0078125,false,0.0125,512,0.9909652705300168
GradientRule,0.0078125,true,0.1,512,1.0263157589442784
GradientRule,0.0078125,false,0.008838834764831844,1024,1.0046999855906302
GradientRule,0.0078125,true,0.1,1024,0.9874658455949326
GradientRule,0.0078125,false,0.00625,2048,0.9997198493240768
GradientRule,0.0078125,true,0.1,2048,1.0031677725120096
GradientRule,0.00390625,false,0.1,8,0.7802707747022501
GradientRule,0.00390625,true,0.1,8,0.8382661240909339
GradientRule,0.00390625,false,0.05,32,1.000756486925932
GradientRule,0.00390625,false,0.07071067811865475,16,1.0036125077068774
GradientRule,0.00390625,true,0.1,32,1.0712150591731848
GradientRule,0.00390625,false,0.035355339059327376,64,0.9742959955998033
GradientRule,0.00390625,true,0.1,16,0.8552217736075393
GradientRule,0.00390625,true,0.1,64,0.974167899211648
GradientRule,0.00390625,false,0.025,128,0.971801469735782
GradientRule,0.00390625,true,0.1,128,0.9906615237795502
GradientRule,0.00390625,false,0.017677669529663688,256,1.030536167778446
GradientRule,0.00390625,true,0.1,256,0.978774611120933
GradientRule,0.00390625,false,0.0125,512,1.0019824571510543
GradientRule,0.00390625,true,0.1,512,0.9924545308478371
GradientRule,0.00390625,false,0.008838834764831844,1024,1.006413430921253
GradientRule,0.00390625,true,0.1,1024,1.0070910458078126
GradientRule,0.00390625,false,0.00625,2048,1.0077494334398285
GradientRule,0.00390625,true,0.1,2048,0.9985633506488658
GradientRule,0.001953125,false,0.1,8,0.8613061208289045
GradientRule,0.001953125,true,0.1,8,0.796149625780521
GradientRule,0.001953125,false,0.05,32,0.9214516286891317
GradientRule,0.001953125,false,0.07071067811865475,16,0.8154307904950355
GradientRule,0.001953125,true,0.1,32,1.0455603556042665
GradientRule,0.001953125,false,0.035355339059327376,64,1.0390653343072225
GradientRule,0.001953125,true,0.1,16,1.033353051790749
GradientRule,0.001953125,true,0.1,64,0.9873011729007766
GradientRule,0.001953125,false,0.025,128,0.9923527960061247
GradientRule,0.001953125,true,0.1,128,0.9761116141735878
GradientRule,0.001953125,false,0.017677669529663688,256,0.9846113983458253
GradientRule,0.001953125,true,0.1,256,1.0089819159300137
GradientRule,0.001953125,false,0.0125,512,1.0050512639680609
GradientRule,0.001953125,true,0.1,512,0.9975587507878036
GradientRule,0.001953125,false,0.008838834764831844,1024,1.012688639029516
GradientRule,0.001953125,true,0.1,1024,1.0005747556890692
GradientRule,0.001953125,false,0.00625,2048,1.0042108411062554
GradientRule,0.001953125,true,0.1,2048,0.9971347319398044
GradientRule,1.0,false,0.1,8,0.5457717549922282
GradientRule,1.0,true,0.1,8,0.552674902005255
GradientRule,1.0,false,0.05,32,0.6456447137075784
GradientRule,1.0,false,0.07071067811865475,16,0.6077297819822522
GradientRule,1.0,true,0.1,32,1.4694190631939394
GradientRule,1.0,false,0.035355339059327376,64,0.7538145616892006
GradientRule,1.0,true,0.1,16,0.7865472980324839
GradientRule,1.0,true,0.1,64,2.2733993061387334
GradientRule,1.0,false,0.025,128,0.9478053800999028
GradientRule,1.0,true,0.1,128,2.7329566495583553
GradientRule,1.0,false,0.017677669529663688,256,1.1034840636543675
GradientRule,1.0,true,0.1,256,2.2389134118727783
GradientRule,1.0,false,0.0125,512,1.3054588651375618
GradientRule,1.0,true,0.1,512,1.8825954455786675
GradientRule,1.0,false,0.008838834764831844,1024,1.3530736976580462
GradientRule,1.0,true,0.1,1024,1.2286617866498482
GradientRule,1.0,false,0.00625,2048,1.3576111304918912
GradientRule,1.0,true,0.1,2048,1.050035097944248
GradientRule,0.5,false,0.1,8,0.3201771244792517
GradientRule,0.5,true,0.1,8,0.332565008052661
GradientRule,0.5,false,0.05,32,0.5558154016710405
GradientRule,0.5,false,0.07071067811865475,16,0.4158128387149934
GradientRule,0.5,true,0.1,32,1.3721914062194456
GradientRule,0.5,false,0.035355339059327376,64,0.6848179091566429
GradientRule,0.5,true,0.1,16,0.6499102623978353
GradientRule,0.5,true,0.1,64,1.6745384838140858
GradientRule,0.5,false,0.025,128,0.815031808957435
GradientRule,0.5,true,0.1,128,1.7776380799970628
GradientRule,0.5,false,0.017677669529663688,256,0.9961545456298752
GradientRule,0.5,true,0.1,256,1.8247260800904648
GradientRule,0.5,false,0.0125,512,1.1095313914791514
GradientRule,0.5,true,0.1,512,1.3095540483158512
GradientRule,0.5,false,0.008838834764831844,1024,1.1438203931901476
GradientRule,0.5,true,0.1,1024,1.0896453427756616
GradientRule,0.5,false,0.00625,2048,1.1194705721239888
GradientRule,0.5,true,0.1,2048,1.0131337875729018
GradientRule,0.25,false,0.1,8,0.26355209373937366
GradientRule,0.25,true,0.1,8,0.287588192119529
GradientRule,0.25,false,0.05,32,0.6015917255708173
GradientRule,0.25,false,0.07071067811865475,16,0.37292772968742455
GradientRule,0.25,true,0.1,32,1.0920569841836658
GradientRule,0.25,false,0.035355339059327376,64,0.7198271409377281
GradientRule,0.25,true,0.1,16,0.5834839325130777
GradientRule,0.25,true,0.1,64,1.4829106782050308
GradientRule,0.25,false,0.025,128,0.8588640195529239
GradientRule,0.25,true,0.1,128,1.405133301474036
GradientRule,0.25,false,0.017677669529663688,256,0.9501674417257692
GradientRule,0.25,true,0.1,256,1.3289772975840206
GradientRule,0.25,false,0.0125,512,1.0593856587908297
GradientRule,0.25,true,0.1,512,1.1353914205046434
GradientRule,0.25,false,0.008838834764831844,1024,1.0513170432505536
GradientRule,0.25,true,0.1,1024,1.0015010545713208
GradientRule,0.25,false,0.00625,2048,1.0474231740123507
GradientRule,0.25,true,0.1,2048,0.9910965435481305
GradientRule,0.125,false,0.1,8,0.3078039758679816
GradientRule,0.125,true,0.1,8,0.29651395520183377
GradientRule,0.125,false,0.05,32,0.693282547470552
GradientRule,0.125,false,0.07071067811865475,16,0.48147743309868296
GradientRule,0.125,true,0.1,32,0.9772148683860492
GradientRule,0.125,false,0.035355339059327376,64,0.8153359515556033
GradientRule,0.125,true,0.1,16,0.7068142047269624
GradientRule,0.125,true,0.1,64,1.129163440886358
GradientRule,0.125,false,0.025,128,0.9261410206084882
GradientRule,0.125,true,0.1,128,1.2445434874039085
GradientRule,0.125,false,0.017677669529663688,256,0.9448671707413148
GradientRule,0.125,true,0.1,256,1.1534968367969163
GradientRule,0.125,false,0.0125,512,0.9936412833769319
GradientRule,0.125,true,0.1,512,0.9965442724490827
GradientRule,0.125,false,0.008838834764831844,1024,0.9968207587393061
GradientRule,0.125,true,0.1,1024,0.9927206845862203
GradientRule,0.125,false,0.00625,2048,1.0022420647672567
GradientRule,0.125,true,0.1,2048,0.9946661085318572
GradientRule,0.0625,false,0.1,8,0.3743816859547822
GradientRule,0.0625,true,0.1,8,0.47964382120055227
GradientRule,0.0625,false,0.05,32,0.7171408464630881
GradientRule,0.0625,false,0.07071067811865475,16,0.5727509276193826
GradientRule,0.0625,true,0.1,32,1.0155754746197965
GradientRule,0.0625,false,0.035355339059327376,64,0.9129235895221968
GradientRule,0.0625,true,0.1,16,0.8283117011410458
GradientRule,0.0625,true,0.1,64,1.0553979959618018
GradientRule,0.0625,false,0.025,128,0.9151175907898155
GradientRule,0.0625,true,0.1,128,1.0984912010956907
GradientRule,0.0625,false,0.017677669529663688,256,0.9566746292387516
GradientRule,0.0625,true,0.1,256,1.0364483871565342
GradientRule,0.0625,false,0.0125,512,0.9906107703163166
GradientRule,0.0625,true,0.1,512,1.0035685644274228
GradientRule,0.0625,false,0.008838834764831844,1024,0.9863182842379671
GradientRule,0.0625,true,0.1,1024,1.005420547193803
GradientRule,0.0625,false,0.00625,2048,0.994227951772456
GradientRule,0.0625,true,0.1,2048,1.0019365287117588
GradientRule,0.03125,false,0.1,8,0.4983620172902181
GradientRule,0.03125,true,0.1,8,0.6521005114799726
GradientRule,0.03125,false,0.05,32,0.8430639845223119
GradientRule,0.03125,false,0.07071067811865475,16,0.7385218103911169
GradientRule,0.03125,true,0.1,32,1.0309374755440868
GradientRule,0.03125,false,0.035355339059327376,64,0.9181649782097208
GradientRule,0.03125,true,0.1,16,0.8062439467368426
GradientRule,0.03125,true,0.1,64,1.021765616297816
GradientRule,0.03125,false,0.025,128,0.973978991698338
GradientRule,0.03125,true,0.1,128,1.0326699755371467
GradientRule,0.03125,false,0.017677669529663688,256,0.9800946952776911
GradientRule,0.03125,true,0.1,256,1.0147253108468839
GradientRule,0.03125,false,0.0125,512,0.9911861255584453
GradientRule,0.03125,true,0.1,512,1.012175232434315
GradientRule,0.03125,false,0.008838834764831844,1024,1.0086539062578115
GradientRule,0.03125,true,0.1,1024,1.005310449662491
GradientRule,0.03125,false,0.00625,2048,0.9972337733913162
GradientRule,0.03125,true,0.1,2048,1.0003831584125316
GradientRule,0.015625,false,0.1,8,0.7325124056566624
GradientRule,0.015625,true,0.1,8,0.688965994062019
GradientRule,0.015625,false,0.05,32,0.8519470428633957
GradientRule,0.015625,false,0.07071067811865475,16,0.7697089273694155
GradientRule,0.015625,true,0.1,32,0.9725793988592839
GradientRule,0.015625,false,0.035355339059327376,64,0.8978027244125819
GradientRule,0.015625,true,0.1,16,0.831321732560923
GradientRule,0.015625,true,0.1,64,1.0216327888815253
GradientRule,0.015625,false,0.025,128,0.9682514598294015
GradientRule,0.015625,true,0.1,128,1.00082925059219
GradientRule,0.015625,false,0.017677669529663688,256,0.9803595818639264
GradientRule,0.015625,true,0.1,256,1.0188122544975717
GradientRule,0.015625,false,0.0125,512,1.0078245528154897
GradientRule,0.015625,true,0.1,512,0.9992667446300008
GradientRule,0.015625,false,0.008838834764831844,1024,0.9986265754142147
GradientRule,0.015625,true,0.1,1024,1.0075077545194566
GradientRule,0.015625,false,0.00625,2048,1.0060699324703584
GradientRule,0.015625,true,0.1,2048,1.0002914578881354
GradientRule,0.0078125,false,0.1,8,0.7649919311003994
GradientRule,0.0078125,true,0.1,8,0.8617262854955735
GradientRule,0.0078125,false,0.05,32,0.842097249070854
GradientRule,0.0078125,false,0.07071067811865475,16,0.9068809937368892
GradientRule,0.0078125,true,0.1,32,1.0962577695532154
GradientRule,0.0078125,false,0.035355339059327376,64,1.023815019334686
GradientRule,0.0078125,true,0.1,16,0.88463257519339
GradientRule,0.0078125,true,0.1,64,0.9625882855550921
GradientRule,0.0078125,false,0.025,128,1.017479054700992
GradientRule,0.0078125,true,0.1,128,1.009615196042448
GradientRule,0.0078125,false,0.017677669529663688,256,1.0024474565948345
GradientRule,0.0078125,true,0.1,256,1.0158432241777358
GradientRule,0.0078125,false,0.0125,512,1.002764617056
GradientRule,0.0078125,true,0.1,512,1.02396863612263
GradientRule,0.0078125,false,0.008838834764831844,1024,0.9966525274441552
GradientRule,0.0078125,true,0.1,1024,1.013997481329232
GradientRule,0.0078125,false,0.00625,2048,0.9888139484475448
GradientRule,0.0078125,true,0.1,2048,0.9957096003941499
GradientRule,0.00390625,false,0.1,8,1.0422832457183544
GradientRule,0.00390625,true,0.1,8,1.1442859715103528
GradientRule,0.00390625,false,0.05,32,0.9785236466671354
GradientRule,0.00390625,false,0.07071067811865475,16,0.8901398215586956
GradientRule,0.00390625,true,0.1,32,0.9733299037525619
GradientRule,0.00390625,false,0.035355339059327376,64,1.0101864788308277
GradientRule,0.00390625,true,0.1,16,0.9809427164279906
GradientRule,0.00390625,true,0.1,64,0.9779960046448842
GradientRule,0.00390625,false,0.025,128,1.0046940088186804
GradientRule,0.00390625,true,0.1,128,1.0017651735793673
GradientRule,0.00390625,false,0.017677669529663688,256,1.0026226660406614
GradientRule,0.00390625,true,0.1,256,0.9791570984397235
GradientRule,0.00390625,false,0.0125,512,1.004739266679591
GradientRule,0.00390625,true,0.1,512,0.9983845544632518
GradientRule,0.00390625,false,0.008838834764831844,1024,0.9982069150023976
GradientRule,0.00390625,true,0.1,1024,0.9834161170635412
GradientRule,0.00390625,false,0.00625,2048,1.0012114520590676
GradientRule,0.00390625,true,0.1,2048,1.009912978144931
GradientRule,0.001953125,false,0.1,8,0.9122492768264118
GradientRule,0.001953125,true,0.1,8,1.0002375663093372
GradientRule,0.001953125,false,0.05,32,1.0143038221592193
GradientRule,0.001953125,false,0.07071067811865475,16,1.0480141070453974
GradientRule,0.001953125,true,0.1,32,1.013326426173092
GradientRule,0.001953125,false,0.035355339059327376,64,0.9728052422943216
GradientRule,0.001953125,true,0.1,16,0.9732572643520974
GradientRule,0.001953125,true,0.1,64,0.964584389040688
GradientRule,0.001953125,false,0.025,128,0.9984935013981487
GradientRule,0.001953125,true,0.1,128,1.0174723383213373
GradientRule,0.001953125,false,0.017677669529663688,256,1.016585505753688
GradientRule,0.001953125,true,0.1,256,1.015525224674754
GradientRule,0.001953125,false,0.0125,512,0.9884281324087475
GradientRule,0.001953125,true,0.1,512,0.9979097148927509
GradientRule,0.001953125,false,0.008838834764831844,1024,1.0003726407189768
GradientRule,0.001953125,true,0.1,1024,1.0058842794463625
GradientRule,0.001953125,false,0.00625,2048,0.9967309786389725
GradientRule,0.001953125,true,0.1,2048,0.982662359195553
GradientRule,1.0,false,0.1,8,0.5568976318360267
GradientRule,1.0,true,0.1,8,0.5608743740321656
GradientRule,1.0,false,0.05,32,0.6568973569753339
GradientRule,1.0,false,0.07071067811865475,16,0.5836971869671002
GradientRule,1.0,true,0.1,32,1.4065686513749116
GradientRule,1.0,true,0.1,16,0.8240420166339257
GradientRule,1.0,false,0.035355339059327376,64,0.747573553171055
GradientRule,1.0,true,0.1,64,2.233538754378026
GradientRule,1.0,false,0.025,128,0.9430014391335302
GradientRule,1.0,true,0.1,128,2.617564210294031
GradientRule,1.0,false,0.017677669529663688,256,1.0992523653824622
GradientRule,1.0,true,0.1,256,2.113316306530802
GradientRule,1.0,false,0.0125,512,1.2891112438791887
GradientRule,1.0,true,0.1,512,1.7840974497111521
GradientRule,1.0,false,0.008838834764831844,1024,1.3754062348649279
GradientRule,1.0,true,0.1,1024,1.3195216943932229
GradientRule,1.0,false,0.00625,2048,1.387199668428583
GradientRule,1.0,true,0.1,2048,1.037747276729949
GradientRule,0.5,false,0.1,8,0.3573555026414945
GradientRule,0.5,true,0.1,8,0.34083436154812274
GradientRule,0.5,false,0.05,32,0.5633900991668086
GradientRule,0.5,true,0.1,32,1.2748361651000146
GradientRule,0.5,false,0.07071067811865475,16,0.4154663928260892
GradientRule,0.5,true,0.1,16,0.6300772359123463
GradientRule,0.5,false,0.035355339059327376,64,0.6714644794550684
GradientRule,0.5,true,0.1,64,1.9348282963525543
GradientRule,0.5,false,0.025,128,0.8164869396483609
GradientRule,0.5,true,0.1,128,1.8942432160255174
GradientRule,0.5,false,0.017677669529663688,256,1.0559896572855028
GradientRule,0.5,true,0.1,256,1.5641469445940606
GradientRule,0.5,false,0.0125,512,1.0968085533460803
GradientRule,0.5,true,0.1,512,1.352385148071662
GradientRule,0.5,false,0.008838834764831844,1024,1.1369947011828982
GradientRule,0.5,true,0.1,1024,1.0684419877632405
GradientRule,0.5,false,0.00625,2048,1.1680400103539585
GradientRule,0.5,true,0.1,2048,0.9942484990860172
GradientRule,0.25,false,0.1,8,0.27700600424676947
GradientRule,0.25,true,0.1,8,0.2670404429608718
GradientRule,0.25,false,0.05,32,0.5568635436728577
GradientRule,0.25,true,0.1,32,1.1400509257757527
GradientRule,0.25,false,0.07071067811865475,16,0.42640476743730943
GradientRule,0.25,false,0.035355339059327376,64,0.7019659074374426
GradientRule,0.25,true,0.1,16,0.5847091706629749
