filter,eta,sparse_input,beta,dim,mse
GradientRule,0.0078125,false,0.0125,512,0.9814073272049015
GradientRule,0.0078125,true,0.1,512,0.9967030349545842
GradientRule,0.0078125,false,0.008838834764831844,1024,0.9873909894911642
GradientRule,0.0078125,true,0.1,1024,1.004190212967553
GradientRule,0.0078125,false,0.00625,2048,1.003932384046224
GradientRule,0.0078125,true,0.1,2048,1.0082930336974927
GradientRule,0.00390625,false,0.1,8,0.9636893273511341
GradientRule,0.00390625,true,0.1,8,0.8589402748931008
GradientRule,0.00390625,false,0.05,32,0.9235993190450223
GradientRule,0.00390625,false,0.07071067811865475,16,0.8996245801480858
GradientRule,0.00390625,true,0.1,32,0.9819949793131058
GradientRule,0.00390625,false,0.035355339059327376,64,0.9486441033912347
GradientRule,0.00390625,true,0.1,16,1.0349353664068568
GradientRule,0.00390625,true,0.1,64,1.0389497409657888
GradientRule,0.00390625,false,0.025,128,0.9367539962201129
GradientRule,0.00390625,true,0.1,128,0.9623115914091068
GradientRule,0.00390625,false,0.017677669529663688,256,0.9752675134315689
GradientRule,0.00390625,true,0.1,256,0.994658702976841
GradientRule,0.00390625,false,0.0125,512,0.9920024295019395
GradientRule,0.00390625,true,0.1,512,1.0070519517336218
GradientRule,0.00390625,false,0.008838834764831844,1024,0.9850780880679274
GradientRule,0.00390625,true,0.1,1024,0.9943099501937929
GradientRule,0.00390625,false,0.00625,2048,1.013826482018718
GradientRule,0.00390625,true,0.1,2048,1.0089128748388294
GradientRule,0.001953125,false,0.1,8,0.8051085354750038
GradientRule,0.001953125,true,0.1,8,0.7572867315516595
GradientRule,0.001953125,false,0.05,32,0.9864760466457673
GradientRule,0.001953125,false,0.07071067811865475,16,0.9798255377062963
GradientRule,0.001953125,true,0.1,32,1.0641301839383732
GradientRule,0.001953125,false,0.035355339059327376,64,0.9889170057622081
GradientRule,0.001953125,true,0.1,16,1.0295312744207397
GradientRule,0.001953125,true,0.1,64,1.0238498823228321
GradientRule,0.001953125,false,0.025,128,1.0056760267539515
GradientRule,0.001953125,true,0.1,128,0.9825033233215466
GradientRule,0.001953125,false,0.017677669529663688,256,0.9887246567933844
GradientRule,0.001953125,true,0.1,256,1.0055419454331478
GradientRule,0.001953125,false,0.0125,512,1.0100776006258927
GradientRule,0.001953125,true,0.1,512,1.0078888147209735
GradientRule,0.001953125,false,0.008838834764831844,1024,1.0016691102292692
GradientRule,0.001953125,true,0.1,1024,0.990173878763838
GradientRule,0.001953125,false,0.00625,2048,1.00349120759483
GradientRule,0.001953125,true,0.1,2048,0.9999712572740348
GradientRule,1.0,false,0.1,8,0.580138418445468
GradientRule,1.0,true,0.1,8,0.545706757715025
GradientRule,1.0,false,0.05,32,0.6649947025018325
GradientRule,1.0,false,0.07071067811865475,16,0.5814590046449789
GradientRule,1.0,true,0.1,32,1.5669752943067832
GradientRule,1.0,false,0.035355339059327376,64,0.7752533193507237
GradientRule,1.0,true,0.1,16,0.7622144098524873
GradientRule,1.0,true,0.1,64,2.3055794360968727
GradientRule,1.0,false,0.025,128,0.9452909065056814
GradientRule,1.0,true,0.1,128,2.5133262589344625
GradientRule,1.0,false,0.017677669529663688,256,1.1162059318525956
GradientRule,1.0,true,0.1,256,2.353229103628162
GradientRule,1.0,false,0.0125,512,1.2493496432255364
GradientRule,1.0,true,0.1,512,1.8464375843713385
GradientRule,1.0,false,0.008838834764831844,1024,1.3670531221327498
GradientRule,1.0,true,0.1,1024,1.320216221114759
GradientRule,1.0,false,0.00625,2048,1.3919374552906574
GradientRule,1.0,true,0.1,2048,1.0420816290607675
GradientRule,0.5,false,0.1,8,0.36457567031876636
GradientRule,0.5,true,0.1,8,0.3477223803453443
GradientRule,0.5,false,0.05,32,0.5863118003355671
GradientRule,0.5,false,0.07071067811865475,16,0.4069345518324111
GradientRule,0.5,true,0.1,32,1.205949460654941
GradientRule,0.5,true,0.1,16,0.6385614201974374
GradientRule,0.5,false,0.035355339059327376,64,0.6672924760070713
GradientRule,0.5,true,0.1,64,1.5975042291109425
GradientRule,0.5,false,0.025,128,0.8402923229493146
GradientRule,0.5,true,0.1,128,2.0426338649014704
GradientRule,0.5,false,0.017677669529663688,256,1.0349617265134305
GradientRule,0.5,true,0.1,256,1.7462236198509946
GradientRule,0.5,false,0.0125,512,1.1136729125139726
GradientRule,0.5,true,0.1,512,1.3043268576720166
GradientRule,0.5,false,0.008838834764831844,1024,1.168377558470126
GradientRule,0.5,true,0.1,1024,1.078270126011421
GradientRule,0.5,false,0.00625,2048,1.1639894908571167
GradientRule,0.5,true,0.1,2048,1.0135950661328668
GradientRule,0.25,false,0.1,8,0.25333026580787116
GradientRule,0.25,true,0.1,8,0.3001670930672242
GradientRule,0.25,false,0.05,32,0.5025232190531965
GradientRule,0.25,false,0.07071067811865475,16,0.4147640955023661
GradientRule,0.25,true,0.1,32,1.0136266343497984
GradientRule,0.25,false,0.035355339059327376,64,0.7183679028945519
GradientRule,0.25,true,0.1,16,0.6400282024944137
GradientRule,0.25,true,0.1,64,1.3493776358994216
GradientRule,0.25,false,0.025,128,0.8911565998054629
GradientRule,0.25,true,0.1,128,1.3927437758205776
GradientRule,0.25,false,0.017677669529663688,256,0.9687352660932
GradientRule,0.25,true,0.1,256,1.3460564243158581
GradientRule,0.25,false,0.0125,512,1.0378643307778015
GradientRule,0.25,true,0.1,512,1.1464185775112612
GradientRule,0.25,false,0.008838834764831844,1024,1.0375283804936761
GradientRule,0.25,true,0.1,1024,0.9950861037356337
GradientRule,0.25,false,0.00625,2048,1.0214839772446407
GradientRule,0.25,true,0.1,2048,0.9948263963049689
GradientRule,0.125,false,0.1,8,0.29929900956561944
GradientRule,0.125,true,0.1,8,0.27822958246372215
GradientRule,0.125,false,0.05,32,0.6342175170000126
GradientRule,0.125,false,0.07071067811865475,16,0.5099751759775925
GradientRule,0.125,true,0.1,32,1.0531847737994704
GradientRule,0.125,false,0.035355339059327376,64,0.7597751195368849
GradientRule,0.125,true,0.1,16,0.7447204985562531
GradientRule,0.125,true,0.1,64,1.2841562051886937
GradientRule,0.125,false,0.025,128,0.9174525572068033
GradientRule,0.125,true,0.1,128,1.2401786580914753
GradientRule,0.125,false,0.017677669529663688,256,0.9719381604609547
GradientRule,0.125,true,0.1,256,1.1169830362672477
GradientRule,0.125,false,0.0125,512,1.0228244578275942
GradientRule,0.125,true,0.1,512,1.0541402695855984
GradientRule,0.125,false,0.008838834764831844,1024,0.9928987785123013
GradientRule,0.125,true,0.1,1024,0.9903761446447964
GradientRule,0.125,false,0.00625,2048,0.995321847168518
GradientRule,0.125,true,0.1,2048,1.0081557416232
GradientRule,0.0625,false,0.1,8,0.4779792982781766
GradientRule,0.0625,true,0.1,8,0.42419690700515467
GradientRule,0.0625,false,0.05,32,0.7191278796893118
GradientRule,0.0625,false,0.07071067811865475,16,0.5445745359488694
GradientRule,0.0625,true,0.1,32,1.0930477016830316
GradientRule,0.0625,false,0.035355339059327376,64,0.8821704756295881
GradientRule,0.0625,true,0.1,16,0.7528462814116119
GradientRule,0.0625,true,0.1,64,1.24667527048461
GradientRule,0.0625,false,0.025,128,0.894599793357957
GradientRule,0.0625,true,0.1,128,1.106462410612113
GradientRule,0.0625,false,0.017677669529663688,256,1.0055856107511596
GradientRule,0.0625,true,0.1,256,1.0510874400196202
GradientRule,0.0625,false,0.0125,512,1.001078164258074
GradientRule,0.0625,true,0.1,512,1.0070744381976011
GradientRule,0.0625,false,0.008838834764831844,1024,0.9828874812304312
GradientRule,0.0625,true,0.1,1024,0.9985327561421543
GradientRule,0.0625,false,0.00625,2048,0.9845451758370607
GradientRule,0.0625,true,0.1,2048,1.005520609659069
GradientRule,0.03125,false,0.1,8,0.6535984312690483
GradientRule,0.03125,true,0.1,8,0.4638997341614326
GradientRule,0.03125,false,0.05,32,0.8596228758843503
GradientRule,0.03125,false,0.07071067811865475,16,0.7168091515062142
GradientRule,0.03125,true,0.1,32,0.9434865697941925
GradientRule,0.03125,false,0.035355339059327376,64,0.9160203323515452
GradientRule,0.03125,true,0.1,16,0.8313460550073742
GradientRule,0.03125,true,0.1,64,0.9894755812790356
GradientRule,0.03125,false,0.025,128,1.0035251565762076
GradientRule,0.03125,true,0.1,128,1.070182145433724
GradientRule,0.03125,false,0.017677669529663688,256,0.9890402507642486
GradientRule,0.03125,true,0.1,256,0.9872577778816539
GradientRule,0.03125,false,0.0125,512,0.9774821403343054
GradientRule,0.03125,true,0.1,512,1.0187054466799284
GradientRule,0.03125,false,0.008838834764831844,1024,0.9981060831310231
GradientRule,0.03125,true,0.1,1024,1.0036297945086046
GradientRule,0.03125,false,0.00625,2048,0.9961353364901274
GradientRule,0.03125,true,0.1,2048,0.9988429639427084
GradientRule,0.015625,false,0.1,8,0.7004839278344854
GradientRule,0.015625,true,0.1,8,0.596425079320282
GradientRule,0.015625,false,0.05,32,0.9329020454470414
GradientRule,0.015625,false,0.07071067811865475,16,0.8152506520306056
GradientRule,0.015625,true,0.1,32,1.006836634111112
GradientRule,0.015625,false,0.035355339059327376,64,0.9139588503805829
GradientRule,0.015625,true,0.1,16,0.910532887133109
GradientRule,0.015625,true,0.1,64,0.9991710233388034
GradientRule,0.015625,false,0.025,128,0.947550913946849
GradientRule,0.015625,true,0.1,128,1.0285279838964252
GradientRule,0.015625,false,0.017677669529663688,256,0.9727629740661259
GradientRule,0.015625,true,0.1,256,1.0018536918479222
GradientRule,0.015625,false,0.0125,512,0.958183017471962
GradientRule,0.015625,true,0.1,512,1.0066203506854763
GradientRule,0.015625,false,0.008838834764831844,1024,0.9997933887079977
GradientRule,0.015625,true,0.1,1024,1.0186481053579992
GradientRule,0.015625,false,0.00625,2048,1.0015307737047503
GradientRule,0.015625,true,0.1,2048,0.987901395502891
GradientRule,0.0078125,false,0.1,8,0.6928519384472284
GradientRule,0.0078125,true,0.1,8,0.7747079955589418
GradientRule,0.0078125,false,0.05,32,0.9502271874421734
GradientRule,0.0078125,false,0.07071067811865475,16,0.8601413994401584
GradientRule,0.0078125,true,0.1,32,1.022731663925525
GradientRule,0.0078125,false,0.035355339059327376,64,0.936873584581228
GradientRule,0.0078125,true,0.1,16,0.8262318530752593
GradientRule,0.0078125,true,0.1,64,1.045201983158366
GradientRule,0.0078125,false,0.025,128,0.9510888805095097
GradientRule,0.0078125,true,0.1,128,1.0338242167042666
GradientRule,0.0078125,false,0.017677669529663688,256,0.9750512505963881
GradientRule,0.0078125,true,0.1,256,0.9718807742096026
GradientRule,0.0078125,false,0.0125,512,0.9959260707140041
GradientRule,0.0078125,true,0.1,512,1.017740313529764
GradientRule,0.0078125,false,0.008838834764831844,1024,0.9969681365664353
GradientRule,0.0078125,true,0.1,1024,0.994993142877738
GradientRule,0.0078125,false,0.00625,2048,1.0152358631039151
GradientRule,0.0078125,true,0.1,2048,1.0045250785405213
GradientRule,0.00390625,false,0.1,8,1.041702467756275
GradientRule,0.00390625,true,0.1,8,0.7120001541906462
GradientRule,0.00390625,false,0.07071067811865475,16,0.8084181854484804
GradientRule,0.00390625,false,0.05,32,0.9896518970211615
GradientRule,0.00390625,true,0.1,16,0.9404777326874492
GradientRule,0.00390625,false,0.035355339059327376,64,0.9822731027183075
GradientRule,0.00390625,true,0.1,32,0.9228947363906445
GradientRule,0.00390625,true,0.1,64,1.0497245267675017
GradientRule,0.00390625,false,0.025,128,0.9715071410497449
GradientRule,0.00390625,true,0.1,128,1.0349074312298894
GradientRule,0.00390625,false,0.017677669529663688,256,0.9964900692018664
GradientRule,0.00390625,true,0.1,256,0.9543067660582178
GradientRule,0.00390625,false,0.0125,512,1.0154810612988852
GradientRule,0.00390625,true,0.1,512,0.9982965797388298
GradientRule,0.00390625,false,0.008838834764831844,1024,0.9900342082766433
GradientRule,0.00390625,true,0.1,1024,1.004499375133605
GradientRule,0.00390625,false,0.00625,2048,0.9911188791863791
GradientRule,0.00390625,true,0.1,2048,1.009204765942995
GradientRule,0.001953125,false,0.1,8,0.9784938989319497
GradientRule,0.001953125,true,0.1,8,0.8179119636411298
GradientRule,0.001953125,false,0.05,32,0.9646275440384131
GradientRule,0.001953125,false,0.07071067811865475,16,1.0791896262795548
GradientRule,0.001953125,true,0.1,32,1.0161319746528454
GradientRule,0.001953125,false,0.035355339059327376,64,0.9983780157201638
GradientRule,0.001953125,true,0.1,16,0.97851625260769
GradientRule,0.001953125,true,0.1,64,1.0441399951034203
GradientRule,0.001953125,false,0.025,128,1.0349162222610924
GradientRule,0.001953125,true,0.1,128,0.997986098665273
GradientRule,0.001953125,false,0.017677669529663688,256,0.993651828066113
GradientRule,0.001953125,true,0.1,256,1.0220518599154196
GradientRule,0.001953125,false,0.0125,512,0.9832071228868698
GradientRule,0.001953125,true,0.1,512,0.988514323963474
GradientRule,0.001953125,false,0.008838834764831844,1024,1.0135790916769822
GradientRule,0.001953125,true,0.1,1024,1.0125008172974481
GradientRule,0.001953125,false,0.00625,2048,1.0059069402505776
GradientRule,0.001953125,true,0.1,2048,1.0022022081165727
GradientRule,1.0,false,0.1,8,0.5528574199307686
GradientRule,1.0,true,0.1,8,0.5176087119183317
GradientRule,1.0,false,0.05,32,0.7018928135214791
GradientRule,1.0,false,0.07071067811865475,16,0.5787081807157198
GradientRule,1.0,true,0.1,32,1.5497799556672593
GradientRule,1.0,false,0.035355339059327376,64,0.8206853156784728
GradientRule,1.0,true,0.1,16,0.8489036373147915
GradientRule,1.0,true,0.1,64,2.363099825850524
GradientRule,1.0,false,0.025,128,0.9634623373476217
GradientRule,1.0,true,0.1,128,2.511667531898641
GradientRule,1.0,false,0.017677669529663688,256,1.1197510676266573
GradientRule,1.0,true,0.1,256,2.4227232119658626
GradientRule,1.0,false,0.0125,512,1.260189618431672
GradientRule,1.0,true,0.1,512,1.7572593643313816
GradientRule,1.0,false,0.008838834764831844,1024,1.3520360384549879
GradientRule,1.0,true,0.1,1024,1.3558910691621378
GradientRule,1.0,false,0.00625,2048,1.399347001871884
GradientRule,1.0,true,0.1,2048,1.0490037505622638
GradientRule,0.5,false,0.1,8,0.3128124909228803
GradientRule,0.5,true,0.1,8,0.34158349759982903
GradientRule,0.5,false,0.05,32,0.5357600643597742
GradientRule,0.5,false,0.07071067811865475,16,0.3985065938776626
GradientRule,0.5,true,0.1,32,1.2513013655906517
GradientRule,0.5,false,0.035355339059327376,64,0.6657878259468929
GradientRule,0.5,true,0.1,16,0.6526353625995231
GradientRule,0.5,true,0.1,64,1.6390339796691327
GradientRule,0.5,false,0.025,128,0.8147232595210402
GradientRule,0.5,true,0.1,128,1.8717067439494965
GradientRule,0.5,false,0.017677669529663688,256,1.0065178240987875
GradientRule,0.5,true,0.1,256,1.6448813744000126
GradientRule,0.5,false,0.0125,512,1.1349650720115647
GradientRule,0.5,true,0.1,512,1.3828428065882676
GradientRule,0.5,false,0.008838834764831844,1024,1.157534439084348
GradientRule,0.5,true,0.1,1024,1.0850682090997985
GradientRule,0.5,false,0.00625,2048,1.1365196649086537
GradientRule,0.5,true,0.1,2048,1.0103078518172153
GradientRule,0.25,false,0.1,8,0.27582475963781244
GradientRule,0.25,true,0.1,8,0.3110958459525951
GradientRule,0.25,false,0.05,32,0.5905984900020603
GradientRule,0.25,false,0.07071067811865475,16,0.38089816146389127
GradientRule,0.25,true,0.1,32,1.1846711477888363
GradientRule,0.25,false,0.035355339059327376,64,0.7696567886610651
GradientRule,0.25,true,0.1,16,0.6673087472506957
GradientRule,0.25,true,0.1,64,1.4560944215025742
GradientRule,0.25,false,0.025,128,0.8396816428801827
GradientRule,0.25,true,0.1,128,1.5871948598719505
GradientRule,0.25,false,0.017677669529663688,256,0.9843718827319657
GradientRule,0.25,true,0.1,256,1.4439910432507388
GradientRule,0.25,false,0.0125,512,1.0454766269409532
GradientRule,0.25,true,0.1,512,1.1157443750525624
GradientRule,0.25,false,0.008838834764831844,1024,1.047407952525371
GradientRule,0.25,true,0.1,1024,1.0149051688184225
GradientRule,0.25,false,0.00625,2048,1.0417955589836105
GradientRule,0.25,true,0.1,2048,1.00280998714484
GradientRule,0.125,false,0.1,8,0.3120815080036458
GradientRule,0.125,true,0.1,8,0.30861210858449883
GradientRule,0.125,false,0.05,32,0.6966231500322971
GradientRule,0.125,false,0.07071067811865475,16,0.4068195853731241
GradientRule,0.125,true,0.1,32,1.0105830621418455
GradientRule,0.125,true,0.1,16,0.7258243087542153
GradientRule,0.125,false,0.035355339059327376,64,0.8183333061193593
GradientRule,0.125,true,0.1,64,1.231797524186292
GradientRule,0.125,false,0.025,128,0.9478207098996034
GradientRule,0.125,true,0.1,128,1.2531481181291106
GradientRule,0.125,false,0.017677669529663688,256,0.9925208675679085
GradientRule,0.125,true,0.1,256,1.1365538657827505
GradientRule,0.125,false,0.0125,512,1.0243173759386592
GradientRule,0.125,true,0.1,512,1.0208477940654062
GradientRule,0.125,false,0.008838834764831844,1024,1.0087654904739582
GradientRule,0.125,true,0.1,1024,0.9920301393278366
GradientRule,0.125,false,0.00625,2048,1.0108792127717996
GradientRule,0.125,true,0.1,2048,0.9939213990844029
GradientRule,0.0625,false,0.1,8,0.3556386875510962
GradientRule,0.0625,true,0.1,8,0.4293108313265036
GradientRule,0.0625,false,0.05,32,0.773007574965041
GradientRule,0.0625,false,0.07071067811865475,16,0.6450553449021458
GradientRule,0.0625,true,0.1,32,1.1074097341942768
GradientRule,0.0625,false,0.035355339059327376,64,0.8991779784625058
GradientRule,0.0625,true,0.1,16,0.7529447034978751
GradientRule,0.0625,true,0.1,64,1.0482569319966475
GradientRule,0.0625,false,0.025,128,0.9552669729659538
GradientRule,0.0625,true,0.1,128,1.024718145921518
GradientRule,0.0625,false,0.017677669529663688,256,0.9493793206937564
GradientRule,0.0625,true,0.1,256,1.0552220784509372
GradientRule,0.0625,false,0.0125,512,1.0108868624407048
GradientRule,0.0625,true,0.1,512,0.9946432246172193
GradientRule,0.0625,false,0.008838834764831844,1024,1.0001571702277896
GradientRule,0.0625,true,0.1,1024,1.0065919466462387
GradientRule,0.0625,false,0.00625,2048,0.9967185933960797
GradientRule,0.0625,true,0.1,2048,0.9972021859818391
GradientRule,0.03125,false,0.1,8,0.46361488644338056
GradientRule,0.03125,true,0.1,8,0.5190262577288488
GradientRule,0.03125,false,0.05,32,0.9260757072277408
GradientRule,0.03125,false,0.07071067811865475,16,0.6596096748815696
GradientRule,0.03125,true,0.1,32,1.0128586486554296
GradientRule,0.03125,false,0.035355339059327376,64,0.8985910347263214
GradientRule,0.03125,true,0.1,16,0.8627512231162459
GradientRule,0.03125,true,0.1,64,1.0604167327447622
GradientRule,0.03125,false,0.025,128,0.9889470310744662
GradientRule,0.03125,true,0.1,128,1.0001513949982315
GradientRule,0.03125,false,0.017677669529663688,256,0.9796314827489271
GradientRule,0.03125,true,0.1,256,1.0044957313046452
GradientRule,0.03125,false,0.0125,512,1.0025789715772468
GradientRule,0.03125,true,0.1,512,0.9905009357155706
GradientRule,0.03125,false,0.008838834764831844,1024,0.9953372392542522
GradientRule,0.03125,true,0.1,1024,0.9980860526415667
GradientRule,0.03125,false,0.00625,2048,0.9983928213011728
GradientRule,0.03125,true,0.1,2048,0.9990875697533189
GradientRule,0.015625,false,0.1,8,0.7000169552388075
GradientRule,0.015625,true,0.1,8,0.7094745469949371
GradientRule,0.015625,false,0.05,32,0.9307161644672798
GradientRule,0.015625,false,0.07071067811865475,16,0.8584182780124732
GradientRule,0.015625,true,0.1,32,1.0101116414214426
GradientRule,0.015625,false,0.035355339059327376,64,0.9662449295190295
GradientRule,0.015625,true,0.1,16,0.9384193804166338
GradientRule,0.015625,true,0.1,64,1.0318937112653344
GradientRule,0.015625,false,0.025,128,0.9530268834900691
GradientRule,0.015625,true,0.1,128,1.0158588102970514
GradientRule,0.015625,false,0.017677669529663688,256,0.9531190628710059
GradientRule,0.015625,true,0.1,256,1.0151646014487616
GradientRule,0.015625,false,0.0125,512,0.9885176889374685
GradientRule,0.015625,true,0.1,512,0.9832820309367765
GradientRule,0.015625,false,0.008838834764831844,1024,0.9897793308333117
GradientRule,0.015625,true,0.1,1024,0.9987662620074464
GradientRule,0.015625,false,0.00625,2048,0.9920269342929334
GradientRule,0.015625,true,0.1,2048,0.9927691065071527
GradientRule,0.0078125,false,0.1,8,0.7629649587636748
GradientRule,0.0078125,true,0.1,8,0.795436612609373
GradientRule,0.0078125,false,0.05,32,0.9459329142033757
GradientRule,0.0078125,false,0.07071067811865475,16,0.8804339883152456
GradientRule,0.0078125,true,0.1,32,0.9874672995234599
GradientRule,0.0078125,false,0.035355339059327376,64,0.9348546400328299
GradientRule,0.0078125,true,0.1,16,0.9024932909906972
GradientRule,0.0078125,true,0.1,64,1.0063370440734218
GradientRule,0.0078125,false,0.025,128,1.0036998708122813
GradientRule,0.0078125,true,0.1,128,0.9784623365313689
GradientRule,0.0078125,false,0.017677669529663688,256,0.9669078148674533
GradientRule,0.0078125,true,0.1,256,0.9603397772842667
GradientRule,0.0078125,false,0.0125,512,0.9987176912167789
GradientRule,0.0078125,true,0.1,512,1.0116509466805175
GradientRule,0.0078125,false,0.008838834764831844,1024,0.9881238021683528
GradientRule,0.0078125,true,0.1,1024,0.998852194856586
GradientRule,0.0078125,false,0.00625,2048,0.9967940478215089
GradientRule,0.0078125,true,0.1,2048,1.0021543922897809
GradientRule,0.00390625,false,0.1,8,0.837259306752388
GradientRule,0.00390625,true,0.1,8,0.9611815999120629
GradientRule,0.00390625,false,0.05,32,0.9980038787412826
GradientRule,0.00390625,false,0.07071067811865475,16,0.9707444756478271
GradientRule,0.00390625,true,0.1,32,1.0088524422296703
GradientRule,0.00390625,false,0.035355339059327376,64,0.9777745248333064
GradientRule,0.00390625,true,0.1,16,0.9142835669928894
GradientRule,0.00390625,true,0.1,64,1.0211110393285552
GradientRule,0.00390625,false,0.025,128,0.981853479476902
GradientRule,0.00390625,true,0.1,128,0.9728629276315393
GradientRule,0.00390625,false,0.017677669529663688,256,0.983257465654493
GradientRule,0.00390625,true,0.1,256,1.0027302058360155
GradientRule,0.00390625,false,0.0125,512,1.0046449790906729
GradientRule,0.00390625,true,0.1,512,0.984421503820487
GradientRule,0.00390625,false,0.008838834764831844,1024,0.9932516790743948
GradientRule,0.00390625,true,0.1,1024,0.9966838964742651
GradientRule,0.00390625,false,0.00625,2048,0.9985478957526316
GradientRule,0.00390625,true,0.1,2048,1.0008936709107517
GradientRule,0.001953125,false,0.1,8,1.0076059566458782
GradientRule,0.001953125,true,0.1,8,0.9253913079439056
GradientRule,0.001953125,false,0.05,32,1.009905812322162
GradientRule,0.001953125,false,0.07071067811865475,16,0.8815716554130689
GradientRule,0.001953125,true,0.1,32,0.9413675378755534
GradientRule,0.001953125,false,0.035355339059327376,64,0.9975606804655562
GradientRule,0.001953125,true,0.1,16,1.085788097859242
GradientRule,0.001953125,true,0.1,64,1.030517882633498
GradientRule,0.001953125,false,0.025,128,0.9747264773774079
GradientRule,0.001953125,true,0.1,128,0.9749794699132085
GradientRule,0.001953125,false,0.017677669529663688,256,0.9960300451637585
GradientRule,0.001953125,true,0.1,256,1.0139283829607317
GradientRule,0.001953125,false,0.0125,512,1.0029284441469906
GradientRule,0.001953125,true,0.1,512,0.9831305345254245
GradientRule,0.001953125,false,0.008838834764831844,1024,0.9985369959451396
GradientRule,0.001953125,true,0.1,1024,0.9898630475222298
GradientRule,0.001953125,false,0.00625,2048,1.0002414381666491
GradientRule,0.001953125,true,0.1,2048,0.9934742965609029
GradientRule,1.0,false,0.1,8,0.5530600821121863
GradientRule,1.0,true,0.1,8,0.5522680747369489
GradientRule,1.0,false,0.05,32,0.7038585762472402
GradientRule,1.0,false,0.07071067811865475,16,0.6018583158720752
GradientRule,1.0,true,0.1,32,1.4624945025046383
GradientRule,1.0,false,0.035355339059327376,64,0.7861251054172083
GradientRule,1.0,true,0.1,16,0.7914716789669062
GradientRule,1.0,true,0.1,64,2.213092959069074
GradientRule,1.0,false,0.025,128,0.9549619273274217
GradientRule,1.0,true,0.1,128,2.3587675175380767
GradientRule,1.0,false,0.017677669529663688,256,1.1311043992806074
GradientRule,1.0,true,0.1,256,2.222949849220418
GradientRule,1.0,false,0.0125,512,1.2871442289066657
GradientRule,1.0,true,0.1,512,1.8690605827312265
GradientRule,1.0,false,0.008838834764831844,1024,1.3620227729336192
GradientRule,1.0,true,0.1,1024,1.2709519538318301
GradientRule,1.0,false,0.00625,2048,1.377303755693448
GradientRule,1.0,true,0.1,2048,1.056825325842548
GradientRule,0.5,false,0.1,8,0.33267723575992664
GradientRule,0.5,true,0.1,8,0.3088338812850005
GradientRule,0.5,false,0.05,32,0.563516283827028
GradientRule,0.5,false,0.07071067811865475,16,0.40830257113112417
GradientRule,0.5,true,0.1,32,1.2128465120812337
GradientRule,0.5,false,0.035355339059327376,64,0.7299300525956531
GradientRule,0.5,true,0.1,16,0.6623581460284937
GradientRule,0.5,true,0.1,64,1.764246195778957
GradientRule,0.5,false,0.025,128,0.8672301943929714
GradientRule,0.5,true,0.1,128,1.827391736448954
GradientRule,0.5,false,0.017677669529663688,256,1.0032888695658677
GradientRule,0.5,true,0.1,256,1.72002529716249
GradientRule,0.5,false,0.0125,512,1.1332778417959197
GradientRule,0.5,true,0.1,512,1.301157878860168
GradientRule,0.5,false,0.008838834764831844,1024,1.1555484297319314
GradientRule,0.5,true,0.1,1024,1.0692335951430807
GradientRule,0.5,false,0.00625,2048,1.1416271462521772
GradientRule,0.5,true,0.1,2048,1.0012662426795071
GradientRule,0.25,false,0.1,8,0.26698201859089987
GradientRule,0.25,true,0.1,8,0.2602857241324724
GradientRule,0.25,false,0.05,32,0.5298397836728762
GradientRule,0.25,false,0.07071067811865475,16,0.3563026727786955
GradientRule,0.25,false,0.035355339059327376,64,0.7149944618800106
GradientRule,0.25,true,0.1,16,0.6536494992759025
GradientRule,0.25,true,0.1,32,1.1361106065581825
GradientRule,0.25,true,0.1,64,1.3045597417872636
GradientRule,0.25,false,0.025,128,0.8816605868114679
GradientRule,0.25,true,0.1,128,1.6051520145333291
GradientRule,0.25,false,0.017677669529663688,256,1.0190318023148954
GradientRule,0.25,true,0.1,256,1.2632099353956387
GradientRule,0.25,false,0.0125,512,1.039898672884325
GradientRule,0.25,true,0.1,512,1.1355865180352365
GradientRule,0.25,false,0.008838834764831844,1024,1.0404641848219083
GradientRule,0.25,true,0.1,1024,1.0045496598564483
GradientRule,0.25,false,0.00625,2048,1.0357584941611877
GradientRule,0.25,true,0.1,2048,1.0073755975697394
GradientRule,0.125,false,0.1,8,0.35949346872120513
GradientRule,0.125,true,0.1,8,0.28867751041691403
GradientRule,0.125,false,0.05,32,0.6030711458627579
GradientRule,0.125,false,0.07071067811865475,16,0.4546549711623941
GradientRule,0.125,true,0.1,32,1.118573363572051
GradientRule,0.125,false,0.035355339059327376,64,0.8299394280226895
GradientRule,0.125,true,0.1,16,0.6883288782372272
GradientRule,0.125,true,0.1,64,1.2144198956935517
GradientRule,0.125,false,0.025,128,0.9077820307817508
GradientRule,0.125,true,0.1,128,1.2390769025398047
GradientRule,0.125,false,0.017677669529663688,256,0.9853855028935842
GradientRule,0.125,true,0.1,256,1.2518922358908617
GradientRule,0.125,false,0.0125,512,1.0032622509576132
GradientRule,0.125,true,0.1,512,1.0371440253973556
GradientRule,0.125,false,0.008838834764831844,1024,1.0076157386114708
GradientRule,0.125,true,0.1,1024,1.020526530413804
GradientRule,0.125,false,0.00625,2048,0.9997245839444645
GradientRule,0.125,true,0.1,2048,0.9882344610805966
GradientRule,0.0625,false,0.1,8,0.3838090689616641
GradientRule,0.0625,true,0.1,8,0.4369065097197568
GradientRule,0.0625,false,0.05,32,0.7629945018814871
GradientRule,0.0625,false,0.07071067811865475,16,0.5801859431363187
GradientRule,0.0625,true,0.1,32,1.004600531490838
