filter,sparse_input,beta_scaling,beta,dim,mse
BlockSF,false,true,0.07071067811865475,16,0.35974141797108256
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.38987801092946167
FullSF,false,false,0.1,16,0.21381020359501782
DiagSF,false,true,0.035355339059327376,64,0.7804668596174353
FullSF,false,true,0.07071067811865475,16,0.30273842926919414
BlockSF,false,true,0.05,32,0.513677820920663
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.31412355315530827
FullSF,false,false,0.1,32,0.2213974248539365
DiagSF,false,true,0.025,128,0.8722510950560006
FullSF,false,true,0.05,32,0.45133509048586473
BlockSF,false,true,0.035355339059327376,64,0.6538475747811415
BlockSF,false,false,0.1,128,0.7422870299660367
DiagSF,false,true,0.017677669529663688,256,0.9492067866710976
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.3219993824269524
BlockSF,false,true,0.025,128,0.7747048143335438
FullSF,false,true,0.035355339059327376,64,0.6605563462626086
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,8.68533968142805e31
FullSF,false,false,0.1,128,0.23845400858287086
BlockSF,false,true,0.017677669529663688,256,0.9119265539888781
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7226652211504866
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8389589489082657
DiagSF,false,false,0.1,8,0.3806753315568268
DiagSF,false,false,0.1,16,0.3407036792066649
DiagSF,false,true,0.1,8,0.283068730514869
DiagSF,false,false,0.1,32,0.4103464829283165
DiagSF,false,true,0.07071067811865475,16,0.4890522304183942
BlockSF,false,false,0.1,8,0.1623634482727799
DiagSF,false,false,0.1,64,0.41697063852775673
BlockSF,false,true,0.1,8,0.18027295583588487
BlockSF,false,false,0.1,16,0.2132950974134182
DiagSF,false,true,0.05,32,0.6012402313394711
FullSF,false,false,0.1,8,0.21631122879952627
FullSF,false,true,0.1,8,0.21439383933159753
BlockSF,false,true,0.07071067811865475,16,0.3365617891835627
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.27475496376614833
FullSF,false,false,0.1,16,0.188649975673536
DiagSF,false,true,0.035355339059327376,64,0.7575709870032066
FullSF,false,true,0.07071067811865475,16,0.3661216092336471
BlockSF,false,true,0.05,32,0.49620632418311944
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3106450741298776
FullSF,false,false,0.1,32,0.22154829602767667
DiagSF,false,true,0.025,128,0.8302357916814075
FullSF,false,true,0.05,32,0.4583928732763793
BlockSF,false,true,0.035355339059327376,64,0.6637590814324301
DiagSF,false,true,0.017677669529663688,256,0.9755694841003278
BlockSF,false,false,0.1,128,0.3348522456712651
DiagSF,false,false,0.1,512,2.4521033113435642e154
FullSF,false,false,0.1,64,0.3797362558273202
FullSF,false,true,0.035355339059327376,64,0.6267167503585682
BlockSF,false,true,0.025,128,0.8245748608524746
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,4.584368838662104e53
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8819460555252769
FullSF,false,true,0.025,128,0.7726918804144645
DiagSF,false,true,0.008838834764831844,1024,1.6812823505617236e68
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,6.758366409647456e13
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8653264372891973
DiagSF,false,false,0.1,8,0.2863948787875244
DiagSF,false,false,0.1,16,0.35685444177100234
DiagSF,false,true,0.1,8,0.25911031487038827
DiagSF,false,false,0.1,32,0.35378054705989315
DiagSF,false,true,0.07071067811865475,16,0.48385252318188726
BlockSF,false,false,0.1,8,0.23178469551146194
BlockSF,false,true,0.1,8,0.1770811687029351
DiagSF,false,false,0.1,64,0.479212645260026
BlockSF,false,false,0.1,16,0.22679970548737502
DiagSF,false,true,0.05,32,0.642623895656953
FullSF,false,false,0.1,8,0.19148240177635661
FullSF,false,true,0.1,8,0.14891388752324958
BlockSF,false,true,0.07071067811865475,16,0.41575628858173375
DiagSF,false,false,0.1,128,0.5947635324373516
BlockSF,false,false,0.1,32,0.2903654197822065
FullSF,false,false,0.1,16,0.25570960964581835
DiagSF,false,true,0.035355339059327376,64,0.7828343656625436
FullSF,false,true,0.07071067811865475,16,0.31858802418223564
BlockSF,false,true,0.05,32,0.48060703642788
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.30418066853344433
FullSF,false,false,0.1,32,0.27972095667390917
DiagSF,false,true,0.025,128,0.8918445684572579
FullSF,false,true,0.05,32,0.45123325785393925
BlockSF,false,true,0.035355339059327376,64,0.6486589998521228
DiagSF,false,true,0.017677669529663688,256,0.9840299380305387
BlockSF,false,false,0.1,128,0.5384464125368915
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.24225194893515584
BlockSF,false,true,0.025,128,0.7892990423731058
FullSF,false,true,0.035355339059327376,64,0.6089170699705042
BlockSF,false,false,0.1,256,3.5425278235205436e47
DiagSF,false,true,0.0125,512,8.477372004595053e30
FullSF,false,false,0.1,128,0.2985978390947127
BlockSF,false,true,0.017677669529663688,256,0.8536761688580992
FullSF,false,true,0.025,128,0.7631181943990595
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8277596631272713
DiagSF,false,false,0.1,8,0.3312916122031676
DiagSF,false,false,0.1,16,0.32092575365878623
DiagSF,false,true,0.1,8,0.29426321001369077
DiagSF,false,false,0.1,32,0.477249372036862
DiagSF,false,true,0.07071067811865475,16,0.4150649741267683
BlockSF,false,false,0.1,8,0.16988507881135498
BlockSF,false,true,0.1,8,0.20350616841889296
DiagSF,false,false,0.1,64,0.5103311781903654
BlockSF,false,false,0.1,16,0.2369308977317449
DiagSF,false,true,0.05,32,0.6147583895686893
FullSF,false,false,0.1,8,0.1727655581244012
FullSF,false,true,0.1,8,0.17979049452744697
BlockSF,false,true,0.07071067811865475,16,0.3366010909397897
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.3030299833834734
FullSF,false,false,0.1,16,0.23675027710416746
DiagSF,false,true,0.035355339059327376,64,0.8025438272799224
FullSF,false,true,0.07071067811865475,16,0.40048130233219403
BlockSF,false,true,0.05,32,0.5340565267483741
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.25402417140441924
FullSF,false,false,0.1,32,0.21761292968330734
DiagSF,false,true,0.025,128,0.9132744367555903
FullSF,false,true,0.05,32,0.5130281715982936
BlockSF,false,true,0.035355339059327376,64,0.7028280036678454
DiagSF,false,true,0.017677669529663688,256,0.9363096483819873
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.2613238827443219
BlockSF,false,true,0.025,128,0.8213062352866192
FullSF,false,true,0.035355339059327376,64,0.6267599466733313
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,8.051401871242517e60
FullSF,false,false,0.1,128,0.3968059039364397
BlockSF,false,true,0.017677669529663688,256,0.9024622126071972
DiagSF,false,true,0.008838834764831844,1024,5.669017997737969e22
FullSF,false,true,0.025,128,0.8037747291729723
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,3.496136054141829e216
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,3.4826719965683956e279
FullSF,false,true,0.017677669529663688,256,0.8553294278364062
DiagSF,false,false,0.1,8,0.3396001202744728
DiagSF,false,false,0.1,16,0.3452811425815319
DiagSF,false,true,0.1,8,0.3140106736977243
DiagSF,false,false,0.1,32,0.4196941430260872
DiagSF,false,true,0.07071067811865475,16,0.4419332962630194
BlockSF,false,false,0.1,8,0.2116522506866987
BlockSF,false,true,0.1,8,0.1991342999135112
DiagSF,false,false,0.1,64,0.510701235684619
DiagSF,false,true,0.05,32,0.6366339924770785
BlockSF,false,false,0.1,16,0.2589075731897476
FullSF,false,false,0.1,8,0.22500831971553006
FullSF,false,true,0.1,8,0.17853177382761495
BlockSF,false,true,0.07071067811865475,16,0.3634088250619264
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.31798175962859565
FullSF,false,false,0.1,16,0.26320307259868625
DiagSF,false,true,0.035355339059327376,64,0.8045016613407276
FullSF,false,true,0.07071067811865475,16,0.3535780328042667
BlockSF,false,true,0.05,32,0.5452127630465893
DiagSF,false,false,0.1,256,1.1381162193020111e36
BlockSF,false,false,0.1,64,0.3675874546854576
FullSF,false,false,0.1,32,0.19536315411785912
DiagSF,false,true,0.025,128,0.8720470452627228
FullSF,false,true,0.05,32,0.5039308347072643
BlockSF,false,true,0.035355339059327376,64,0.660965452434088
DiagSF,false,true,0.017677669529663688,256,0.9332219333843399
BlockSF,false,false,0.1,128,4.747502821905587e6
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.29551271918305444
BlockSF,false,true,0.025,128,0.8094455199080951
FullSF,false,true,0.035355339059327376,64,0.643377321212668
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,5.285095776892939e27
FullSF,false,false,0.1,128,0.20173309702437348
BlockSF,false,true,0.017677669529663688,256,0.8725224532288682
DiagSF,false,true,0.008838834764831844,1024,6.811881698820405e34
FullSF,false,true,0.025,128,0.7612872251204065
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.858827210139327
DiagSF,false,false,0.1,8,0.221217148190692
DiagSF,false,false,0.1,16,0.34030952740412684
DiagSF,false,true,0.1,8,0.29472730083148163
DiagSF,false,false,0.1,32,0.31482612200151905
BlockSF,false,false,0.1,8,0.24135726242979919
DiagSF,false,true,0.07071067811865475,16,0.465252419632373
BlockSF,false,true,0.1,8,0.22631224599134123
DiagSF,false,false,0.1,64,0.5067789372632336
DiagSF,false,true,0.05,32,0.6296913250777126
BlockSF,false,false,0.1,16,0.2876847373344922
FullSF,false,false,0.1,8,0.20568883529208593
FullSF,false,true,0.1,8,0.2267946794559413
BlockSF,false,true,0.07071067811865475,16,0.303671744547027
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2449797589250239
DiagSF,false,true,0.035355339059327376,64,0.7948372517008019
FullSF,false,false,0.1,16,0.1864532703590697
FullSF,false,true,0.07071067811865475,16,0.2992703795211465
BlockSF,false,true,0.05,32,0.5333757004701489
DiagSF,false,false,0.1,256,8.358113836392021e143
BlockSF,false,false,0.1,64,0.36540998497169325
FullSF,false,false,0.1,32,0.2451975839855201
DiagSF,false,true,0.025,128,0.8766378338731428
FullSF,false,true,0.05,32,0.4844783334604019
BlockSF,false,true,0.035355339059327376,64,0.703364951488935
BlockSF,false,false,0.1,128,0.36280602886230373
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,4.0184060302924237e34
FullSF,false,false,0.1,64,0.2647191043426973
BlockSF,false,true,0.025,128,0.8214236329220078
FullSF,false,true,0.035355339059327376,64,0.622452601981131
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.2366781674764203e103
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8903975068779552
DiagSF,false,true,0.008838834764831844,1024,1.2284444387607314e103
FullSF,false,true,0.025,128,0.7153081588437119
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,1.7010674681745795e27
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8545623158675636
DiagSF,false,false,0.1,8,0.28033014687056085
DiagSF,false,false,0.1,16,0.29859139979089117
DiagSF,false,true,0.1,8,0.3353596624282967
DiagSF,false,false,0.1,32,0.4662902648567493
DiagSF,false,true,0.07071067811865475,16,0.43590111150109623
BlockSF,false,false,0.1,8,0.19755702463684596
BlockSF,false,true,0.1,8,0.23229985457671679
DiagSF,false,false,0.1,64,0.4352001265816831
DiagSF,false,true,0.05,32,0.5963092705136525
BlockSF,false,false,0.1,16,0.2776036591599046
FullSF,false,false,0.1,8,0.19937210129695898
FullSF,false,true,0.1,8,0.16284943352449757
BlockSF,false,true,0.07071067811865475,16,0.3022896002158835
DiagSF,false,false,0.1,128,1.9036120474516501e46
BlockSF,false,false,0.1,32,0.3055271770663412
FullSF,false,false,0.1,16,0.22675933308381815
DiagSF,false,true,0.035355339059327376,64,0.8200418109019251
FullSF,false,true,0.07071067811865475,16,0.32045933256529496
BlockSF,false,true,0.05,32,0.4822772915777908
DiagSF,false,false,0.1,256,5.832776674509996e105
BlockSF,false,false,0.1,64,0.41886929358887814
FullSF,false,false,0.1,32,0.2715632692369948
DiagSF,false,true,0.025,128,0.9023331563718767
FullSF,false,true,0.05,32,0.4591673860492668
BlockSF,false,true,0.035355339059327376,64,0.6510651555886124
DiagSF,false,true,0.017677669529663688,256,0.9512487015101948
BlockSF,false,false,0.1,128,0.3991097120312155
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.19615519285799668
BlockSF,false,true,0.025,128,0.7850214451702788
FullSF,false,true,0.035355339059327376,64,0.6164191111325397
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.2790370778592817e47
FullSF,false,false,0.1,128,0.3115892674275596
BlockSF,false,true,0.017677669529663688,256,0.900157935208611
DiagSF,false,true,0.008838834764831844,1024,1.0735684431392322e82
FullSF,false,true,0.025,128,0.7595116454355356
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,1.1525608235741812e35
FullSF,false,true,0.017677669529663688,256,0.860767715343711
DiagSF,false,false,0.1,8,0.2816327214556639
DiagSF,false,false,0.1,16,0.30300883387401994
DiagSF,false,true,0.1,8,0.2766755544072334
DiagSF,false,false,0.1,32,0.33115407286113147
DiagSF,false,true,0.07071067811865475,16,0.40577389189095253
BlockSF,false,false,0.1,8,0.24735321020534068
BlockSF,false,true,0.1,8,0.1995558219309897
DiagSF,false,false,0.1,64,0.4781206848382518
DiagSF,false,true,0.05,32,0.5876339961647259
BlockSF,false,false,0.1,16,0.19454781910805244
FullSF,false,false,0.1,8,0.22966248473066356
FullSF,false,true,0.1,8,0.21768217350423322
BlockSF,false,true,0.07071067811865475,16,0.27962355108185694
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.28657227714365413
DiagSF,false,true,0.035355339059327376,64,0.7802529383143493
FullSF,false,false,0.1,16,0.28573917720187825
FullSF,false,true,0.07071067811865475,16,0.32622405595800963
BlockSF,false,true,0.05,32,0.4779730347963282
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.29869770381587346
FullSF,false,false,0.1,32,0.21822932373733214
DiagSF,false,true,0.025,128,0.8567562138672423
FullSF,false,true,0.05,32,0.4557071959423705
BlockSF,false,true,0.035355339059327376,64,0.6609029139743102
DiagSF,false,true,0.017677669529663688,256,1.0103148194677019
BlockSF,false,false,0.1,128,0.367816266875708
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.20580292493421604
BlockSF,false,true,0.025,128,0.8219399574583817
FullSF,false,true,0.035355339059327376,64,0.619494475915586
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,5.6170837399269015e35
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8546585537391361
DiagSF,false,true,0.008838834764831844,1024,1.160710568523122e49
FullSF,false,true,0.025,128,0.8089914720225789
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,3.4038980263200656e23
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8633121043439079
DiagSF,false,false,0.1,8,0.23477840547720014
DiagSF,false,false,0.1,16,0.49319758607880243
DiagSF,false,true,0.1,8,0.32711399497329025
DiagSF,false,false,0.1,32,0.3820680517558589
DiagSF,false,true,0.07071067811865475,16,0.46937980713318855
BlockSF,false,false,0.1,8,0.2169793464378085
BlockSF,false,true,0.1,8,0.19301698735790937
DiagSF,false,false,0.1,64,0.5795190546327962
BlockSF,false,false,0.1,16,0.26141676831183286
DiagSF,false,true,0.05,32,0.6106864971986851
FullSF,false,false,0.1,8,0.18930559130288718
FullSF,false,true,0.1,8,0.15150678470521411
BlockSF,false,true,0.07071067811865475,16,0.4304668985990606
DiagSF,false,false,0.1,128,1.1388309526777234e35
DiagSF,false,true,0.035355339059327376,64,0.7521064554147383
FullSF,false,false,0.1,16,0.21158576454383377
BlockSF,false,false,0.1,32,0.2761249298364212
FullSF,false,true,0.07071067811865475,16,0.33075695720410997
BlockSF,false,true,0.05,32,0.5490082273261988
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3386838143325329
DiagSF,false,true,0.025,128,0.9012837929602405
FullSF,false,false,0.1,32,0.1731888833713588
FullSF,false,true,0.05,32,0.5905849284100188
BlockSF,false,true,0.035355339059327376,64,0.6497196598632674
BlockSF,false,false,0.1,128,0.43120778046876346
DiagSF,false,true,0.017677669529663688,256,7.770059695011768e23
DiagSF,false,false,0.1,512,1.134926707962223e43
FullSF,false,false,0.1,64,0.2421926700819862
BlockSF,false,true,0.025,128,0.7845648359097568
FullSF,false,true,0.035355339059327376,64,0.6663362688478384
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.4471950242543352e32
FullSF,false,false,0.1,128,0.3129183062529106
BlockSF,false,true,0.017677669529663688,256,0.8836024763362869
DiagSF,false,true,0.008838834764831844,1024,3.005365023116852e36
FullSF,false,true,0.025,128,0.7389702632287442
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,4610.182755287806
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8378009782598118
DiagSF,false,false,0.1,8,0.365515757648404
DiagSF,false,false,0.1,16,0.313955069521996
DiagSF,false,true,0.1,8,0.30729857505153346
DiagSF,false,false,0.1,32,0.4266896701333749
DiagSF,false,true,0.07071067811865475,16,0.3839074448263254
BlockSF,false,false,0.1,8,0.17896858020625858
BlockSF,false,true,0.1,8,0.1951805580447242
DiagSF,false,false,0.1,64,0.5390087484499735
DiagSF,false,true,0.05,32,0.6625862564084561
BlockSF,false,false,0.1,16,0.22741295560881025
FullSF,false,false,0.1,8,0.1716406313236998
FullSF,false,true,0.1,8,0.2139983467839373
BlockSF,false,true,0.07071067811865475,16,0.3678032873222686
DiagSF,false,false,0.1,128,6.75337017675015e31
BlockSF,false,false,0.1,32,0.25163181593913864
FullSF,false,false,0.1,16,0.19019656803763188
DiagSF,false,true,0.035355339059327376,64,0.7356156702833744
FullSF,false,true,0.07071067811865475,16,0.3068202170151366
BlockSF,false,true,0.05,32,0.5169209069130929
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.2224755698003422
FullSF,false,false,0.1,32,0.21819841565792938
DiagSF,false,true,0.025,128,0.8958820038306411
FullSF,false,true,0.05,32,0.5129461803647013
BlockSF,false,true,0.035355339059327376,64,0.6640608099296947
DiagSF,false,false,0.1,512,NaN
BlockSF,false,false,0.1,128,0.39382089864906894
DiagSF,false,true,0.017677669529663688,256,0.8972353692708402
FullSF,false,false,0.1,64,0.28498362310782027
BlockSF,false,true,0.025,128,0.768652467998229
FullSF,false,true,0.035355339059327376,64,0.6516997773287896
DiagSF,false,true,0.0125,512,2.9611915763202076e59
BlockSF,false,false,0.1,256,Inf
FullSF,false,false,0.1,128,0.24261215744089604
BlockSF,false,true,0.017677669529663688,256,0.8866255780817562
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7842870903420464
BlockSF,false,true,0.0125,512,Inf
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8902529047087469
DiagSF,false,false,0.1,8,0.2900222642684491
DiagSF,false,false,0.1,16,0.32699977300316246
DiagSF,false,true,0.1,8,0.2563770816783343
DiagSF,false,false,0.1,32,0.3915667391853769
DiagSF,false,true,0.07071067811865475,16,0.42088620225879053
BlockSF,false,false,0.1,8,0.19203240799409269
BlockSF,false,true,0.1,8,0.15874187970840606
DiagSF,false,false,0.1,64,0.46142363657194824
DiagSF,false,true,0.05,32,0.7041732561765265
BlockSF,false,false,0.1,16,0.27850806707894804
FullSF,false,false,0.1,8,0.1763679369668466
FullSF,false,true,0.1,8,0.18512370996072994
BlockSF,false,true,0.07071067811865475,16,0.4333355350793272
DiagSF,false,false,0.1,128,1.909649750266204e209
BlockSF,false,false,0.1,32,0.3174353613756088
FullSF,false,false,0.1,16,0.31399061517694393
DiagSF,false,true,0.035355339059327376,64,0.7886447731948071
FullSF,false,true,0.07071067811865475,16,0.36029025831857187
BlockSF,false,true,0.05,32,0.5187509375072556
BlockSF,false,false,0.1,64,0.5027130022858372
DiagSF,false,false,0.1,256,Inf
FullSF,false,false,0.1,32,0.26146465593199275
DiagSF,false,true,0.025,128,0.8796489419508616
FullSF,false,true,0.05,32,0.4458138362817443
BlockSF,false,true,0.035355339059327376,64,0.6186763576052189
BlockSF,false,false,0.1,128,0.3927685311258018
DiagSF,false,true,0.017677669529663688,256,0.9620920981408645
DiagSF,false,false,0.1,512,1.4423741288616095e82
FullSF,false,false,0.1,64,0.20659830081365246
BlockSF,false,true,0.025,128,0.8061661229926675
FullSF,false,true,0.035355339059327376,64,0.6050587169747973
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.149257498890622e102
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.885899691502553
FullSF,false,true,0.025,128,0.7436053904826971
DiagSF,false,true,0.008838834764831844,1024,5.226337593820498e34
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,2.1677074922765583e22
FullSF,false,true,0.017677669529663688,256,0.874097967929374
DiagSF,false,false,0.1,8,0.27954891539521987
DiagSF,false,false,0.1,16,0.40567554055027655
DiagSF,false,true,0.1,8,0.3320833016789761
DiagSF,false,false,0.1,32,0.3892395665528523
DiagSF,false,true,0.07071067811865475,16,0.47481944138661375
BlockSF,false,false,0.1,8,0.21335393712797668
BlockSF,false,true,0.1,8,0.20170660423896752
DiagSF,false,false,0.1,64,0.6125456709432524
DiagSF,false,true,0.05,32,0.6076780141274103
BlockSF,false,false,0.1,16,0.24700419903341814
FullSF,false,false,0.1,8,0.1899309191973353
FullSF,false,true,0.1,8,0.2530900261982091
BlockSF,false,true,0.07071067811865475,16,0.30872992598620025
DiagSF,false,false,0.1,128,2.3025997590510442e115
BlockSF,false,false,0.1,32,0.27245985853640864
FullSF,false,false,0.1,16,0.25313243923644063
DiagSF,false,true,0.035355339059327376,64,0.7700561285222088
FullSF,false,true,0.07071067811865475,16,0.26503211480836747
BlockSF,false,true,0.05,32,0.49141978795645563
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3007322848383033
FullSF,false,false,0.1,32,0.2400822285055629
DiagSF,false,true,0.025,128,0.8498182129582924
FullSF,false,true,0.05,32,0.48710530783380435
BlockSF,false,true,0.035355339059327376,64,0.671270820841656
BlockSF,false,false,0.1,128,NaN
DiagSF,false,true,0.017677669529663688,256,473526.6578857606
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.22629867423962258
BlockSF,false,true,0.025,128,0.8195899895261729
FullSF,false,true,0.035355339059327376,64,0.5930817871273164
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.2203112453377068e132
FullSF,false,false,0.1,128,0.26554414028686085
BlockSF,false,true,0.017677669529663688,256,0.8854910631160985
DiagSF,false,true,0.008838834764831844,1024,2.2397334016800987e40
FullSF,false,true,0.025,128,0.7395156884738089
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,6.20686090201476e121
BlockSF,false,true,0.008838834764831844,1024,Inf
FullSF,false,true,0.017677669529663688,256,0.8155424152552039
DiagSF,false,false,0.1,8,0.2551433111977098
DiagSF,false,false,0.1,16,0.38561701955806915
DiagSF,false,true,0.1,8,0.27053156140194323
DiagSF,false,false,0.1,32,0.44620229284071533
DiagSF,false,true,0.07071067811865475,16,0.39665405102446466
BlockSF,false,false,0.1,8,0.19516770334120295
BlockSF,false,true,0.1,8,0.16962861408322763
DiagSF,false,false,0.1,64,0.4434585423462657
DiagSF,false,true,0.05,32,0.6146576191855803
BlockSF,false,false,0.1,16,0.20695664081266632
FullSF,false,false,0.1,8,0.24275151977634427
FullSF,false,true,0.1,8,0.16319436586281733
BlockSF,false,true,0.07071067811865475,16,0.342206991591297
DiagSF,false,false,0.1,128,0.6328119094252925
BlockSF,false,false,0.1,32,0.36565026636894926
DiagSF,false,true,0.035355339059327376,64,0.7857914646458953
FullSF,false,false,0.1,16,0.23525488535858652
FullSF,false,true,0.07071067811865475,16,0.29263812474505296
BlockSF,false,true,0.05,32,0.5525307150352914
DiagSF,false,false,0.1,256,Inf
BlockSF,false,false,0.1,64,0.1841342866342775
FullSF,false,false,0.1,32,0.3749045436201938
DiagSF,false,true,0.025,128,0.907006244680702
FullSF,false,true,0.05,32,0.484684354948031
BlockSF,false,true,0.035355339059327376,64,0.6321898665803163
DiagSF,false,false,0.1,512,NaN
BlockSF,false,false,0.1,128,0.37847918216844234
DiagSF,false,true,0.017677669529663688,256,0.9527728843902502
FullSF,false,false,0.1,64,0.34601790367050506
BlockSF,false,true,0.025,128,0.7761542447265771
FullSF,false,true,0.035355339059327376,64,0.6418058692736917
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,1.917221713100405e37
BlockSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,128,0.32089761941693
BlockSF,false,true,0.017677669529663688,256,0.8874691687284514
BlockSF,false,false,0.1,512,NaN
DiagSF,false,true,0.008838834764831844,1024,1.6289030700660872e69
FullSF,false,true,0.025,128,0.7414955166068754
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8614331875919828
DiagSF,false,false,0.1,8,0.31641500923188587
DiagSF,false,false,0.1,16,0.33572122075667615
DiagSF,false,true,0.1,8,0.24748079862525738
DiagSF,false,false,0.1,32,0.40928316561607464
DiagSF,false,true,0.07071067811865475,16,0.48094145590955634
BlockSF,false,false,0.1,8,0.18075883673465182
BlockSF,false,true,0.1,8,0.18903529306064068
DiagSF,false,false,0.1,64,0.4714138687411244
DiagSF,false,true,0.05,32,0.6614945986021742
BlockSF,false,false,0.1,16,0.21813434809579735
