filter,sparse_input,beta_scaling,beta,dim,mse
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.358779829495627
BlockSF,false,true,0.025,128,0.8435972828543103
FullSF,false,true,0.035355339059327376,64,0.6347275078091449
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,128,0.3413029634685535
BlockSF,false,true,0.017677669529663688,256,0.8843746534482891
DiagSF,false,true,0.008838834764831844,1024,Inf
FullSF,false,true,0.025,128,0.7293224355663097
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8849100936246024
DiagSF,false,false,0.1,8,0.3119869467409085
DiagSF,false,false,0.1,16,0.29635906458621253
DiagSF,false,true,0.1,8,0.3350697004791489
DiagSF,false,false,0.1,32,0.4305545436124291
DiagSF,false,true,0.07071067811865475,16,0.47623855582548885
BlockSF,false,false,0.1,8,0.23161567887063553
BlockSF,false,true,0.1,8,0.1807838733011163
DiagSF,false,false,0.1,64,0.491177835893478
DiagSF,false,true,0.05,32,0.6639247871736716
BlockSF,false,false,0.1,16,0.19900893278398415
FullSF,false,false,0.1,8,0.2067208671545176
FullSF,false,true,0.1,8,0.18422617648709425
BlockSF,false,true,0.07071067811865475,16,0.39826379302825055
DiagSF,false,false,0.1,128,5.549225314929536e22
BlockSF,false,false,0.1,32,0.3103228981924197
FullSF,false,false,0.1,16,0.21227185926844272
DiagSF,false,true,0.035355339059327376,64,0.7954041796438426
FullSF,false,true,0.07071067811865475,16,0.2995228700968887
BlockSF,false,true,0.05,32,0.4934784830062677
BlockSF,false,false,0.1,64,0.2636402380678713
DiagSF,false,false,0.1,256,6.485406133018618e160
FullSF,false,false,0.1,32,0.343049098547418
DiagSF,false,true,0.025,128,0.9085883122524305
FullSF,false,true,0.05,32,0.4157623140074301
BlockSF,false,true,0.035355339059327376,64,0.6766601316081163
DiagSF,false,true,0.017677669529663688,256,0.946369386231176
BlockSF,false,false,0.1,128,0.4747684125996297
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.22859719624779656
BlockSF,false,true,0.025,128,0.7809371342260817
FullSF,false,true,0.035355339059327376,64,0.6265398804295076
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8873433370125423
DiagSF,false,true,0.008838834764831844,1024,2.3482121199681455e143
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.6868953842112018
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,1.3772744032947127e114
FullSF,false,true,0.017677669529663688,256,0.862670229713186
DiagSF,false,false,0.1,8,0.3147953676921457
DiagSF,false,false,0.1,16,0.31473098948664313
DiagSF,false,true,0.1,8,0.28793453415837383
DiagSF,false,false,0.1,32,0.3597148869145716
DiagSF,false,true,0.07071067811865475,16,0.4693669932808004
BlockSF,false,false,0.1,8,0.20790447342320414
BlockSF,false,true,0.1,8,0.18502625773225512
DiagSF,false,false,0.1,64,0.5348122476053566
DiagSF,false,true,0.05,32,0.644896179590089
BlockSF,false,false,0.1,16,0.2665285196471858
FullSF,false,false,0.1,8,0.21234731375344948
FullSF,false,true,0.1,8,0.18736105272594025
BlockSF,false,true,0.07071067811865475,16,0.3909161713473172
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.28141165253070927
FullSF,false,false,0.1,16,0.2709267807159147
DiagSF,false,true,0.035355339059327376,64,0.7771445510073463
FullSF,false,true,0.07071067811865475,16,0.3969854360542081
BlockSF,false,true,0.05,32,0.5110397627821869
DiagSF,false,false,0.1,256,6.360904076972717e19
BlockSF,false,false,0.1,64,0.20124395496596803
FullSF,false,false,0.1,32,0.22818020334934547
DiagSF,false,true,0.025,128,0.916143671063302
FullSF,false,true,0.05,32,0.5026080626294167
BlockSF,false,true,0.035355339059327376,64,0.7086683020982452
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,1.3242392086751864e150
DiagSF,false,true,0.017677669529663688,256,0.9423566098918882
FullSF,false,false,0.1,64,0.36001034291579254
BlockSF,false,true,0.025,128,0.7772946870444797
FullSF,false,true,0.035355339059327376,64,0.6269260540844696
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,Inf
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8784828096684728
FullSF,false,true,0.025,128,0.7618265261797047
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8628398573230845
DiagSF,false,false,0.1,8,0.30894238745483726
DiagSF,false,false,0.1,16,0.3213449354322419
DiagSF,false,true,0.1,8,0.2912510481279887
DiagSF,false,false,0.1,32,0.4108619976366371
DiagSF,false,true,0.07071067811865475,16,0.3911754236519949
BlockSF,false,false,0.1,8,0.24298222101738184
BlockSF,false,true,0.1,8,0.2126375948755848
DiagSF,false,false,0.1,64,0.519218239750184
DiagSF,false,true,0.05,32,0.5729183375584896
BlockSF,false,false,0.1,16,0.25918745081210975
FullSF,false,false,0.1,8,0.17194315413238498
FullSF,false,true,0.1,8,0.21393114675761118
BlockSF,false,true,0.07071067811865475,16,0.37919625766622717
DiagSF,false,false,0.1,128,Inf
BlockSF,false,false,0.1,32,0.34066960637319804
FullSF,false,false,0.1,16,0.22688081947659433
DiagSF,false,true,0.035355339059327376,64,0.8432273330488987
FullSF,false,true,0.07071067811865475,16,0.3014510391029609
BlockSF,false,true,0.05,32,0.5601470228684278
DiagSF,false,false,0.1,256,2.073694661987603e131
BlockSF,false,false,0.1,64,0.2977491105429843
FullSF,false,false,0.1,32,0.2563785171681278
DiagSF,false,true,0.025,128,0.8821853936601481
FullSF,false,true,0.05,32,0.5276486220009321
BlockSF,false,true,0.035355339059327376,64,0.6366782584693709
DiagSF,false,true,0.017677669529663688,256,0.9389075406270513
BlockSF,false,false,0.1,128,0.39021302707528027
DiagSF,false,false,0.1,512,Inf
FullSF,false,false,0.1,64,0.24879769338537988
BlockSF,false,true,0.025,128,0.7731614986222692
FullSF,false,true,0.035355339059327376,64,0.6615985179096081
BlockSF,false,false,0.1,256,1.917594000860004e272
DiagSF,false,true,0.0125,512,Inf
FullSF,false,false,0.1,128,0.26439138470377194
BlockSF,false,true,0.017677669529663688,256,0.8724377629486889
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7622215940365108
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8014442453894542
DiagSF,false,false,0.1,8,0.2657200328501613
DiagSF,false,false,0.1,16,0.3435806214724504
DiagSF,false,true,0.1,8,0.26891857567785177
DiagSF,false,false,0.1,32,0.3515106895744149
DiagSF,false,true,0.07071067811865475,16,0.4484073230430325
BlockSF,false,false,0.1,8,0.19783270734315905
BlockSF,false,true,0.1,8,0.1991770007650155
DiagSF,false,false,0.1,64,0.5224402660489419
DiagSF,false,true,0.05,32,0.5805897367993657
BlockSF,false,false,0.1,16,0.20289054133989542
FullSF,false,false,0.1,8,0.21688170336029977
FullSF,false,true,0.1,8,0.20942773457907096
BlockSF,false,true,0.07071067811865475,16,0.3029496675672539
DiagSF,false,false,0.1,128,1.8921257710676194e215
BlockSF,false,false,0.1,32,0.23548303117924707
FullSF,false,false,0.1,16,0.19480575608641615
DiagSF,false,true,0.035355339059327376,64,0.7817822070846903
FullSF,false,true,0.07071067811865475,16,0.2932722546346251
BlockSF,false,true,0.05,32,0.5063939199308023
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.30639942369499296
FullSF,false,false,0.1,32,0.17602730920662402
DiagSF,false,true,0.025,128,0.9075544246090267
FullSF,false,true,0.05,32,0.44656153218430994
BlockSF,false,true,0.035355339059327376,64,0.6891412093482798
DiagSF,false,true,0.017677669529663688,256,0.9127913829723084
BlockSF,false,false,0.1,128,0.357013476697384
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.19034175544657655
BlockSF,false,true,0.025,128,0.8090982444893267
FullSF,false,true,0.035355339059327376,64,0.6312484217983348
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.8195162342591507e29
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.876594824335965
DiagSF,false,true,0.008838834764831844,1024,2.5806215210125727e91
FullSF,false,true,0.025,128,0.7132519469466089
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8680722681692317
DiagSF,false,false,0.1,8,0.2902950682833571
DiagSF,false,false,0.1,16,0.3512222050190288
DiagSF,false,true,0.1,8,0.2999231764211285
DiagSF,false,false,0.1,32,0.4510963342838595
DiagSF,false,true,0.07071067811865475,16,0.4689815268203744
BlockSF,false,false,0.1,8,0.1849793316540208
BlockSF,false,true,0.1,8,0.19052330655300354
DiagSF,false,false,0.1,64,0.4953324877632646
DiagSF,false,true,0.05,32,0.6762654745334397
BlockSF,false,false,0.1,16,0.22592394884712574
FullSF,false,false,0.1,8,0.12836167515877644
FullSF,false,true,0.1,8,0.18145786537266514
BlockSF,false,true,0.07071067811865475,16,0.3548574552453437
DiagSF,false,false,0.1,128,1.3091675696812785e152
BlockSF,false,false,0.1,32,0.3546159230546677
FullSF,false,false,0.1,16,0.20396824518976742
DiagSF,false,true,0.035355339059327376,64,0.8095605113287784
FullSF,false,true,0.07071067811865475,16,0.35784854545353056
BlockSF,false,true,0.05,32,0.5416900037417246
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3203907709137169
FullSF,false,false,0.1,32,0.32218249050017805
DiagSF,false,true,0.025,128,0.9199583537948891
FullSF,false,true,0.05,32,0.44934820399138137
BlockSF,false,true,0.035355339059327376,64,0.6515787227860015
BlockSF,false,false,0.1,128,0.4004825536504458
DiagSF,false,true,0.017677669529663688,256,0.9429090320859331
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.34987505899380084
BlockSF,false,true,0.025,128,0.7468445441946898
FullSF,false,true,0.035355339059327376,64,0.6673588525555131
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,5.248610206088477e38
FullSF,false,false,0.1,128,0.33940080931251315
BlockSF,false,true,0.017677669529663688,256,0.8735183520058406
FullSF,false,true,0.025,128,0.7294934004830772
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8636926881154476
DiagSF,false,false,0.1,8,0.26940418158046636
DiagSF,false,false,0.1,16,0.3730739404064524
DiagSF,false,true,0.1,8,0.291005402000744
DiagSF,false,false,0.1,32,0.35579797992268664
DiagSF,false,true,0.07071067811865475,16,0.43966771452294917
BlockSF,false,false,0.1,8,0.19492717259204864
BlockSF,false,true,0.1,8,0.15807264042449892
DiagSF,false,false,0.1,64,0.48182904840582685
DiagSF,false,true,0.05,32,0.6307549306605015
BlockSF,false,false,0.1,16,0.22129097492763158
FullSF,false,false,0.1,8,0.18679107302027234
FullSF,false,true,0.1,8,0.1822695911486473
BlockSF,false,true,0.07071067811865475,16,0.3799520244612175
DiagSF,false,false,0.1,128,8.65178931221857e113
BlockSF,false,false,0.1,32,0.21303410746829488
DiagSF,false,true,0.035355339059327376,64,0.7976775224537831
FullSF,false,false,0.1,16,0.22229462793440977
FullSF,false,true,0.07071067811865475,16,0.3315832081696019
BlockSF,false,true,0.05,32,0.5197975054814261
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.28399222707686456
FullSF,false,false,0.1,32,0.20384191732664045
DiagSF,false,true,0.025,128,0.888479949404225
FullSF,false,true,0.05,32,0.5077415847557899
BlockSF,false,true,0.035355339059327376,64,0.6532796179460797
BlockSF,false,false,0.1,128,0.37584263091871556
DiagSF,false,true,0.017677669529663688,256,6.097386874879865e38
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.23584309794741423
BlockSF,false,true,0.025,128,0.7950256913975252
FullSF,false,true,0.035355339059327376,64,0.6170339144999466
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.5559231964360692e78
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8780570106668679
DiagSF,false,true,0.008838834764831844,1024,1.437141369216158e28
FullSF,false,true,0.025,128,0.7716378604856023
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,5.13294822649517e25
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.857251606251665
DiagSF,false,false,0.1,8,0.2827873118998347
DiagSF,false,false,0.1,16,0.3784654776345406
DiagSF,false,true,0.1,8,0.32380160909189426
DiagSF,false,false,0.1,32,0.44389501436417333
DiagSF,false,true,0.07071067811865475,16,0.4981570662571939
BlockSF,false,false,0.1,8,0.284270201326299
BlockSF,false,true,0.1,8,0.20742281134302037
DiagSF,false,false,0.1,64,0.48871317070893244
DiagSF,false,true,0.05,32,0.6109366227920228
BlockSF,false,false,0.1,16,0.21950652229477938
FullSF,false,false,0.1,8,0.18454222253592092
FullSF,false,true,0.1,8,0.18350396079128278
BlockSF,false,true,0.07071067811865475,16,0.33767146336634657
DiagSF,false,false,0.1,128,0.6183972525661283
BlockSF,false,false,0.1,32,0.22649145196860646
FullSF,false,false,0.1,16,0.19062249609810514
DiagSF,false,true,0.035355339059327376,64,0.7961977296783606
FullSF,false,true,0.07071067811865475,16,0.30849125149174056
BlockSF,false,true,0.05,32,0.5462122658134249
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3002268769759613
FullSF,false,false,0.1,32,0.2718456400439694
DiagSF,false,true,0.025,128,0.897318786120398
FullSF,false,true,0.05,32,0.5160936266572149
BlockSF,false,true,0.035355339059327376,64,0.6315851188878286
DiagSF,false,true,0.017677669529663688,256,8.878092480514569e11
BlockSF,false,false,0.1,128,0.4759608751802982
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.31944981810124595
BlockSF,false,true,0.025,128,0.8059632476132809
FullSF,false,true,0.035355339059327376,64,0.6139629775149757
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,5.188871923823524e35
FullSF,false,false,0.1,128,0.29236708239591824
BlockSF,false,true,0.017677669529663688,256,0.8802232975457924
FullSF,false,true,0.025,128,0.6986757399045055
BlockSF,false,false,0.1,512,6.881904243411381e49
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8228371774123634
DiagSF,false,false,0.1,8,0.2888906329160283
DiagSF,false,false,0.1,16,0.395012791555556
DiagSF,false,true,0.1,8,0.32393692917528044
DiagSF,false,false,0.1,32,0.4428750721816801
DiagSF,false,true,0.07071067811865475,16,0.4632507337211792
BlockSF,false,false,0.1,8,0.1701814684227503
BlockSF,false,true,0.1,8,0.16967760903504786
DiagSF,false,false,0.1,64,0.487229461800443
DiagSF,false,true,0.05,32,0.6481965533875154
BlockSF,false,false,0.1,16,0.22209461754359824
FullSF,false,false,0.1,8,0.18620670750464285
FullSF,false,true,0.1,8,0.17461715952899973
BlockSF,false,true,0.07071067811865475,16,0.34791832628631875
DiagSF,false,false,0.1,128,1.833037571477657e36
BlockSF,false,false,0.1,32,0.27758319915398755
DiagSF,false,true,0.035355339059327376,64,0.8017766152287162
FullSF,false,false,0.1,16,0.1669798903706903
FullSF,false,true,0.07071067811865475,16,0.297533239975685
BlockSF,false,true,0.05,32,0.558735656046081
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.30118057702284057
FullSF,false,false,0.1,32,0.23576643843220757
DiagSF,false,true,0.025,128,0.9245137230482787
FullSF,false,true,0.05,32,0.48039928492558354
BlockSF,false,true,0.035355339059327376,64,0.6589972951964741
DiagSF,false,true,0.017677669529663688,256,0.9322876405626621
BlockSF,false,false,0.1,128,0.43248842765854184
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.377738528368227
BlockSF,false,true,0.025,128,0.8135221153654725
FullSF,false,true,0.035355339059327376,64,0.6730054272967438
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,6.047689029611592e88
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8931441574317538
DiagSF,false,true,0.008838834764831844,1024,3.293419748043186e27
FullSF,false,true,0.025,128,0.7857119192919982
BlockSF,false,false,0.1,512,1.5942865724952868e71
BlockSF,false,true,0.0125,512,5.693029985598187e72
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8706236026351645
DiagSF,false,false,0.1,8,0.3508177451343923
DiagSF,false,false,0.1,16,0.3190995665672453
DiagSF,false,true,0.1,8,0.3114697439001478
DiagSF,false,false,0.1,32,0.38693745405301133
DiagSF,false,true,0.07071067811865475,16,0.41632844247192313
BlockSF,false,false,0.1,8,0.17665587724472032
BlockSF,false,true,0.1,8,0.20990144613368997
DiagSF,false,false,0.1,64,0.5506429627220231
DiagSF,false,true,0.05,32,0.6327851864572426
BlockSF,false,false,0.1,16,0.3054448149231256
FullSF,false,false,0.1,8,0.17690264769806624
FullSF,false,true,0.1,8,0.16567452432463722
BlockSF,false,true,0.07071067811865475,16,0.40466034231911613
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2791573136211584
FullSF,false,false,0.1,16,0.1721181096083453
DiagSF,false,true,0.035355339059327376,64,0.7869625184657963
FullSF,false,true,0.07071067811865475,16,0.3225195687038523
BlockSF,false,true,0.05,32,0.5461960223006445
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3259350596802632
FullSF,false,false,0.1,32,0.23910495223516606
DiagSF,false,true,0.025,128,0.8943879802993083
FullSF,false,true,0.05,32,0.5069160641515684
BlockSF,false,true,0.035355339059327376,64,0.696030870655311
DiagSF,false,true,0.017677669529663688,256,1.5553705866602844e63
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.3019584884883917
BlockSF,false,true,0.025,128,0.7799007022993009
FullSF,false,true,0.035355339059327376,64,0.6009748311268235
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.304548323216093e63
FullSF,false,false,0.1,128,0.2369855493484066
BlockSF,false,true,0.017677669529663688,256,0.8933986741984844
DiagSF,false,true,0.008838834764831844,1024,1.2644113808270722e152
FullSF,false,true,0.025,128,0.7034842918318122
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,0.9134620262804564
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8623144972499761
DiagSF,false,false,0.1,8,0.27569093433124187
DiagSF,false,false,0.1,16,0.29944141164777993
DiagSF,false,true,0.1,8,0.29552627138876203
DiagSF,false,false,0.1,32,0.4155781921818954
DiagSF,false,true,0.07071067811865475,16,0.4506179867185288
BlockSF,false,false,0.1,8,0.18815180234860568
BlockSF,false,true,0.1,8,0.2264096353435803
DiagSF,false,false,0.1,64,0.5605063977004365
BlockSF,false,false,0.1,16,0.24611195664326593
DiagSF,false,true,0.05,32,0.6550447344965299
FullSF,false,false,0.1,8,0.18676984964213494
FullSF,false,true,0.1,8,0.17038196236126518
BlockSF,false,true,0.07071067811865475,16,0.29768383810327465
BlockSF,false,false,0.1,32,0.22254310649076323
DiagSF,false,false,0.1,128,1.0925062209969038e26
FullSF,false,false,0.1,16,0.2670739572531575
DiagSF,false,true,0.035355339059327376,64,0.7587736466883817
FullSF,false,true,0.07071067811865475,16,0.30636250770129514
BlockSF,false,true,0.05,32,0.4920918893031869
DiagSF,false,false,0.1,256,1.0096684342694748e172
BlockSF,false,false,0.1,64,0.33848502755164117
FullSF,false,false,0.1,32,0.19843885193282082
DiagSF,false,true,0.025,128,0.8926519901348636
FullSF,false,true,0.05,32,0.4175035845016604
BlockSF,false,true,0.035355339059327376,64,0.710250907917236
DiagSF,false,true,0.017677669529663688,256,0.9528894529583504
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.1887547715411591
BlockSF,false,true,0.025,128,0.7813835473630086
FullSF,false,true,0.035355339059327376,64,0.6294453140492472
DiagSF,false,false,0.1,1024,Inf
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,6.69946965247487e33
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8936719210098998
DiagSF,false,true,0.008838834764831844,1024,9.61935562452449e46
FullSF,false,true,0.025,128,0.7524129454496225
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,2.698447930100851e110
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,1.3652320874103973e189
FullSF,false,true,0.017677669529663688,256,0.8906507497828424
DiagSF,false,false,0.1,8,0.32486164979450194
DiagSF,false,false,0.1,16,0.319130862627468
DiagSF,false,true,0.1,8,0.27544008809121767
DiagSF,false,false,0.1,32,0.468211498190031
DiagSF,false,true,0.07071067811865475,16,0.44426052554237005
BlockSF,false,false,0.1,8,0.16970485503620353
BlockSF,false,true,0.1,8,0.21421058772665627
DiagSF,false,false,0.1,64,0.6489878237448499
BlockSF,false,false,0.1,16,0.27872881560220114
DiagSF,false,true,0.05,32,0.6434018124157139
FullSF,false,false,0.1,8,0.22056873293625381
FullSF,false,true,0.1,8,0.18704382591199173
BlockSF,false,true,0.07071067811865475,16,0.30735441353417026
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2692810021764442
FullSF,false,false,0.1,16,0.2670344649620723
DiagSF,false,true,0.035355339059327376,64,0.7616590174162271
FullSF,false,true,0.07071067811865475,16,0.3554938586695816
BlockSF,false,true,0.05,32,0.46791695577388037
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.2098839960710895
FullSF,false,false,0.1,32,0.25516225874898324
DiagSF,false,true,0.025,128,0.9352962025661209
FullSF,false,true,0.05,32,0.5175743503339642
BlockSF,false,true,0.035355339059327376,64,0.7326355423694391
DiagSF,false,true,0.017677669529663688,256,1.398490020765722e209
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,7.280783584544445e88
FullSF,false,false,0.1,64,0.3098422794702641
BlockSF,false,true,0.025,128,0.7905729316208769
FullSF,false,true,0.035355339059327376,64,0.6427254645797733
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,1.634958192072673e64
DiagSF,false,true,0.0125,512,2.0889637521839263e215
FullSF,false,false,0.1,128,0.248005344680793
BlockSF,false,true,0.017677669529663688,256,0.8986543837122885
DiagSF,false,true,0.008838834764831844,1024,4.665847294004324e162
FullSF,false,true,0.025,128,0.7271176814812524
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,1.3818899936832074e16
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8457807249252287
DiagSF,false,false,0.1,8,0.29023604792698604
DiagSF,false,false,0.1,16,0.3056677395469984
DiagSF,false,true,0.1,8,0.2844798413548804
DiagSF,false,false,0.1,32,0.37841145930590486
DiagSF,false,true,0.07071067811865475,16,0.420934025123694
BlockSF,false,false,0.1,8,0.19882284648754758
BlockSF,false,true,0.1,8,0.2039841202045421
DiagSF,false,false,0.1,64,0.5296166375352992
DiagSF,false,true,0.05,32,0.6091459406328699
BlockSF,false,false,0.1,16,0.23949404861108928
FullSF,false,false,0.1,8,0.2021572971122496
FullSF,false,true,0.1,8,0.23955749225767892
BlockSF,false,true,0.07071067811865475,16,0.3635825806385993
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2457613042915872
FullSF,false,false,0.1,16,0.25523309826735785
DiagSF,false,true,0.035355339059327376,64,0.7728371918263297
FullSF,false,true,0.07071067811865475,16,0.3253119716733529
BlockSF,false,true,0.05,32,0.5787895774285713
DiagSF,false,false,0.1,256,3.0287772172115125e95
BlockSF,false,false,0.1,64,0.33519445156754035
FullSF,false,false,0.1,32,0.2085956981425243
DiagSF,false,true,0.025,128,0.8807106213149177
FullSF,false,true,0.05,32,0.4686036968399507
BlockSF,false,true,0.035355339059327376,64,0.6481463939344512
DiagSF,false,true,0.017677669529663688,256,0.9545481134060304
BlockSF,false,false,0.1,128,0.27501467241111593
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.27549724545225457
BlockSF,false,true,0.025,128,0.7975514950425058
FullSF,false,true,0.035355339059327376,64,0.6272097927237562
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.4175884809198554e50
FullSF,false,false,0.1,128,0.20969392554494293
BlockSF,false,true,0.017677669529663688,256,0.8718017296723539
DiagSF,false,true,0.008838834764831844,1024,8.424530055939441e22
FullSF,false,true,0.025,128,0.7429521166052424
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,1.1137057575701856e50
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8863216526585518
DiagSF,false,false,0.1,8,0.36900641638046955
DiagSF,false,false,0.1,16,0.2762866157066441
DiagSF,false,true,0.1,8,0.29858881926100467
DiagSF,false,false,0.1,32,0.4798421108764301
DiagSF,false,true,0.07071067811865475,16,0.4191680364246383
BlockSF,false,false,0.1,8,0.2191156161367118
BlockSF,false,true,0.1,8,0.1664595144427862
DiagSF,false,false,0.1,64,0.4906413437582204
DiagSF,false,true,0.05,32,0.5890904762624495
BlockSF,false,false,0.1,16,0.24088366042029535
FullSF,false,false,0.1,8,0.20513164934570358
FullSF,false,true,0.1,8,0.18841246342301218
BlockSF,false,true,0.07071067811865475,16,0.44618098815020707
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.21213884068534508
FullSF,false,false,0.1,16,0.18334627936905618
DiagSF,false,true,0.035355339059327376,64,0.7925981220241375
FullSF,false,true,0.07071067811865475,16,0.3111892688457916
BlockSF,false,true,0.05,32,0.49708035167273745
DiagSF,false,false,0.1,256,1.2597754300229917e88
BlockSF,false,false,0.1,64,0.3789485112606554
FullSF,false,false,0.1,32,0.19298327470300258
DiagSF,false,true,0.025,128,0.9024817238877142
FullSF,false,true,0.05,32,0.4587913538232503
BlockSF,false,true,0.035355339059327376,64,0.6767204320071589
DiagSF,false,false,0.1,512,6.163651207437178e74
DiagSF,false,true,0.017677669529663688,256,0.9365050972535756
BlockSF,false,false,0.1,128,0.3078492054540542
FullSF,false,false,0.1,64,0.25309204307626254
BlockSF,false,true,0.025,128,0.7886039745156638
FullSF,false,true,0.035355339059327376,64,0.5767929277268659
