filter,sparse_input,beta,dim,mse
BlockSF,false,0.05,32,0.46745631934161164
BlockSF,false,0.07071067811865475,16,0.34240309294022075
BlockSF,true,0.1,16,0.3964367982084347
BlockSF,true,0.1,32,0.5476748383280294
BlockSF,false,0.035355339059327376,64,0.5907349747600135
BlockSF,true,0.1,64,0.712771184133265
BlockSF,false,0.025,128,0.7126718925158184
BlockSF,true,0.1,128,0.8355278273587398
BlockSF,false,0.017677669529663688,256,0.7977340237312133
BlockSF,true,0.1,256,0.9023626651141183
BlockSF,false,0.0125,512,0.8834365152308081
BlockSF,true,0.1,512,0.9236144352491966
BlockSF,false,0.008838834764831844,1024,0.9622095637560283
BlockSF,true,0.1,1024,0.9606707982765312
BlockSF,false,0.00625,2048,0.9519063320968203
BlockSF,true,0.1,2048,0.9793181937385781
FullSF,false,0.1,8,0.24890903483725552
FullSF,true,0.1,8,0.21706307585994336
FullSF,false,0.07071067811865475,16,0.3552056715842069
FullSF,false,0.05,32,0.3930603048898451
FullSF,true,0.1,16,0.37475185939441374
FullSF,true,0.1,32,0.5307741245738042
FullSF,false,0.035355339059327376,64,0.5950813328739052
FullSF,true,0.1,64,0.6773107275719259
FullSF,false,0.025,128,0.6699275926735657
FullSF,true,0.1,128,0.815667209431913
FullSF,false,0.017677669529663688,256,0.8093335146366833
FullSF,true,0.1,256,0.8947576709335064
FullSF,false,0.0125,512,0.8764704023923199
FullSF,true,0.1,512,0.9085827469776493
FullSF,false,0.008838834764831844,1024,0.9243539298147742
DiagSF,false,0.1,8,0.26069970985673063
DiagSF,true,0.1,8,0.2849224894033685
DiagSF,false,0.05,32,0.5056024969184567
DiagSF,false,0.07071067811865475,16,0.34072975107837294
DiagSF,true,0.1,32,0.5624381860699148
DiagSF,false,0.035355339059327376,64,0.614414162019669
DiagSF,true,0.1,16,0.3681010171207267
DiagSF,true,0.1,64,0.8183112829173439
DiagSF,false,0.025,128,0.6972673960808703
DiagSF,true,0.1,128,0.9339098263051834
DiagSF,false,0.017677669529663688,256,0.8164054524067346
DiagSF,true,0.1,256,0.8802077626277237
DiagSF,false,0.0125,512,0.8653211817465486
DiagSF,true,0.1,512,0.9106979253058028
DiagSF,false,0.008838834764831844,1024,0.9319320898358264
DiagSF,true,0.1,1024,0.9600934725106158
DiagSF,false,0.00625,2048,0.9615276537508948
DiagSF,true,0.1,2048,0.9895766049278605
BlockSF,false,0.1,8,0.23611127369921794
BlockSF,true,0.1,8,0.2293113611974099
BlockSF,false,0.05,32,0.44356456810269584
BlockSF,false,0.07071067811865475,16,0.36577756737696476
BlockSF,true,0.1,16,0.3515921337525159
BlockSF,true,0.1,32,0.5217985164792076
BlockSF,false,0.035355339059327376,64,0.6304552909926149
BlockSF,true,0.1,64,0.6887541203837426
BlockSF,false,0.025,128,0.7105844078923688
BlockSF,true,0.1,128,0.8251641263212282
BlockSF,false,0.017677669529663688,256,0.7980702126772428
BlockSF,true,0.1,256,0.8969487778994059
BlockSF,false,0.0125,512,0.8795193843756393
BlockSF,true,0.1,512,0.918839991774339
BlockSF,false,0.008838834764831844,1024,0.9229754070391517
BlockSF,true,0.1,1024,0.9777059468614107
BlockSF,false,0.00625,2048,0.9630879323058296
BlockSF,true,0.1,2048,0.991653443440236
FullSF,false,0.1,8,0.23466873415092876
FullSF,true,0.1,8,0.25052736789170865
FullSF,false,0.07071067811865475,16,0.339507992195048
FullSF,false,0.05,32,0.4469317452539402
FullSF,true,0.1,16,0.3937023252261652
FullSF,true,0.1,32,0.5491387683417369
FullSF,false,0.035355339059327376,64,0.5540813007655199
FullSF,true,0.1,64,0.697467380665865
FullSF,false,0.025,128,0.6905927841983688
FullSF,true,0.1,128,0.838860916981731
FullSF,false,0.017677669529663688,256,0.7819062199275766
FullSF,true,0.1,256,0.8713038435122531
FullSF,false,0.0125,512,0.8808904912369719
FullSF,true,0.1,512,0.9223595727017947
FullSF,false,0.008838834764831844,1024,0.9292235286918251
DiagSF,false,0.1,8,0.2581634286240468
DiagSF,true,0.1,8,0.26895803932366663
DiagSF,false,0.05,32,0.46736736587914257
DiagSF,false,0.07071067811865475,16,0.3402048346633146
DiagSF,true,0.1,32,0.5733318237703657
DiagSF,false,0.035355339059327376,64,0.5772904923926587
DiagSF,true,0.1,16,0.3795691864998459
DiagSF,true,0.1,64,0.7558330176473518
DiagSF,false,0.025,128,0.7057576750064459
DiagSF,true,0.1,128,0.8788021523327623
DiagSF,false,0.017677669529663688,256,0.8098829492989893
DiagSF,true,0.1,256,0.8879979958830382
DiagSF,false,0.0125,512,0.8634813698929459
DiagSF,true,0.1,512,0.9091880763929939
DiagSF,false,0.008838834764831844,1024,0.9321994829442136
DiagSF,true,0.1,1024,0.9645444672674945
DiagSF,false,0.00625,2048,0.9547441838413548
DiagSF,true,0.1,2048,0.9762108362924325
BlockSF,false,0.1,8,0.22911568727176093
BlockSF,true,0.1,8,0.24205825770827114
BlockSF,false,0.05,32,0.4394070503386048
BlockSF,false,0.07071067811865475,16,0.3768498614861586
BlockSF,true,0.1,16,0.3732787157937769
BlockSF,true,0.1,32,0.5223545761999288
BlockSF,false,0.035355339059327376,64,0.5798466947606643
BlockSF,true,0.1,64,0.7133376983111787
BlockSF,false,0.025,128,0.7033729608005271
BlockSF,true,0.1,128,0.8670496766654889
BlockSF,false,0.017677669529663688,256,0.8133181827435664
BlockSF,true,0.1,256,0.8639692044372852
BlockSF,false,0.0125,512,0.8877251360697522
BlockSF,true,0.1,512,0.9126833776626295
BlockSF,false,0.008838834764831844,1024,0.9299353851856027
BlockSF,true,0.1,1024,0.9586869229113067
BlockSF,false,0.00625,2048,0.9557172258030939
BlockSF,true,0.1,2048,0.9923383967208608
FullSF,false,0.1,8,0.2410290586528736
FullSF,true,0.1,8,0.2382203944455869
FullSF,false,0.07071067811865475,16,0.3160331049649517
FullSF,false,0.05,32,0.4690676623781306
FullSF,true,0.1,16,0.3850057345006166
FullSF,true,0.1,32,0.5169028561539595
FullSF,false,0.035355339059327376,64,0.5369495587181298
FullSF,true,0.1,64,0.704201828698812
FullSF,false,0.025,128,0.6736813803670669
FullSF,true,0.1,128,0.791820481342879
FullSF,false,0.017677669529663688,256,0.801205412856223
FullSF,true,0.1,256,0.8807912960900521
FullSF,false,0.0125,512,0.856772118943155
FullSF,true,0.1,512,0.8998707067202624
FullSF,false,0.008838834764831844,1024,0.9280510186669151
DiagSF,false,0.1,8,0.2595226241869366
DiagSF,true,0.1,8,0.26598991252916404
DiagSF,false,0.05,32,0.46132662624362214
DiagSF,true,0.1,32,0.55367475576702
DiagSF,false,0.07071067811865475,16,0.33675704942206364
DiagSF,false,0.035355339059327376,64,0.584922156112867
DiagSF,true,0.1,16,0.36403380128456586
DiagSF,true,0.1,64,0.8348931194348014
DiagSF,false,0.025,128,0.6840920406441618
DiagSF,true,0.1,128,0.926521564135275
DiagSF,false,0.017677669529663688,256,0.7736986297013799
DiagSF,true,0.1,256,0.9076994277190807
DiagSF,false,0.0125,512,0.8713687206256068
DiagSF,true,0.1,512,0.9263877606573394
DiagSF,false,0.008838834764831844,1024,0.933892547738384
DiagSF,true,0.1,1024,0.9443691638438955
DiagSF,false,0.00625,2048,0.9681460727337718
DiagSF,true,0.1,2048,0.9857861550891264
BlockSF,false,0.1,8,0.23404159294857052
BlockSF,true,0.1,8,0.22869486910240705
BlockSF,false,0.05,32,0.4517308556258754
BlockSF,false,0.07071067811865475,16,0.3605555060389968
BlockSF,true,0.1,16,0.3494195254843288
BlockSF,true,0.1,32,0.5444643772217219
BlockSF,false,0.035355339059327376,64,0.5981590427458754
BlockSF,true,0.1,64,0.7021545139439179
BlockSF,false,0.025,128,0.6967064780867299
BlockSF,true,0.1,128,0.8965845873069868
BlockSF,false,0.017677669529663688,256,0.7878685135492665
BlockSF,true,0.1,256,0.882715485500485
BlockSF,false,0.0125,512,0.8827776317549895
BlockSF,true,0.1,512,0.9135623876423802
BlockSF,false,0.008838834764831844,1024,0.9232655545244387
BlockSF,true,0.1,1024,0.9751170989667265
BlockSF,false,0.00625,2048,0.9548561850753912
BlockSF,true,0.1,2048,0.9786915360547063
FullSF,false,0.1,8,0.2621085798998617
FullSF,true,0.1,8,0.22996844342598535
FullSF,false,0.05,32,0.44564145724800686
FullSF,false,0.07071067811865475,16,0.3432936122852714
FullSF,true,0.1,16,0.3626066290075545
FullSF,true,0.1,32,0.5505348306838174
FullSF,false,0.035355339059327376,64,0.5633825354323203
FullSF,true,0.1,64,0.6759472327469151
FullSF,false,0.025,128,0.6827604937381365
FullSF,true,0.1,128,0.8337484405432167
FullSF,false,0.017677669529663688,256,0.7580902501423327
FullSF,true,0.1,256,0.8721294539690293
FullSF,false,0.0125,512,0.8879649923047245
FullSF,true,0.1,512,0.9302389865719911
FullSF,false,0.008838834764831844,1024,0.9152627413965752
DiagSF,false,0.1,8,0.23998248748604717
DiagSF,true,0.1,8,0.2898070436300529
DiagSF,false,0.05,32,0.47100035994586387
DiagSF,false,0.07071067811865475,16,0.3660144246473281
DiagSF,true,0.1,32,0.5469926682272558
DiagSF,false,0.035355339059327376,64,0.5706086140882132
DiagSF,true,0.1,16,0.4017429261451698
DiagSF,true,0.1,64,0.7869759076861528
DiagSF,false,0.025,128,0.7159811148606195
DiagSF,true,0.1,128,0.9348841034092036
DiagSF,false,0.017677669529663688,256,0.8078531368588624
DiagSF,true,0.1,256,0.8985130647483173
DiagSF,false,0.0125,512,0.8686449383929039
DiagSF,true,0.1,512,0.9082415426254264
DiagSF,false,0.008838834764831844,1024,0.935095696408816
DiagSF,true,0.1,1024,0.9588335610515877
DiagSF,false,0.00625,2048,0.96040307381778
DiagSF,true,0.1,2048,0.9819068412997501
BlockSF,false,0.1,8,0.2575108607738341
BlockSF,true,0.1,8,0.23697302389332622
BlockSF,false,0.05,32,0.4377010942570278
BlockSF,false,0.07071067811865475,16,0.34819711761464517
BlockSF,true,0.1,16,0.356076049216234
BlockSF,true,0.1,32,0.502608626766563
BlockSF,false,0.035355339059327376,64,0.5751299027900906
BlockSF,true,0.1,64,0.7326185813473038
BlockSF,false,0.025,128,0.7078803177113359
BlockSF,true,0.1,128,0.8573919072444897
BlockSF,false,0.017677669529663688,256,0.8184268805949755
BlockSF,true,0.1,256,0.8832649144280336
BlockSF,false,0.0125,512,0.8821915766805618
BlockSF,true,0.1,512,0.9256926896654223
BlockSF,false,0.008838834764831844,1024,0.9372296435806828
BlockSF,true,0.1,1024,0.9654795452171857
BlockSF,false,0.00625,2048,0.9632773792244116
BlockSF,true,0.1,2048,0.9825327409974276
FullSF,false,0.1,8,0.22895991878518407
FullSF,true,0.1,8,0.24632968590701854
FullSF,false,0.07071067811865475,16,0.3250487933166136
FullSF,false,0.05,32,0.478641145100621
FullSF,true,0.1,16,0.36147203381120996
FullSF,true,0.1,32,0.5343533648037418
FullSF,false,0.035355339059327376,64,0.5669919767308502
FullSF,true,0.1,64,0.6705319598495467
FullSF,false,0.025,128,0.6524619073666915
FullSF,true,0.1,128,0.8202578307264585
FullSF,false,0.017677669529663688,256,0.8023812359760855
FullSF,true,0.1,256,0.8992688657643106
FullSF,false,0.0125,512,0.8830948090985516
FullSF,true,0.1,512,0.9323784986836502
FullSF,false,0.008838834764831844,1024,0.9366516378664865
DiagSF,false,0.1,8,0.27734284701871403
DiagSF,true,0.1,8,0.24694969724197416
DiagSF,false,0.05,32,0.4861561325795449
DiagSF,false,0.07071067811865475,16,0.3522543076063581
DiagSF,true,0.1,32,0.5815996448953009
DiagSF,false,0.035355339059327376,64,0.5779602341663875
DiagSF,true,0.1,16,0.38658340259320195
DiagSF,true,0.1,64,0.7748159805748943
DiagSF,false,0.025,128,0.6862678425654188
DiagSF,true,0.1,128,0.9719634860646734
DiagSF,false,0.017677669529663688,256,0.7816216884374962
DiagSF,true,0.1,256,0.8950120307239902
DiagSF,false,0.0125,512,0.8624016968356514
DiagSF,true,0.1,512,0.9103023421021516
DiagSF,false,0.008838834764831844,1024,0.9198571400667824
DiagSF,true,0.1,1024,0.9650692471297939
DiagSF,false,0.00625,2048,0.9580258732845448
DiagSF,true,0.1,2048,0.9931238649152402
BlockSF,false,0.1,8,0.24531327364329084
BlockSF,true,0.1,8,0.23084408451389227
BlockSF,false,0.05,32,0.4688107407101235
BlockSF,false,0.07071067811865475,16,0.4158764153521371
BlockSF,true,0.1,16,0.3824870945892113
BlockSF,true,0.1,32,0.5591903818480592
BlockSF,false,0.035355339059327376,64,0.5660838701718781
BlockSF,true,0.1,64,0.7327690684728727
BlockSF,false,0.025,128,0.6840994642500041
BlockSF,true,0.1,128,0.8181063229733154
BlockSF,false,0.017677669529663688,256,0.8009725121024875
BlockSF,true,0.1,256,0.8895374737082103
BlockSF,false,0.0125,512,0.8803175256921073
BlockSF,true,0.1,512,0.9035957051462796
BlockSF,false,0.008838834764831844,1024,0.9318361431672821
BlockSF,true,0.1,1024,0.9796843000537091
BlockSF,false,0.00625,2048,0.9667237120858664
BlockSF,true,0.1,2048,0.9790350302645076
FullSF,false,0.1,8,0.23940319065008472
FullSF,true,0.1,8,0.23418651005409125
FullSF,false,0.07071067811865475,16,0.3449000423996929
FullSF,false,0.05,32,0.42629730311322617
FullSF,true,0.1,16,0.37938917642102316
FullSF,true,0.1,32,0.5569126810907336
FullSF,false,0.035355339059327376,64,0.5563101533093422
FullSF,true,0.1,64,0.6861119681423559
FullSF,false,0.025,128,0.7071611065843271
FullSF,true,0.1,128,0.8450409669460207
FullSF,false,0.017677669529663688,256,0.7807237617264079
FullSF,true,0.1,256,0.8673849883277409
FullSF,false,0.0125,512,0.8617582862956278
FullSF,true,0.1,512,0.9212842203948387
FullSF,false,0.008838834764831844,1024,0.9171255180925356
DiagSF,false,0.1,8,0.25366619369732074
DiagSF,true,0.1,8,0.2576649303306481
DiagSF,false,0.05,32,0.48577480227331127
DiagSF,true,0.1,32,0.5914007144136237
DiagSF,false,0.07071067811865475,16,0.3816828559720719
DiagSF,false,0.035355339059327376,64,0.561672026654476
DiagSF,true,0.1,16,0.3985233097340875
DiagSF,true,0.1,64,0.8198417415783776
DiagSF,false,0.025,128,0.6818504044011012
DiagSF,true,0.1,128,0.9303411834812761
DiagSF,false,0.017677669529663688,256,0.7894745768208902
DiagSF,true,0.1,256,0.9187184786152619
DiagSF,false,0.0125,512,0.8906142669209681
DiagSF,true,0.1,512,0.9338404751844069
DiagSF,false,0.008838834764831844,1024,0.9262893409086422
DiagSF,true,0.1,1024,0.9597682120860122
DiagSF,false,0.00625,2048,0.9632393484250493
DiagSF,true,0.1,2048,0.9928170884157318
BlockSF,false,0.1,8,0.27458853031945196
BlockSF,true,0.1,8,0.23158220262227153
BlockSF,false,0.05,32,0.46777982377148425
BlockSF,false,0.07071067811865475,16,0.33884577107218194
BlockSF,true,0.1,16,0.35393702919314435
BlockSF,true,0.1,32,0.5585479122148516
BlockSF,false,0.035355339059327376,64,0.5982985816763193
BlockSF,true,0.1,64,0.7213031431910796
BlockSF,false,0.025,128,0.7358480265809172
BlockSF,true,0.1,128,0.8079476131280622
BlockSF,false,0.017677669529663688,256,0.7990675939604376
BlockSF,true,0.1,256,0.9378004917278538
BlockSF,false,0.0125,512,0.8708126611353832
BlockSF,true,0.1,512,0.9208837844317384
BlockSF,false,0.008838834764831844,1024,0.9335388111279267
BlockSF,true,0.1,1024,0.9558735345335483
BlockSF,false,0.00625,2048,0.9672781897410242
BlockSF,true,0.1,2048,0.9899990811972873
FullSF,false,0.1,8,0.22648771812388876
FullSF,true,0.1,8,0.25088949494110685
FullSF,false,0.05,32,0.4433451002434646
FullSF,false,0.07071067811865475,16,0.35897569450053723
FullSF,true,0.1,16,0.358206785864703
FullSF,true,0.1,32,0.5276728343918454
FullSF,false,0.035355339059327376,64,0.5454743562293665
FullSF,true,0.1,64,0.6967988792113617
FullSF,false,0.025,128,0.6719001570293002
FullSF,true,0.1,128,0.8880427946364451
FullSF,false,0.017677669529663688,256,0.7877393771015613
FullSF,true,0.1,256,0.875668858433602
FullSF,false,0.0125,512,0.8843207291375399
FullSF,true,0.1,512,0.9285617753442935
FullSF,false,0.008838834764831844,1024,0.9216100975334993
DiagSF,false,0.008838834764831844,1024,0.9337985647554773
DiagSF,true,0.1,1024,0.9780119943019048
DiagSF,false,0.00625,2048,0.9682748764836524
DiagSF,true,0.1,2048,0.9846252093120327
BlockSF,false,0.008838834764831844,1024,0.9224915073804569
BlockSF,true,0.1,1024,0.9712713049985952
BlockSF,false,0.00625,2048,0.9708171707342631
BlockSF,true,0.1,2048,0.9780457263364507
FullSF,false,0.008838834764831844,1024,0.9162011777202818
FullSF,true,0.1,1024,0.975063485409431
FullSF,false,0.00625,2048,0.9535810550992261
DiagSF,false,0.008838834764831844,1024,0.9297937934704072
DiagSF,true,0.1,1024,0.9576602968499914
DiagSF,false,0.00625,2048,0.9671121254079866
DiagSF,true,0.1,2048,0.9858351870754705
BlockSF,false,0.008838834764831844,1024,0.9319350780029545
BlockSF,true,0.1,1024,0.9591211746614416
BlockSF,false,0.00625,2048,0.9609420111502751
BlockSF,true,0.1,2048,0.9914977262396647
FullSF,false,0.008838834764831844,1024,0.9329296067097492
FullSF,true,0.1,1024,0.9495378189294991
FullSF,false,0.00625,2048,0.9624635239865592
DiagSF,false,0.008838834764831844,1024,0.9373136986731747
DiagSF,true,0.1,1024,0.9599656942662409
DiagSF,false,0.00625,2048,0.9652825249825975
DiagSF,true,0.1,2048,0.9901230144124173
BlockSF,false,0.008838834764831844,1024,0.9344625889468009
BlockSF,true,0.1,1024,0.9553274481824491
BlockSF,false,0.00625,2048,0.9553708777720916
BlockSF,true,0.1,2048,0.9767205085929012
FullSF,false,0.008838834764831844,1024,0.9193978715136587
FullSF,true,0.1,1024,0.9819328761408166
FullSF,false,0.00625,2048,0.9670051823776867
DiagSF,false,0.008838834764831844,1024,0.9358544553924181
DiagSF,true,0.1,1024,0.9806917919703944
DiagSF,false,0.00625,2048,0.9814330577188408
DiagSF,true,0.1,2048,0.983958086680351
BlockSF,false,0.008838834764831844,1024,0.9384040912662546
BlockSF,true,0.1,1024,0.9592805268577578
BlockSF,false,0.00625,2048,0.9605737157321474
BlockSF,true,0.1,2048,0.9966075783902624
FullSF,false,0.008838834764831844,1024,0.9341135980849837
FullSF,true,0.1,1024,0.9628104596653819
FullSF,false,0.00625,2048,0.967108579398162
DiagSF,false,0.008838834764831844,1024,0.9403465781799054
DiagSF,true,0.1,1024,0.9641844205657915
DiagSF,false,0.00625,2048,0.9645465725195094
DiagSF,true,0.1,2048,0.9877595345170208
BlockSF,false,0.008838834764831844,1024,0.9305293998240071
BlockSF,true,0.1,1024,0.964045078609221
BlockSF,false,0.00625,2048,0.967284755315912
BlockSF,true,0.1,2048,0.9833879747784054
FullSF,false,0.008838834764831844,1024,0.9153632444546028
FullSF,true,0.1,1024,0.9669994014626448
FullSF,false,0.00625,2048,0.9557427512419518
DiagSF,false,0.008838834764831844,1024,0.9168097996885927
DiagSF,true,0.1,1024,0.9609303733143758
DiagSF,false,0.00625,2048,0.9696167175388979
DiagSF,true,0.1,2048,0.9887342764514316
BlockSF,false,0.008838834764831844,1024,0.9232204068720696
BlockSF,true,0.1,1024,0.9802505540999017
BlockSF,false,0.00625,2048,0.9626292238721333
BlockSF,true,0.1,2048,0.994430274495173
FullSF,false,0.008838834764831844,1024,0.922991735933365
FullSF,true,0.1,1024,0.9669225180170942
FullSF,false,0.00625,2048,0.9611629323614909
DiagSF,false,0.008838834764831844,1024,0.9309100912068173
DiagSF,true,0.1,1024,0.9674171544483686
DiagSF,false,0.00625,2048,0.9647598291329869
DiagSF,true,0.1,2048,0.9934468809331444
BlockSF,false,0.008838834764831844,1024,0.9244598551604775
BlockSF,true,0.1,1024,0.9551335644171847
BlockSF,false,0.00625,2048,0.9617843761860992
BlockSF,true,0.1,2048,0.9831698233268208
FullSF,false,0.008838834764831844,1024,0.9333320511811171
FullSF,true,0.1,1024,0.9837643113331997
FullSF,false,0.00625,2048,0.9594312633188651
DiagSF,false,0.008838834764831844,1024,0.9122944680144838
DiagSF,true,0.1,1024,0.9708301609261392
DiagSF,false,0.00625,2048,0.9759800047543999
DiagSF,true,0.1,2048,0.9889287832316742
BlockSF,false,0.008838834764831844,1024,0.9161183607078554
BlockSF,true,0.1,1024,0.9629528913605945
BlockSF,false,0.00625,2048,0.9544556568838402
BlockSF,true,0.1,2048,0.9815973813821083
FullSF,false,0.008838834764831844,1024,0.9300631640278468
FullSF,true,0.1,1024,0.9535307694762689
FullSF,false,0.00625,2048,0.9667681728143218
DiagSF,false,0.008838834764831844,1024,0.9295067460085129
DiagSF,true,0.1,1024,0.9515951136437671
DiagSF,false,0.00625,2048,0.9590238029737567
DiagSF,true,0.1,2048,1.0063916750860202
BlockSF,false,0.008838834764831844,1024,0.9289749847776105
BlockSF,true,0.1,1024,0.9579782689121459
BlockSF,false,0.00625,2048,0.9570028304844221
BlockSF,true,0.1,2048,0.9843743056222263
FullSF,false,0.008838834764831844,1024,0.9241686290500251
FullSF,true,0.1,1024,0.9557678183076773
FullSF,false,0.00625,2048,0.956892807819665
DiagSF,false,0.008838834764831844,1024,0.9256419764372161
DiagSF,true,0.1,1024,0.9637990980921473
DiagSF,false,0.00625,2048,0.9516159527621253
DiagSF,true,0.1,2048,0.9809669162239053
BlockSF,false,0.008838834764831844,1024,0.9299805306107972
BlockSF,true,0.1,1024,0.9706732210959126
BlockSF,false,0.00625,2048,0.9618113375031185
BlockSF,true,0.1,2048,0.9811953196412317
FullSF,false,0.008838834764831844,1024,0.9215928604764092
FullSF,true,0.1,1024,0.971562785671942
FullSF,false,0.00625,2048,0.967255799634739
DiagSF,false,0.008838834764831844,1024,0.9167972727626046
DiagSF,true,0.1,1024,0.9555226505640402
DiagSF,false,0.00625,2048,0.9554598284419219
DiagSF,true,0.1,2048,0.9884918374720386
BlockSF,false,0.008838834764831844,1024,0.928810151902431
BlockSF,true,0.1,1024,0.9575128690490254
BlockSF,false,0.00625,2048,0.9645115125679514
BlockSF,true,0.1,2048,0.9884684744926934
FullSF,false,0.008838834764831844,1024,0.9106165884360455
FullSF,true,0.1,1024,0.955534290637488
FullSF,false,0.00625,2048,0.9653767922577619
DiagSF,false,0.008838834764831844,1024,0.932109829999212
DiagSF,true,0.1,1024,0.9466600073658699
DiagSF,false,0.00625,2048,0.9669574660289028
DiagSF,true,0.1,2048,0.9873248994032245
BlockSF,false,0.008838834764831844,1024,0.9332985293930769
BlockSF,true,0.1,1024,0.9619852602133054
BlockSF,false,0.00625,2048,0.9578505263734526
BlockSF,true,0.1,2048,0.9837191821962064
FullSF,false,0.008838834764831844,1024,0.9324041420912077
FullSF,true,0.1,1024,0.9606020558500962
FullSF,false,0.00625,2048,0.9649453711343112
DiagSF,false,0.008838834764831844,1024,0.9362313611844462
DiagSF,true,0.1,1024,0.95438027103014
DiagSF,false,0.00625,2048,0.9702562079959673
DiagSF,true,0.1,2048,0.9926806743917669
BlockSF,false,0.008838834764831844,1024,0.9384457897931118
BlockSF,true,0.1,1024,0.9647704390206324
BlockSF,false,0.00625,2048,0.9640343750551537
BlockSF,true,0.1,2048,0.9905317722806292
FullSF,false,0.008838834764831844,1024,0.9389660375831732
FullSF,true,0.1,1024,0.9602893643164113
FullSF,false,0.00625,2048,0.9583647778933432
DiagSF,false,0.008838834764831844,1024,0.9243409258114461
DiagSF,true,0.1,1024,0.9673067130312143
DiagSF,false,0.00625,2048,0.9593512839434775
DiagSF,true,0.1,2048,0.9837113139580334
BlockSF,false,0.008838834764831844,1024,0.9235150051024702
BlockSF,true,0.1,1024,0.9634452232561127
BlockSF,false,0.00625,2048,0.9661660207087126
BlockSF,true,0.1,2048,0.9857651334062459
FullSF,false,0.008838834764831844,1024,0.9178240768552981
FullSF,true,0.1,1024,0.9589441527548975
FullSF,false,0.00625,2048,0.9535069852840989
DiagSF,false,0.008838834764831844,1024,0.927148451146231
DiagSF,true,0.1,1024,0.9635061168269559
DiagSF,false,0.00625,2048,0.9634543798260342
DiagSF,true,0.1,2048,0.9772438260598778
BlockSF,false,0.008838834764831844,1024,0.9187728597662268
BlockSF,true,0.1,1024,0.9698558051083486
BlockSF,false,0.00625,2048,0.9575117087764633
BlockSF,true,0.1,2048,0.9962378682290557
FullSF,false,0.008838834764831844,1024,0.9217693023347261
FullSF,true,0.1,1024,0.9632321091877194
FullSF,false,0.00625,2048,0.9580588992538501
DiagSF,false,0.008838834764831844,1024,0.9145707971061177
DiagSF,true,0.1,1024,0.9622606951852799
DiagSF,false,0.00625,2048,0.9612448996593302
DiagSF,true,0.1,2048,0.9857360367156481
BlockSF,false,0.008838834764831844,1024,0.9192071645564861
BlockSF,true,0.1,1024,0.9510916440409426
BlockSF,false,0.00625,2048,0.958609403006583
BlockSF,true,0.1,2048,0.979895723114684
FullSF,false,0.008838834764831844,1024,0.9240965257888691
FullSF,true,0.1,1024,0.9680920524997617
FullSF,false,0.00625,2048,0.953578963749011
DiagSF,false,0.008838834764831844,1024,0.9429304693285688
DiagSF,true,0.1,1024,0.9599251600561846
DiagSF,false,0.00625,2048,0.9541569619122646
DiagSF,true,0.1,2048,0.9746148422119643
BlockSF,false,0.008838834764831844,1024,0.9319612572220535
BlockSF,true,0.1,1024,0.9770446786265037
BlockSF,false,0.00625,2048,0.9703236387349684
BlockSF,true,0.1,2048,0.9779092008366356
FullSF,false,0.008838834764831844,1024,0.929934543228398
FullSF,true,0.1,1024,0.959341009642541
FullSF,false,0.00625,2048,0.9569582537640507
DiagSF,false,0.008838834764831844,1024,0.9407646123121929
DiagSF,true,0.1,1024,0.9538141976993946
DiagSF,false,0.00625,2048,0.9647412720969079
DiagSF,true,0.1,2048,0.977765418261654
BlockSF,false,0.008838834764831844,1024,0.9248224649130706
BlockSF,true,0.1,1024,0.9558011064923625
BlockSF,false,0.00625,2048,0.961255928089676
BlockSF,true,0.1,2048,0.9752036236119683
FullSF,false,0.008838834764831844,1024,0.9104938961661094
FullSF,true,0.1,1024,0.9479969472224865
FullSF,false,0.00625,2048,0.9552865219119302
DiagSF,false,0.008838834764831844,1024,0.9338395585601
DiagSF,true,0.1,1024,0.9539335415460726
DiagSF,false,0.00625,2048,0.9596811352073021
DiagSF,true,0.1,2048,0.9810975941888974
BlockSF,false,0.008838834764831844,1024,0.9351673505723034
BlockSF,true,0.1,1024,0.9644710666993053
BlockSF,false,0.00625,2048,0.956327881598021
BlockSF,true,0.1,2048,0.987912188218969
FullSF,false,0.008838834764831844,1024,0.9294788684835738
FullSF,true,0.1,1024,0.9708192667011405
FullSF,false,0.00625,2048,0.9624313885310797
DiagSF,false,0.008838834764831844,1024,0.929654215032845
DiagSF,true,0.1,1024,0.9723442747522122
DiagSF,false,0.00625,2048,0.9626897544985369
DiagSF,true,0.1,2048,0.9870234763409824
BlockSF,false,0.008838834764831844,1024,0.9415827535551669
BlockSF,true,0.1,1024,0.9789381650520694
BlockSF,false,0.00625,2048,0.9600577362209085
BlockSF,true,0.1,2048,0.9749349587051526
FullSF,false,0.008838834764831844,1024,0.9264185514677945
FullSF,true,0.1,1024,0.9657893671467634
FullSF,false,0.00625,2048,0.9680301765906529
DiagSF,false,0.008838834764831844,1024,0.9396367934054577
DiagSF,true,0.1,1024,0.9683058826959645
DiagSF,false,0.00625,2048,0.9711954225394736
DiagSF,true,0.1,2048,0.9800311960487937
BlockSF,false,0.008838834764831844,1024,0.92762303849968
BlockSF,true,0.1,1024,0.969614748736194
BlockSF,false,0.00625,2048,0.971233687674494
BlockSF,true,0.1,2048,0.9842073391896329
FullSF,false,0.008838834764831844,1024,0.9181784771166358
FullSF,true,0.1,1024,0.9533393843539888
FullSF,false,0.00625,2048,0.9657317452244274
DiagSF,false,0.008838834764831844,1024,0.9240700106195828
