filter,sparse_input,beta,dim,mse
DiagSF,false,0.035355339059327376,64,0.5904518822391718
DiagSF,true,0.1,16,0.36110994589473244
DiagSF,true,0.1,64,0.7914524745082553
DiagSF,false,0.025,128,0.7176230366901507
DiagSF,true,0.1,128,0.9179634569784101
DiagSF,false,0.017677669529663688,256,0.7907609827672422
DiagSF,false,0.0125,512,0.889252384971129
DiagSF,true,0.1,256,0.9166497640899517
DiagSF,false,0.008838834764831844,1024,0.9492697824837579
DiagSF,true,0.1,512,0.9074801384548864
DiagSF,false,0.00625,2048,0.9750265442889172
DiagSF,true,0.1,1024,0.9719835902378167
DiagSF,true,0.1,2048,0.9966662914636519
BlockSF,false,0.1,8,0.23460116578551188
BlockSF,true,0.1,8,0.21613038781190788
BlockSF,false,0.05,32,0.4720812904987552
BlockSF,false,0.07071067811865475,16,0.34932994853213073
BlockSF,true,0.1,32,0.5173262964556282
BlockSF,true,0.1,16,0.3647949086238506
BlockSF,false,0.035355339059327376,64,0.5546311415375307
BlockSF,true,0.1,64,0.6883164904447929
BlockSF,false,0.025,128,0.6799561030143628
BlockSF,true,0.1,128,0.847045801784092
BlockSF,false,0.017677669529663688,256,0.8025194363851765
BlockSF,false,0.0125,512,0.8650212630880266
BlockSF,true,0.1,256,0.875428645668356
BlockSF,false,0.008838834764831844,1024,0.9149174999094075
BlockSF,true,0.1,512,0.9075929960244554
BlockSF,false,0.00625,2048,0.9602772868582438
BlockSF,true,0.1,1024,0.9698825516524808
BlockSF,true,0.1,2048,0.9931699370886051
FullSF,false,0.1,8,0.250643237068287
FullSF,true,0.1,8,0.24446554844261487
FullSF,false,0.05,32,0.45111605691505546
FullSF,false,0.07071067811865475,16,0.31043066087533583
FullSF,true,0.1,16,0.3606597037239087
FullSF,true,0.1,32,0.5478725222195594
FullSF,false,0.035355339059327376,64,0.6109796944777378
FullSF,true,0.1,64,0.6728234919027078
FullSF,false,0.025,128,0.675538257035729
FullSF,true,0.1,128,0.8075686879729612
FullSF,false,0.017677669529663688,256,0.7977388997854766
FullSF,true,0.1,256,0.88578576341089
FullSF,false,0.0125,512,0.8612483384180896
FullSF,true,0.1,512,0.9102951767476609
DiagSF,false,0.1,8,0.2685526964012716
DiagSF,true,0.1,8,0.25836043575313966
DiagSF,false,0.05,32,0.5007847206964879
DiagSF,false,0.07071067811865475,16,0.3590744837105984
DiagSF,true,0.1,32,0.5828248243554109
DiagSF,false,0.035355339059327376,64,0.5967609049914083
DiagSF,true,0.1,16,0.351872701545497
DiagSF,true,0.1,64,0.8105458291270438
DiagSF,false,0.025,128,0.7050566113550727
DiagSF,true,0.1,128,0.9627819868069526
DiagSF,false,0.017677669529663688,256,0.8073034058983105
DiagSF,false,0.0125,512,0.8704492553876185
DiagSF,true,0.1,256,0.8973027331367762
DiagSF,false,0.008838834764831844,1024,0.9234378527972721
DiagSF,true,0.1,512,0.919975280778144
DiagSF,false,0.00625,2048,0.966644660256734
DiagSF,true,0.1,1024,0.9570533991928504
DiagSF,true,0.1,2048,0.9887964161102093
BlockSF,false,0.1,8,0.2461881139144848
BlockSF,true,0.1,8,0.2510612642434521
BlockSF,false,0.05,32,0.43753687853813955
BlockSF,false,0.07071067811865475,16,0.32072928291235203
BlockSF,true,0.1,16,0.37424775128373494
BlockSF,true,0.1,32,0.5840714432291325
BlockSF,false,0.035355339059327376,64,0.5559792551666801
BlockSF,true,0.1,64,0.7097078523686051
BlockSF,false,0.025,128,0.7079758316339558
BlockSF,true,0.1,128,0.8699511011134823
BlockSF,false,0.017677669529663688,256,0.7995407960047745
BlockSF,false,0.0125,512,0.8664487664281953
BlockSF,true,0.1,256,0.8653213396990613
BlockSF,false,0.008838834764831844,1024,0.9269230467640031
BlockSF,true,0.1,512,0.9156352560117272
BlockSF,false,0.00625,2048,0.9674631872332728
BlockSF,true,0.1,1024,0.965608155186701
BlockSF,true,0.1,2048,0.984955128395616
FullSF,false,0.1,8,0.2441376029534451
FullSF,true,0.1,8,0.2530056877542546
FullSF,false,0.05,32,0.44406030899770743
FullSF,false,0.07071067811865475,16,0.315246078852243
FullSF,true,0.1,16,0.3714435801439758
FullSF,true,0.1,32,0.5081409977989275
FullSF,false,0.035355339059327376,64,0.5355663456916777
FullSF,true,0.1,64,0.6956547697308914
FullSF,false,0.025,128,0.707933610151226
FullSF,true,0.1,128,0.8531778909941011
FullSF,false,0.017677669529663688,256,0.7996903876821337
FullSF,true,0.1,256,0.8734670625698303
FullSF,false,0.0125,512,0.8437971441006313
FullSF,true,0.1,512,0.9064287872355499
DiagSF,false,0.1,8,0.2611209505489744
DiagSF,true,0.1,8,0.28822465546612314
DiagSF,false,0.05,32,0.4603202104843857
DiagSF,false,0.07071067811865475,16,0.36651680936870384
DiagSF,true,0.1,32,0.5459928229703931
DiagSF,false,0.035355339059327376,64,0.6120567340610849
DiagSF,true,0.1,16,0.3517321280595737
DiagSF,true,0.1,64,0.7373628581295963
DiagSF,false,0.025,128,0.6985270526687973
DiagSF,true,0.1,128,0.9270388716771384
DiagSF,false,0.017677669529663688,256,0.7563788270196279
DiagSF,false,0.0125,512,0.89252911653136
DiagSF,true,0.1,256,0.8945580160386536
DiagSF,false,0.008838834764831844,1024,0.936316704134532
DiagSF,true,0.1,512,0.9007399890768757
DiagSF,false,0.00625,2048,0.9514057065386811
DiagSF,true,0.1,1024,0.9551404032721068
DiagSF,true,0.1,2048,0.9829485749542151
BlockSF,false,0.1,8,0.25994607579490686
BlockSF,true,0.1,8,0.25845649173864127
BlockSF,false,0.05,32,0.49027808065882894
BlockSF,false,0.07071067811865475,16,0.3562247637393663
BlockSF,true,0.1,16,0.3878037293251696
BlockSF,true,0.1,32,0.5283720492133611
BlockSF,false,0.035355339059327376,64,0.5731537797468911
BlockSF,true,0.1,64,0.6948944791208277
BlockSF,false,0.025,128,0.6906349568051134
BlockSF,true,0.1,128,0.8201612097657482
BlockSF,false,0.017677669529663688,256,0.7703294393083986
BlockSF,false,0.0125,512,0.8517902873053914
BlockSF,true,0.1,256,0.856948577123253
BlockSF,false,0.008838834764831844,1024,0.9111012590114419
BlockSF,true,0.1,512,0.9137003872620235
BlockSF,false,0.00625,2048,0.965070490939123
BlockSF,true,0.1,1024,0.9588188426386987
BlockSF,true,0.1,2048,0.9858888053169546
FullSF,false,0.1,8,0.23426636157774017
FullSF,true,0.1,8,0.23110459503978492
FullSF,false,0.05,32,0.4215500265273079
FullSF,false,0.07071067811865475,16,0.3489824688401108
FullSF,true,0.1,16,0.3760558033782957
FullSF,true,0.1,32,0.5248077455449519
FullSF,false,0.035355339059327376,64,0.5576339715072143
FullSF,true,0.1,64,0.7169988978370749
FullSF,false,0.025,128,0.6955673318450118
FullSF,true,0.1,128,0.792436725283614
FullSF,false,0.017677669529663688,256,0.773745167306699
FullSF,true,0.1,256,0.903105438975332
FullSF,false,0.0125,512,0.8410129578540502
FullSF,true,0.1,512,0.9051020140522644
FullSF,false,0.008838834764831844,1024,0.9211486145193687
DiagSF,false,0.1,8,0.2625432558804261
DiagSF,true,0.1,8,0.2655091782908536
DiagSF,false,0.05,32,0.4907831152708764
DiagSF,false,0.07071067811865475,16,0.3611423016759662
DiagSF,true,0.1,32,0.5734192429775806
DiagSF,false,0.035355339059327376,64,0.587094230839036
DiagSF,true,0.1,16,0.389302228919031
DiagSF,true,0.1,64,0.7796017177855153
DiagSF,false,0.025,128,0.6819179262075967
DiagSF,true,0.1,128,0.9127854681255203
DiagSF,false,0.017677669529663688,256,0.7854149353603511
DiagSF,false,0.0125,512,0.8754618995383816
DiagSF,true,0.1,256,0.9235155774493489
DiagSF,false,0.008838834764831844,1024,0.9224020129922017
DiagSF,true,0.1,512,0.928203866955755
DiagSF,false,0.00625,2048,0.9708244467548373
DiagSF,true,0.1,1024,0.9655860216654975
DiagSF,true,0.1,2048,0.9832793545486749
BlockSF,false,0.1,8,0.22760939877648848
BlockSF,true,0.1,8,0.24844785670780897
BlockSF,false,0.05,32,0.4495327912164882
BlockSF,false,0.07071067811865475,16,0.3501194920025899
BlockSF,true,0.1,16,0.3413915433843749
BlockSF,true,0.1,32,0.514465893088918
BlockSF,false,0.035355339059327376,64,0.5567180445836294
BlockSF,true,0.1,64,0.6956707789904859
BlockSF,false,0.025,128,0.689037830851438
BlockSF,false,0.017677669529663688,256,0.792817323417103
BlockSF,true,0.1,128,0.8554437057966835
BlockSF,false,0.0125,512,0.8741710222430403
BlockSF,true,0.1,256,0.8751505205434722
BlockSF,false,0.008838834764831844,1024,0.9284367814544375
BlockSF,true,0.1,512,0.913976282569332
BlockSF,false,0.00625,2048,0.9577720379688867
BlockSF,true,0.1,1024,0.9597504559221676
BlockSF,true,0.1,2048,0.9759104762278291
FullSF,false,0.1,8,0.2431924080503581
FullSF,true,0.1,8,0.25338454748378597
FullSF,false,0.05,32,0.431368722565801
FullSF,false,0.07071067811865475,16,0.349157015964724
FullSF,true,0.1,16,0.38109898434921463
FullSF,true,0.1,32,0.5292744979174755
FullSF,false,0.035355339059327376,64,0.5647078799487726
FullSF,true,0.1,64,0.7133321276841132
FullSF,false,0.025,128,0.6879057655730563
FullSF,true,0.1,128,0.8501237926370597
FullSF,false,0.017677669529663688,256,0.77888443198063
FullSF,true,0.1,256,0.8637236148896016
FullSF,false,0.0125,512,0.8697384596534935
FullSF,true,0.1,512,0.908806180120527
FullSF,false,0.008838834764831844,1024,0.9250566644925728
DiagSF,false,0.1,8,0.2705996421432383
DiagSF,true,0.1,8,0.2532543069415795
DiagSF,false,0.05,32,0.4562924018376303
DiagSF,false,0.07071067811865475,16,0.3678754227922134
DiagSF,true,0.1,32,0.5602351571462985
DiagSF,false,0.035355339059327376,64,0.5748044935534978
DiagSF,true,0.1,16,0.3550394593824666
DiagSF,true,0.1,64,0.7402414893692956
DiagSF,false,0.025,128,0.7045134811215927
DiagSF,true,0.1,128,0.9526868306453369
DiagSF,false,0.017677669529663688,256,0.7696250226687622
DiagSF,true,0.1,256,0.8815627372858463
DiagSF,false,0.0125,512,0.8844757863365075
DiagSF,true,0.1,512,0.9289733464471047
DiagSF,false,0.008838834764831844,1024,0.9280571974611946
DiagSF,true,0.1,1024,0.9752055869637395
DiagSF,false,0.00625,2048,0.9691981860145785
DiagSF,true,0.1,2048,0.991161049176379
BlockSF,false,0.1,8,0.25150199004145046
BlockSF,true,0.1,8,0.24074849746320004
BlockSF,false,0.05,32,0.45517177238545575
BlockSF,false,0.07071067811865475,16,0.301865485519635
BlockSF,true,0.1,16,0.3672362840198349
BlockSF,true,0.1,32,0.5336581289107543
BlockSF,false,0.035355339059327376,64,0.5555777894063492
BlockSF,true,0.1,64,0.6671544976516045
BlockSF,false,0.025,128,0.7107699679316204
BlockSF,true,0.1,128,0.8587616881976681
BlockSF,false,0.017677669529663688,256,0.7735963933482711
BlockSF,true,0.1,256,0.8870364861364018
BlockSF,false,0.0125,512,0.8679106817287514
BlockSF,true,0.1,512,0.9116046708792269
BlockSF,false,0.008838834764831844,1024,0.9371342920292388
BlockSF,true,0.1,1024,0.9696384989630472
BlockSF,false,0.00625,2048,0.9511532844943101
BlockSF,true,0.1,2048,0.9785124848815409
FullSF,false,0.1,8,0.22719960729378086
FullSF,true,0.1,8,0.2744983045281621
FullSF,false,0.07071067811865475,16,0.3371066552167198
FullSF,false,0.05,32,0.48308241950068626
FullSF,true,0.1,16,0.3613095366712376
FullSF,true,0.1,32,0.5480809680466958
FullSF,false,0.035355339059327376,64,0.5479526023715686
FullSF,true,0.1,64,0.7267943988247508
FullSF,false,0.025,128,0.6841420901866986
FullSF,true,0.1,128,0.8688815728931544
FullSF,false,0.017677669529663688,256,0.7883123540464758
FullSF,true,0.1,256,0.8677423274512378
FullSF,false,0.0125,512,0.8645099601011188
FullSF,true,0.1,512,0.9163764178251217
FullSF,false,0.008838834764831844,1024,0.9024280884992592
DiagSF,false,0.1,8,0.2946037337447073
DiagSF,true,0.1,8,0.2694132104411482
DiagSF,false,0.05,32,0.5034138625877247
DiagSF,false,0.07071067811865475,16,0.3656119802257906
DiagSF,true,0.1,32,0.5771641085241652
DiagSF,false,0.035355339059327376,64,0.5810541567142563
DiagSF,true,0.1,16,0.39210273416373
DiagSF,true,0.1,64,0.7836101578777852
DiagSF,false,0.025,128,0.7005179950421463
DiagSF,true,0.1,128,0.9035872783341508
DiagSF,false,0.017677669529663688,256,0.8112682309656838
DiagSF,true,0.1,256,0.8892404468651828
DiagSF,false,0.0125,512,0.8894829323381684
DiagSF,true,0.1,512,0.918714531097292
DiagSF,false,0.008838834764831844,1024,0.930965272216708
DiagSF,true,0.1,1024,0.9783116510848285
DiagSF,false,0.00625,2048,0.9645014023219775
DiagSF,true,0.1,2048,0.9830355407370458
BlockSF,false,0.1,8,0.23128890198384117
BlockSF,true,0.1,8,0.2458343758899318
BlockSF,false,0.05,32,0.45440988804602134
BlockSF,false,0.07071067811865475,16,0.3520405310379822
BlockSF,true,0.1,16,0.35494854005869486
BlockSF,true,0.1,32,0.5270597415583883
BlockSF,false,0.035355339059327376,64,0.5741544547702697
BlockSF,true,0.1,64,0.7025194109946561
BlockSF,false,0.025,128,0.712773142126544
BlockSF,true,0.1,128,0.8319107251188563
BlockSF,false,0.017677669529663688,256,0.7807817205792676
BlockSF,true,0.1,256,0.8527627732625134
BlockSF,false,0.0125,512,0.8725378281750333
BlockSF,true,0.1,512,0.9191802081922396
BlockSF,false,0.008838834764831844,1024,0.9370646962057932
BlockSF,true,0.1,1024,0.9664804492339144
BlockSF,false,0.00625,2048,0.97067471147695
BlockSF,true,0.1,2048,0.9820322594953514
FullSF,false,0.1,8,0.22870076443473242
FullSF,true,0.1,8,0.2422858993410064
FullSF,false,0.07071067811865475,16,0.3444519302437259
FullSF,false,0.05,32,0.4415660337989
FullSF,true,0.1,16,0.33986677039740787
FullSF,true,0.1,32,0.5045265743773281
FullSF,false,0.035355339059327376,64,0.5585455925356513
FullSF,true,0.1,64,0.734601264932735
FullSF,false,0.025,128,0.6746736421000249
FullSF,true,0.1,128,0.7963977438485957
FullSF,false,0.017677669529663688,256,0.7800933715400481
FullSF,true,0.1,256,0.8737306342348468
FullSF,false,0.0125,512,0.8493034527553938
FullSF,true,0.1,512,0.9142625799660405
FullSF,false,0.008838834764831844,1024,0.9245007231444644
DiagSF,false,0.1,8,0.2864046194041692
DiagSF,false,0.05,32,0.4980427229150249
DiagSF,true,0.1,8,0.2553841980846232
DiagSF,false,0.07071067811865475,16,0.37003460392934473
DiagSF,true,0.1,32,0.5624729913009741
DiagSF,false,0.035355339059327376,64,0.5830960152497223
DiagSF,true,0.1,16,0.38656757903298855
DiagSF,true,0.1,64,0.7683254051869486
DiagSF,false,0.025,128,0.6999518844081788
DiagSF,true,0.1,128,0.9490419472455164
DiagSF,false,0.017677669529663688,256,0.7961512825175683
DiagSF,true,0.1,256,0.8975480288886473
DiagSF,false,0.0125,512,0.8861293383334249
DiagSF,true,0.1,512,0.9236231649967944
DiagSF,false,0.008838834764831844,1024,0.9407723612718812
DiagSF,true,0.1,1024,0.9561807480537158
DiagSF,false,0.00625,2048,0.9675888572963494
DiagSF,true,0.1,2048,0.9863891694717585
BlockSF,false,0.1,8,0.25601227307316476
BlockSF,true,0.1,8,0.26471435223186074
BlockSF,false,0.05,32,0.48103382217073437
BlockSF,false,0.07071067811865475,16,0.34510677838035453
BlockSF,true,0.1,16,0.3817002466439618
BlockSF,true,0.1,32,0.5470895277958944
BlockSF,false,0.035355339059327376,64,0.5924321558967818
BlockSF,true,0.1,64,0.7203055217188494
BlockSF,false,0.025,128,0.6822330308878618
BlockSF,true,0.1,128,0.8816310202501778
BlockSF,false,0.017677669529663688,256,0.781969694984808
BlockSF,true,0.1,256,0.8827546787397553
BlockSF,false,0.0125,512,0.8806527334464328
BlockSF,true,0.1,512,0.9184614079412453
BlockSF,false,0.008838834764831844,1024,0.9248466399985837
BlockSF,true,0.1,1024,0.9628910837576833
BlockSF,false,0.00625,2048,0.9571369654798473
BlockSF,true,0.1,2048,0.9879324201761575
FullSF,false,0.1,8,0.24038919247676993
FullSF,true,0.1,8,0.2317859027495128
FullSF,false,0.05,32,0.427183807285679
FullSF,false,0.07071067811865475,16,0.3201494293656484
FullSF,true,0.1,16,0.37054599463091253
FullSF,true,0.1,32,0.5676630244118888
FullSF,false,0.035355339059327376,64,0.5752099875214394
FullSF,true,0.1,64,0.7304295389864265
FullSF,false,0.025,128,0.6784062424079357
FullSF,true,0.1,128,0.8152342191025338
FullSF,false,0.017677669529663688,256,0.7916507935409413
FullSF,true,0.1,256,0.9066322425905369
FullSF,false,0.0125,512,0.8698665872377844
FullSF,true,0.1,512,0.9154142379315593
FullSF,false,0.008838834764831844,1024,0.9251430008671535
DiagSF,false,0.1,8,0.25961768853316447
DiagSF,true,0.1,8,0.29298194643381986
DiagSF,false,0.05,32,0.4591156338965331
DiagSF,false,0.07071067811865475,16,0.3788445090280286
DiagSF,true,0.1,32,0.5372121913999254
DiagSF,false,0.035355339059327376,64,0.5725965975622667
DiagSF,true,0.1,16,0.3584710337371997
DiagSF,true,0.1,64,0.8355711397920019
DiagSF,false,0.025,128,0.6990766367656042
DiagSF,true,0.1,128,0.9379198885207551
DiagSF,false,0.017677669529663688,256,0.8064486151592617
DiagSF,true,0.1,256,0.8802025330797835
DiagSF,false,0.0125,512,0.8695167034448296
DiagSF,true,0.1,512,0.9065595319152231
DiagSF,false,0.008838834764831844,1024,0.9429425091416083
DiagSF,true,0.1,1024,0.956451545017156
DiagSF,false,0.00625,2048,0.9617722686026775
DiagSF,true,0.1,2048,0.9818267243492634
BlockSF,false,0.1,8,0.23901600624782743
BlockSF,true,0.1,8,0.23934796642323014
BlockSF,false,0.05,32,0.46971180791523753
BlockSF,false,0.07071067811865475,16,0.37026331682166225
BlockSF,true,0.1,16,0.36864231681615356
BlockSF,true,0.1,32,0.5721970994865798
BlockSF,false,0.035355339059327376,64,0.5823674291805339
BlockSF,true,0.1,64,0.7245105673251798
BlockSF,false,0.025,128,0.696231612274064
BlockSF,true,0.1,128,0.8379565945824023
BlockSF,false,0.017677669529663688,256,0.7902807139570689
BlockSF,true,0.1,256,0.8704444008256659
BlockSF,false,0.0125,512,0.8900346934657156
BlockSF,true,0.1,512,0.9224080723617938
BlockSF,false,0.008838834764831844,1024,0.9164171082114454
BlockSF,true,0.1,1024,0.94952503696039
BlockSF,false,0.00625,2048,0.9555730443417205
BlockSF,true,0.1,2048,0.9776968204955165
FullSF,false,0.1,8,0.2461429750846548
FullSF,true,0.1,8,0.22099607122734474
FullSF,false,0.05,32,0.44761208663425234
FullSF,false,0.07071067811865475,16,0.3313400176860276
FullSF,true,0.1,16,0.3915646845503018
FullSF,true,0.1,32,0.5340853389275007
FullSF,false,0.035355339059327376,64,0.5757867401387996
FullSF,true,0.1,64,0.7324468675213005
FullSF,false,0.025,128,0.6780274811698379
FullSF,true,0.1,128,0.8313514094527992
FullSF,false,0.017677669529663688,256,0.7957183260828591
FullSF,true,0.1,256,0.8958569568212413
FullSF,false,0.0125,512,0.8661092471718456
FullSF,true,0.1,512,0.9299386746094304
FullSF,false,0.008838834764831844,1024,0.9255568693666572
DiagSF,false,0.1,8,0.2468588527696927
DiagSF,true,0.1,8,0.24077793492536367
DiagSF,false,0.05,32,0.46037095474686135
DiagSF,false,0.07071067811865475,16,0.394026927539712
DiagSF,true,0.1,32,0.5588800214928915
DiagSF,false,0.035355339059327376,64,0.592587752455735
DiagSF,true,0.1,16,0.3736578019359322
DiagSF,true,0.1,64,0.7841239151008692
DiagSF,false,0.025,128,0.6661879239155301
DiagSF,true,0.1,128,0.902352294847013
DiagSF,false,0.017677669529663688,256,0.7892759554436971
DiagSF,true,0.1,256,0.8897614426870565
DiagSF,false,0.0125,512,0.8899141353988617
DiagSF,true,0.1,512,0.9038255586865203
DiagSF,false,0.008838834764831844,1024,0.9333797514997436
DiagSF,true,0.1,1024,0.9592594493552088
DiagSF,false,0.00625,2048,0.9581614320404358
DiagSF,true,0.1,2048,0.9847428875777479
BlockSF,false,0.1,8,0.27504259081651705
BlockSF,true,0.1,8,0.2584565853927334
BlockSF,false,0.05,32,0.45678730545536944
BlockSF,false,0.07071067811865475,16,0.3333847741203902
BlockSF,true,0.1,16,0.36834165760686255
BlockSF,true,0.1,32,0.5056096413366393
BlockSF,false,0.035355339059327376,64,0.594275093430345
BlockSF,true,0.1,64,0.7103698556908781
BlockSF,false,0.025,128,0.6807309959855409
BlockSF,true,0.1,128,0.8325087950306832
BlockSF,false,0.017677669529663688,256,0.8085034573145504
BlockSF,true,0.1,256,0.8796229507361799
BlockSF,false,0.0125,512,0.882926244566741
BlockSF,true,0.1,512,0.9406125555719104
BlockSF,false,0.008838834764831844,1024,0.9353302913810866
BlockSF,true,0.1,1024,0.9620240194447909
BlockSF,false,0.00625,2048,0.9760621932426797
BlockSF,true,0.1,2048,0.9841949613198058
FullSF,false,0.1,8,0.23273857360516897
FullSF,true,0.1,8,0.24773291927677846
FullSF,false,0.07071067811865475,16,0.32633095287675384
FullSF,false,0.05,32,0.42813034260758054
FullSF,true,0.1,16,0.3722489906943022
FullSF,true,0.1,32,0.5479091770758568
FullSF,false,0.035355339059327376,64,0.5570874299978068
FullSF,true,0.1,64,0.6901047373803914
FullSF,false,0.025,128,0.6965354943273784
FullSF,true,0.1,128,0.8558536811239041
FullSF,false,0.017677669529663688,256,0.7864026537677201
FullSF,true,0.1,256,0.9010731274338302
FullSF,false,0.0125,512,0.8935436534457007
FullSF,true,0.1,512,0.9265506737702425
FullSF,false,0.008838834764831844,1024,0.9287434414699784
DiagSF,false,0.1,8,0.25114892046470144
DiagSF,true,0.1,8,0.23610027260375432
DiagSF,false,0.05,32,0.4427985738115262
DiagSF,false,0.07071067811865475,16,0.37506264116896476
DiagSF,true,0.1,32,0.5523682625658681
DiagSF,false,0.035355339059327376,64,0.6243445455792365
DiagSF,true,0.1,16,0.4104517909883186
DiagSF,true,0.1,64,0.7788985889375379
DiagSF,false,0.025,128,0.6755756826194533
DiagSF,true,0.1,128,0.9349542661395519
DiagSF,false,0.017677669529663688,256,0.826686983951902
DiagSF,true,0.1,256,0.882899751114454
DiagSF,false,0.0125,512,0.8751289836606813
DiagSF,true,0.1,512,0.9492364830451292
DiagSF,false,0.008838834764831844,1024,0.9337151804865943
DiagSF,true,0.1,1024,0.9625877247873923
DiagSF,false,0.00625,2048,0.9694710426183614
DiagSF,true,0.1,2048,0.9766817909408397
BlockSF,false,0.1,8,0.23971790584683342
BlockSF,true,0.1,8,0.24932904840242612
BlockSF,false,0.05,32,0.4903802028480761
BlockSF,false,0.07071067811865475,16,0.3167885348704613
BlockSF,true,0.1,16,0.3790288310473607
BlockSF,true,0.1,32,0.5428992242914658
BlockSF,false,0.035355339059327376,64,0.5807105235163329
BlockSF,true,0.1,64,0.705049260824189
BlockSF,false,0.025,128,0.705864578693832
BlockSF,true,0.1,128,0.8234006999767665
BlockSF,false,0.017677669529663688,256,0.7965069433619724
BlockSF,true,0.1,256,0.8766158412909693
BlockSF,false,0.0125,512,0.8747274222886177
BlockSF,true,0.1,512,0.8986510669028916
BlockSF,false,0.008838834764831844,1024,0.9282735041443406
BlockSF,true,0.1,1024,0.9706925430503435
BlockSF,false,0.00625,2048,0.957385865288902
BlockSF,true,0.1,2048,0.9767714371975649
FullSF,false,0.1,8,0.23979082516218297
FullSF,true,0.1,8,0.22368356222362257
FullSF,false,0.07071067811865475,16,0.33313200104533114
FullSF,false,0.05,32,0.4342924120811607
FullSF,true,0.1,16,0.3558610315344754
FullSF,true,0.1,32,0.5148603320861421
FullSF,false,0.035355339059327376,64,0.5445469601666619
FullSF,true,0.1,64,0.684507288384764
FullSF,false,0.025,128,0.6971269673254173
FullSF,true,0.1,128,0.8444641695955056
FullSF,false,0.017677669529663688,256,0.7891800548611677
FullSF,true,0.1,256,0.872214436969982
FullSF,false,0.0125,512,0.8752929111536232
FullSF,true,0.1,512,0.9095541460058524
FullSF,false,0.008838834764831844,1024,0.9279875123455094
DiagSF,false,0.1,8,0.2584027200305912
DiagSF,true,0.1,8,0.2585657426805034
DiagSF,false,0.05,32,0.46348892412093895
DiagSF,false,0.07071067811865475,16,0.366717636439356
DiagSF,true,0.1,32,0.5336019910493347
DiagSF,false,0.035355339059327376,64,0.5894015215440661
DiagSF,true,0.1,16,0.36310104038716395
DiagSF,true,0.1,64,0.8135320438829855
DiagSF,false,0.025,128,0.7116734577963196
DiagSF,true,0.1,128,0.9736669215997398
DiagSF,false,0.017677669529663688,256,0.8144929091408648
DiagSF,true,0.1,256,0.9096851300856611
DiagSF,false,0.0125,512,0.8701690348972357
DiagSF,true,0.1,512,0.9425919370209129
DiagSF,false,0.008838834764831844,1024,0.9297894390457564
DiagSF,true,0.1,1024,0.9651750623062808
DiagSF,false,0.00625,2048,0.9709853202495187
DiagSF,true,0.1,2048,0.9850697392687013
BlockSF,false,0.1,8,0.2511412687160883
BlockSF,true,0.1,8,0.23130346025935525
BlockSF,false,0.05,32,0.4752989274095992
BlockSF,false,0.07071067811865475,16,0.33849613381956145
BlockSF,true,0.1,16,0.3614072695450232
BlockSF,true,0.1,32,0.54997351229349
BlockSF,false,0.035355339059327376,64,0.587595689115933
BlockSF,true,0.1,64,0.70938601183437
BlockSF,false,0.025,128,0.7031678417799042
BlockSF,true,0.1,128,0.8151150638236601
BlockSF,false,0.017677669529663688,256,0.8281028486637274
BlockSF,true,0.1,256,0.8713835378579702
BlockSF,false,0.0125,512,0.897665711332117
BlockSF,true,0.1,512,0.913652396173164
BlockSF,false,0.008838834764831844,1024,0.943835374678975
BlockSF,true,0.1,1024,0.9775733521323245
BlockSF,false,0.00625,2048,0.9706234476497292
BlockSF,true,0.1,2048,0.9790770459992116
FullSF,false,0.1,8,0.24094279054596754
FullSF,true,0.1,8,0.2443505700357915
FullSF,false,0.07071067811865475,16,0.32878000902041965
FullSF,false,0.05,32,0.451365640070876
FullSF,true,0.1,16,0.3711619131799955
FullSF,true,0.1,32,0.555269573468593
FullSF,false,0.035355339059327376,64,0.5391353107158832
FullSF,true,0.1,64,0.7019451894925408
FullSF,false,0.025,128,0.6901613855907809
FullSF,true,0.1,128,0.8188766430898142
FullSF,false,0.017677669529663688,256,0.777253204699504
FullSF,true,0.1,256,0.8681002516835387
FullSF,false,0.0125,512,0.8630865417574983
FullSF,true,0.1,512,0.8982336614258692
FullSF,false,0.008838834764831844,1024,0.9279412504186736
DiagSF,false,0.1,8,0.2624626153545551
DiagSF,true,0.1,8,0.2574256789407902
DiagSF,false,0.05,32,0.4660293651250389
DiagSF,false,0.07071067811865475,16,0.38784892635917206
DiagSF,true,0.1,32,0.559723915692313
DiagSF,false,0.035355339059327376,64,0.5782084171236601
DiagSF,true,0.1,16,0.35932270947759143
DiagSF,true,0.1,64,0.7890210945173756
DiagSF,false,0.025,128,0.6872171722148631
DiagSF,true,0.1,128,0.9343017954828613
DiagSF,false,0.017677669529663688,256,0.7908865039265874
DiagSF,true,0.1,256,0.8991767111476944
DiagSF,false,0.0125,512,0.8795687867468767
DiagSF,true,0.1,512,0.9227898919901306
DiagSF,false,0.008838834764831844,1024,0.9429493921288132
DiagSF,true,0.1,1024,0.9694488552286796
DiagSF,false,0.00625,2048,0.9618469888590453
DiagSF,true,0.1,2048,0.9904788490947181
BlockSF,false,0.1,8,0.2602986482086476
BlockSF,true,0.1,8,0.21980725786262895
BlockSF,false,0.05,32,0.4644225731194875
BlockSF,false,0.07071067811865475,16,0.32253642334929317
BlockSF,true,0.1,16,0.37049622055369785
BlockSF,true,0.1,32,0.5562407263876022
BlockSF,false,0.035355339059327376,64,0.5941171547259995
BlockSF,true,0.1,64,0.6796831170916877
BlockSF,false,0.025,128,0.7363157155871006
